Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,164925000.0,104399000.0,66609000.0,92191000.0,159793000.0,85345000.0
Revenue Growth,0.579756511077692,0.567340749748532,-0.277489125836578,-0.423059833659797,0.872318237740934,
Cost of Revenue,52274000.0,29029000.0,17137000.0,24498000.0,20489000.0,18383000.0
Gross Profit,112651000.0,75370000.0,49472000.0,67693000.0,139304000.0,66962000.0
R&D Expenses,0.0,0.0,30000.0,7925000.0,10934000.0,0.0
SG&A Expense,27623000.0,18345000.0,12110000.0,17176000.0,15527000.0,15297000.0
Operating Expenses,139482000.0,83750000.0,70490000.0,440813000.0,134653000.0,44187000.0
Operating Income,-26831000.0,-8380000.0,-21018000.0,-373120000.0,4651000.0,22775000.0
Interest Expense,25405000.0,13491000.0,12219000.0,9418000.0,699000.0,-232000.0
Earnings before Tax,-10649000.0,-24308000.0,-43989000.0,-370973000.0,14480000.0,21509000.0
Income Tax Expense,17490000.0,-1873000.0,1705000.0,-107138000.0,-841000.0,5567000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-28139000.0,-22435000.0,-45694000.0,-263835000.0,15321000.0,15942000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-28139000.0,-22435000.0,-45694000.0,-263835000.0,15321000.0,15942000.0
EPS,-5.4,-17.9,-52.5,-47.7,2.9,0.039
EPS Diluted,-5.4,-17.9,-52.5,-47.7,2.9,0.038
Weighted Average Shs Out,1253249528.0,1249351617.0,559103562.0,549295839.0,549295839.0,
Weighted Average Shs Out (Dil),1253249528.0,1249351617.0,559103562.0,549295839.0,549295839.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.683,0.7219,0.7427,0.7343,0.8718,0.7846
EBITDA Margin,0.089,-0.104,-0.477,-3.922,0.095,0.249
EBIT Margin,0.0895,-0.1036,-0.477,-3.9218,0.095,0.2493
Profit Margin,-0.171,-0.215,-0.686,-2.862,0.096,0.187
Free Cash Flow margin,-1.9192,-0.3379,-0.7225,-1.2537,-1.9403,-2.987
EBITDA,14756000.0,-10817000.0,-31770000.0,-361555000.0,15179000.0,21277000.0
EBIT,14756000.0,-10817000.0,-31770000.0,-361555000.0,15179000.0,21277000.0
Consolidated Income,-28139000.0,-22435000.0,-45694000.0,-263835000.0,15321000.0,15942000.0
Earnings Before Tax Margin,-0.0646,-0.2328,-0.6604,-4.024,0.0906,0.252
Net Profit Margin,-0.1706,-0.2149,-0.686,-2.8618,0.0959,0.1868
