Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,0.0,0.0,406000.0,490000.0,2243000.0,1334000.0,0.0,0.0
Revenue Growth,0.0,-1,-0.171428571428571,-0.78154257690593,0.681409295352324,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,1334000.0,0.0,0.0
R&D Expenses,14077000.0,12510000.0,13479000.0,26336000.0,26703000.0,13788000.0,15263000.0,9411000.0
SG&A Expense,11623000.0,8070000.0,14736000.0,9850000.0,8471000.0,4024000.0,4213000.0,3267000.0
Operating Expenses,34500000.0,29680000.0,28215000.0,36186000.0,35174000.0,17812000.0,19476000.0,12678000.0
Operating Income,-34500000.0,-29255000.0,2866000.0,-35196000.0,-32931000.0,-16478000.0,-19476000.0,-12678000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,1400000.0,168000.0,151000.0
Earnings before Tax,-33693000.0,-29029000.0,1896000.0,0.0,0.0,-18025000.0,-19657000.0,-12826000.0
Income Tax Expense,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-33693000.0,-29029000.0,1891000.0,-33452000.0,-34156000.0,-18025000.0,-19657000.0,-12826000.0
Preferred Dividends,0.0,0.0,0.0,0.0,519000.0,3857000.0,3111000.0,1452000.0
Net Income Com,-33693000.0,-29029000.0,1891000.0,-33452000.0,-34156000.0,-21882000.0,-22768000.0,-14278000.0
EPS,-0.55,-1.11,0.09,-1.76,-2.37,-16.18,-22.93,-17.8
EPS Diluted,-0.55,-1.11,0.09,-1.76,-2.37,-16.18,-22.93,-17.8
Weighted Average Shs Out,61774000.0,26105000.0,21083000.0,18993000.0,14644000.0,14693713.0,,
Weighted Average Shs Out (Dil),61774000.0,26105000.0,21733000.0,18993000.0,14644000.0,1352000.0,993000.0,802000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EBITDA Margin,0.0,0.0,7.49753694581,-71.0816326531,-14.4988854213,,,
EBIT Margin,0.0,0.0,7.05911330049,-71.8285714286,-14.6816763263,-12.4625,0.0,0.0
Profit Margin,0.0,0.0,4.65763546798,-68.2693877551,-15.2278198841,,,
Free Cash Flow margin,0.0,0.0,6.45812807882,-71.0530612245,-13.1270619706,-10.1154,0.0,0.0
EBITDA,-34292000.0,-28970000.0,3044000.0,-34830000.0,-32521000.0,-16187000.0,-19041000.0,-12311000.0
EBIT,-34500000.0,-29255000.0,2866000.0,-35196000.0,-32931000.0,-16625000.0,-19489000.0,-12675000.0
Consolidated Income,-33693000.0,-29029000.0,1891000.0,-33452000.0,-34156000.0,-18025000.0,-19657000.0,-12826000.0
Earnings Before Tax Margin,0.0,0.0,4.66995073892,0.0,0.0,-13.512,0.0,0.0
Net Profit Margin,0.0,0.0,4.65763546798,-68.2693877551,-15.2278198841,-13.512,0.0,0.0
