Date,2018-12-31,2017-12-31
Revenue,198077000.0,100761000.0
Revenue Growth,0.965810184495986,
Cost of Revenue,46529000.0,23414000.0
Gross Profit,151548000.0,77347000.0
R&D Expenses,55176000.0,24734000.0
SG&A Expense,107405000.0,55569000.0
Operating Expenses,162581000.0,80303000.0
Operating Income,-11033000.0,-2956000.0
Interest Expense,0.0,0.0
Earnings before Tax,-10240000.0,-2113000.0
Income Tax Expense,522000.0,457000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-10762000.0,-2570000.0
Preferred Dividends,0.0,0.0
Net Income Com,-10762000.0,-2570000.0
EPS,-0.15,-0.04
EPS Diluted,-0.15,-0.04
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),70951000.0,61321000.0
Dividend per Share,0.0,0.0
Gross Margin,0.7651,0.7676
EBITDA Margin,-0.021,0.006
EBIT Margin,-0.0517,-0.021
Profit Margin,-0.054,-0.026
Free Cash Flow margin,-0.0253,0.0598
EBITDA,-4214000.0,591000.0
EBIT,-10240000.0,-2113000.0
Consolidated Income,-10762000.0,-2570000.0
Earnings Before Tax Margin,-0.0517,-0.021
Net Profit Margin,-0.0543,-0.0255
