date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,1933836000000.0,2516810000000.0,2353588000000.0,2015890000000.0,1616903000000.0,1725428000000.0,2282962000000.0,2258124000000.0,2195296000000.0,2003843000000.0,1465415000000.0,1019275000000.0,1071146000000.0,835094830360.0,687653727500.0,552396943500.0,388634308050.0,303783270550.0,244368921600.0
,costOfRevenue,1481672000000.0,1923096000000.0,1770939000000.0,1523091000000.0,1177787000000.0,1259670000000.0,1663688000000.0,1628170000000.0,1563011000000.0,1227533000000.0,795525000000.0,492472000000.0,562122000000.0,391413491480.0,289388617500.0,215949978000.0,150389151050.0,120968605950.0,96067118400.0
,grossProfit,452164000000.0,593714000000.0,582649000000.0,492799000000.0,439116000000.0,465758000000.0,619274000000.0,629954000000.0,632285000000.0,776310000000.0,669890000000.0,526803000000.0,509024000000.0,443681338880.0,398265110000.0,336446965500.0,238245157000.0,182814664600.0,148301803200.0
,grossProfitRatio,0.233817138578452,0.23589941235135,0.247557771368651,0.24445728685593,0.271578443481149,0.269937661843902,0.271259004749093,0.278972279644519,0.288018107808696,0.387410590550258,0.457133303535176,0.516840891810355,0.475214396543515,0.531294558114716,0.579165202009321,0.609067391590301,0.61303171661661,0.601793062103169,0.606876693766938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,211949000000.0,222914000000.0,218013000000.0,202426000000.0,191917000000.0,189352000000.0,194235000000.0,195443000000.0,180881000000.0,167131000000.0,157543000000.0,131400000000.0,121522000000.0,102198069200.0,82240232500.0,66234994000.0,26597695950.0,26283126250.0,22466709120.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,376227000000.0,477477000000.0,467330000000.0,430530000000.0,383607000000.0,392456000000.0,454847000000.0,446002000000.0,462003000000.0,595455000000.0,482113000000.0,383359000000.0,349724000000.0,243814350080.0,200668662500.0,144216930500.0,91655676800.0,83236798250.0,73857029760.0
,costAndExpenses,1857899000000.0,2400573000000.0,2238269000000.0,1953621000000.0,1561394000000.0,1652126000000.0,2118535000000.0,2074172000000.0,2025014000000.0,1822988000000.0,1277638000000.0,875831000000.0,911846000000.0,635227841560.0,490057280000.0,360166908500.0,242044827850.0,204205404200.0,169924148160.0
,interestExpense,26528000000.0,24884000000.0,16674000000.0,16955000000.0,18222000000.0,18378000000.0,17913000000.0,18391000000.0,13927000000.0,10886000000.0,6321000000.0,5272000000.0,2963000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
