date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1208200000.0,214500000.0,-80800000.0,-566900000.0,-582100000.0,-330500000.0,81800000.0,228800000.0,247400000.0,285300000.0,212000000.0,58000000.0,183600000.0,356200000.0,289700000.0,328900000.0,221508000.0,120316000.0,31904000.0,90313000.0,93233000.0,9808000.0,90600000.0,15400000.0,41600000.0,87800000.0,56600000.0,62200000.0,43900000.0,57800000.0,56800000.0,46400000.0
,depreciationAndAmortization,123800000.0,127300000.0,95200000.0,108400000.0,139200000.0,145800000.0,145900000.0,128900000.0,127800000.0,115500000.0,105400000.0,111500000.0,91800000.0,61300000.0,53500000.0,43700000.0,51949000.0,50292000.0,48844000.0,62907000.0,68844000.0,79748000.0,63200000.0,43900000.0,34800000.0,25200000.0,25000000.0,20600000.0,16400000.0,14800000.0,13500000.0,7900000.0
,deferredIncomeTax,-778600000.0,10300000.0,-6800000.0,-39100000.0,-38800000.0,235900000.0,-18800000.0,-49400000.0,-28300000.0,0.0,0.0,0.0,-13800000.0,56500000.0,40100000.0,0.0,-101727000.0,9684000.0,38990000.0,7789000.0,0.0,-21264000.0,9500000.0,-10900000.0,-800000.0,-4600000.0,-18300000.0,-9100000.0,-2900000.0,-500000.0,-300000.0,-500000.0
,stockBasedCompensation,398400000.0,362400000.0,249500000.0,261400000.0,221800000.0,197200000.0,165600000.0,132200000.0,156300000.0,108800000.0,80700000.0,93600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,446600000.0,121300000.0,-435900000.0,-520500000.0,-1126900000.0,130900000.0,-492300000.0,254800000.0,566900000.0,97300000.0,168900000.0,87700000.0,-147400000.0,119800000.0,383700000.0,-72529000.0,91999000.0,72726000.0,-53615000.0,35811000.0,-88459000.0,26967000.0,110700000.0,-52100000.0,-43200000.0,-14600000.0,40800000.0,12100000.0,-25300000.0,46700000.0,29900000.0,-1700000.0
,accountsReceivables,12600000.0,-178500000.0,-25400000.0,13300000.0,201500000.0,-195500000.0,-17300000.0,72300000.0,-98100000.0,-71800000.0,-40700000.0,37300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700000.0,-1000000.0,4820000.0,-5081000.0,5715000.0,-357000.0,2009000.0,1980000.0,-100000.0,500000.0,2300000.0,-3900000.0,3000000.0,8000000.0,-5600000.0,-600000.0,-6500000.0,-1400000.0
,accountsPayables,129600000.0,-90800000.0,-58500000.0,-13900000.0,2700000.0,24900000.0,130800000.0,-19600000.0,-28300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,344400000.0,-559900000.0,-681200000.0,-245300000.0,275200000.0,1402100000.0,1271200000.0,1763500000.0,1508700000.0,941800000.0,844500000.0,675600000.0,587900000.0,735300000.0,615500000.0,231800000.0,304329000.0,212330000.0,139604000.0,193219000.0,157408000.0,245867000.0,218900000.0,108200000.0,160300000.0,203500000.0,218100000.0,177300000.0,165200000.0,190500000.0,143800000.0,113900000.0
,otherNonCashItems,38800000.0,-11400000.0,33900000.0,101400000.0,72800000.0,-25000000.0,19300000.0,-3300000.0,50600000.0,-1300000.0,10800000.0,48200000.0,284200000.0,99300000.0,99400000.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,100000.0,-100000.0,100000.0,100000.0,0.0,100000.0,-200000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1437200000.0,1415100000.0,377100000.0,900000.0,169700000.0,414000000.0,708100000.0,563500000.0,559100000.0,573500000.0,540800000.0,246800000.0,593900000.0,708500000.0,576600000.0,415200000.0,373132000.0,220083000.0,86234000.0,210156000.0,196119000.0,103605000.0,146700000.0,158600000.0,114200000.0,106600000.0,104400000.0,88900000.0,68600000.0,72900000.0,58400000.0,52100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78400000.0,-43300000.0,-35300000.0,-20500000.0,-40835000.0,-31002000.0,-36103000.0,-45068000.0,-32412000.0,-14932000.0,-105900000.0,-15000000.0,-17400000.0,-16300000.0,-20000000.0,-21500000.0,-11000000.0,-9900000.0,-21100000.0,-13400000.0
,acquisitionsNet,0.0,0.0,-1040000000.0,0.0,-85000000.0,-149000000.0,-630000000.0,-176000000.0,-264000000.0,-222000000.0,-14000000.0,-26000000.0,-365000000.0,-115000000.0,-53000000.0,-242000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-21000000.0,-19900000.0,-138200000.0,-514000000.0,-1867900000.0,-2250100000.0,-1355100000.0,-1214200000.0,-1397700000.0,-614200000.0,-511200000.0,-580300000.0,-118600000.0,-727000000.0,-357500000.0,-271300000.0,-259615000.0,-421540000.0,-837560000.0,-1803753000.0,-2578504000.0,-3791568000.0,-838600000.0,-1102000000.0,-683600000.0,-224700000.0,-74700000.0,-438400000.0,-231500000.0,-138600000.0,-104300000.0,-58300000.0
