date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,219848000.0,209971000.0,184716000.0,123184000.0,77051000.0,44255000.0,30363000.0,8884746.0,3407989.0,0.0,0.0,0.0
,costOfRevenue,76301000.0,74449000.0,67997000.0,47954000.0,29870000.0,17851000.0,13213000.0,3425460.0,1115247.0,0.0,0.0,0.0
,grossProfit,143547000.0,135522000.0,116719000.0,75230000.0,47181000.0,26404000.0,17150000.0,5459286.0,2292742.0,0.0,0.0,0.0
,grossProfitRatio,0.65293748407991,0.645431988226946,0.631883540137292,0.610712430185738,0.612334687414829,0.596633148796746,0.564832197081975,0.614456057607049,0.672755105723639,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,29129000.0,27452000.0,23944000.0,67006000.0,12436000.0,8293000.0,3698000.0,2832623.0,2227529.0,3895104.0,538127.0,100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,124950000.0,97904000.0,86627000.0,115630000.0,43623000.0,24519000.0,16745000.0,6937312.0,4279200.0,3895104.0,538127.0,400000.0
,costAndExpenses,201251000.0,172353000.0,154624000.0,163584000.0,73493000.0,42370000.0,29958000.0,10362772.0,5394447.0,3895104.0,538127.0,400000.0
,interestExpense,55994000.0,59554000.0,52998000.0,31520000.0,19915000.0,11366000.0,8019000.0,3889142.0,956977.0,346562.0,258753.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,79452000.0,70452000.0,62683000.0,48624000.0,31187000.0,16226000.0,13047000.0,4104689.0,2051671.0,0.0,0.0,0.0
,EBITDA,98049000.0,108070000.0,92775000.0,8224000.0,34745000.0,18111000.0,13452000.0,2626663.0,65213.0,-3968769.0,-1685351.0,-400000.0
,EBITDARatio,0.445985408100142,0.514690123874249,0.50225751965179,0.0667619171320951,0.45093509493712,0.409241893571348,0.443039225372987,0.295637376690341,0.0191353317161528,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,18597000.0,37618000.0,30092000.0,-40400000.0,3558000.0,1885000.0,405000.0,-1478026.0,-1986458.0,-3895104.0,-538127.0,-400000.0
,operatingIncomeRatio,0.0845902623630872,0.179158074210248,0.162909547629875,-0.327964670736459,0.046177207304253,0.0425940571686815,0.0133386029048513,-0.16635545912061,-0.582882749914979,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,3874000.0,8499000.0,45367000.0,-33372000.0,6532000.0,-5758000.0,7079000.0,2578981.0,-8747175.0,420227.0,1768743.0,0.0
,incomeBeforeTax,14723000.0,29119000.0,-15275000.0,-7028000.0,-2974000.0,7643000.0,-6674000.0,-4057007.0,6760717.0,-4315331.0,-2306870.0,-400000.0
