date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,689268000.0,910178000.0,780931000.0,604819000.0,633973000.0,681100000.0,654988000.0,640467000.0,849928000.0,1075198000.0,1333085000.0,1413962000.0,1613628000.0,484559000.0,349560000.0,348023000.0,359002000.0,404805000.0,365874000.0,324436000.0,303244000.0,273200000.0,256200000.0,215500000.0,190100000.0,164300000.0,150000000.0,142500000.0,99400000.0,105300000.0,97300000.0
,costOfRevenue,440552000.0,527364000.0,427844000.0,263173000.0,254555000.0,282094000.0,279873000.0,270775000.0,457984000.0,667569000.0,901224000.0,966395000.0,1179811000.0,305106000.0,208465000.0,212590000.0,205692000.0,232622000.0,213270000.0,183552000.0,173423000.0,154200000.0,150800000.0,108600000.0,98000000.0,85100000.0,77200000.0,33800000.0,28200000.0,61800000.0,59500000.0
,grossProfit,248716000.0,382814000.0,353087000.0,341646000.0,379418000.0,399006000.0,375115000.0,369692000.0,391944000.0,407629000.0,431861000.0,447567000.0,433817000.0,179453000.0,141095000.0,135433000.0,153310000.0,172183000.0,152604000.0,140884000.0,129821000.0,119000000.0,105400000.0,106900000.0,92100000.0,79200000.0,72800000.0,108700000.0,71200000.0,43500000.0,37800000.0
,grossProfitRatio,0.360840776011653,0.420592455541663,0.452135976161786,0.564873127332309,0.598476591274392,0.585825869916312,0.572705148796619,0.577222557914772,0.461149650323322,0.379119938839172,0.32395608682117,0.316533966259348,0.268845731482101,0.370342930375868,0.403635999542282,0.389149567700985,0.427044974679807,0.42534800706513,0.417094409550829,0.434242809059414,0.428107398662463,0.435578330893119,0.411397345823575,0.496055684454756,0.484481851657023,0.482045039561777,0.485333333333333,0.76280701754386,0.716297786720322,0.413105413105413,0.388489208633094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,144791000.0,162815000.0,166683000.0,165679000.0,148935000.0,155428000.0,145910000.0,143586000.0,163215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40621000.0,36481000.0,34500000.0,32400000.0,29400000.0,26100000.0,22200000.0,34600000.0,64800000.0,53900000.0,16800000.0,15200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,-2523000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,155694000.0,174517000.0,176788000.0,175688000.0,158916000.0,165428000.0,157973000.0,155868000.0,175508000.0,168122000.0,171943000.0,119416000.0,178203000.0,82729000.0,63543000.0,58801000.0,59890000.0,54575000.0,64220000.0,55439000.0,50043000.0,46800000.0,43700000.0,39400000.0,34400000.0,29100000.0,41000000.0,70500000.0,58900000.0,21700000.0,20100000.0
,costAndExpenses,596246000.0,701881000.0,604632000.0,438861000.0,413471000.0,447522000.0,437846000.0,426643000.0,633492000.0,835691000.0,1073167000.0,1085811000.0,1358014000.0,387835000.0,272008000.0,271391000.0,265582000.0,287197000.0,277490000.0,238991000.0,223466000.0,201000000.0,194500000.0,148000000.0,132400000.0,114200000.0,118200000.0,104300000.0,87100000.0,83500000.0,79600000.0
,interestExpense,66895000.0,60393000.0,61686000.0,61979000.0,61479000.0,63254000.0,96637000.0,100264000.0,114338000.0,132707000.0,171496000.0,186473000.0,203141000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,10903000.0,11702000.0,10105000.0,10009000.0,9981000.0,10000000.0,12063000.0,12282000.0,12293000.0,12300000.0,12300000.0,12306000.0,12132000.0,1132000.0,20050000.0,20153000.0,18736000.0,18625000.0,15967000.0,14818000.0,13562000.0,12300000.0,11300000.0,10000000.0,8300000.0,6900000.0,6400000.0,5700000.0,5000000.0,4900000.0,4900000.0
,EBITDA,103925000.0,219999000.0,186404000.0,175967000.0,230483000.0,243578000.0,229205000.0,226106000.0,228729000.0,251807000.0,272218000.0,340457000.0,267746000.0,97856000.0,97602000.0,96785000.0,112156000.0,136233000.0,104351000.0,100263000.0,93340000.0,84500000.0,73000000.0,77500000.0,66000000.0,57000000.0,38200000.0,43900000.0,17300000.0,26700000.0,22600000.0
,EBITDARatio,0.150775895587783,0.241709863345412,0.238694583772446,0.290941587483197,0.36355333744497,0.357624431067391,0.349937708782451,0.35303302121733,0.269115736862417,0.234195934144223,0.204201532535435,0.240782284106645,0.165927958612518,0.201948575921611,0.279213868863714,0.278099435956819,0.312410515818853,0.336539815466706,0.285210208979047,0.309037837971125,0.307804935959162,0.309297218155198,0.284933645589383,0.359628770301624,0.347185691741189,0.346926354230067,0.254666666666667,0.308070175438596,0.174044265593561,0.253561253561254,0.232271325796506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,93022000.0,208297000.0,176299000.0,165958000.0,220502000.0,233578000.0,217142000.0,213824000.0,216436000.0,239507000.0,259918000.0,328151000.0,255614000.0,96724000.0,77552000.0,76632000.0,93420000.0,117608000.0,88384000.0,85445000.0,79778000.0,72200000.0,61700000.0,67500000.0,57700000.0,50100000.0,31800000.0,38200000.0,12300000.0,21800000.0,17700000.0
,operatingIncomeRatio,0.134957665233262,0.228853037537712,0.225754900240866,0.274392834881179,0.347809764769162,0.342942299221847,0.331520577476229,0.33385638916603,0.254652158771096,0.222756180722062,0.194974814059119,0.232079079918697,0.158409497108379,0.199612431097142,0.221856047602701,0.220192343609474,0.260221391524281,0.29053000827559,0.241569502069018,0.263364731410818,0.263081874661988,0.264275256222548,0.240827478532397,0.31322505800464,0.3035244608101,0.304930006086427,0.212,0.268070175438597,0.12374245472837,0.207027540360874,0.18191161356629
,totalOtherIncomeExpensesNet,-134669000.0,-9431000.0,-4005000.0,-529353000.0,-5901000.0,-1675000.0,-68909000.0,-2943000.0,92825000.0,-57928000.0,-100502000.0,-105094000.0,-240630000.0,-70827000.0,-4702000.0,-5766000.0,-16819000.0,-15139000.0,-1452000.0,123000.0,-567000.0,-600000.0,-1500000.0,-18400000.0,-15400000.0,-14500000.0,0.0,0.0,7300000.0,-7100000.0,-5800000.0
,incomeBeforeTax,-108562000.0,138473000.0,110608000.0,-425374000.0,153122000.0,168649000.0,51596000.0,110617000.0,194923000.0,104998000.0,-12080000.0,36584000.0,-188157000.0,-2757000.0,72850000.0,70866000.0,54167000.0,58850000.0,65357000.0,64461000.0,57460000.0,52200000.0,42800000.0,34300000.0,30700000.0,26700000.0,25000000.0,18600000.0,14800000.0,9000000.0,5500000.0
