Date,2019-06-30,2018-06-30,2017-06-30
Revenue,29453768.1159,25122878.7879,22848693.8656
Revenue Growth,0.1724,0.0995,
Cost of Revenue,4506086.9565,4367424.2424,7836366.3047
Gross Profit,24947681.1594,20755454.5455,15012327.5609
R&D Expenses,0.0,0.0,0.0
SG&A Expense,16820144.9275,11226212.1212,8079982.3892
Operating Expenses,16820144.9275,11226212.1212,8079982.3892
Operating Income,8127536.2319,9529242.4242,6932345.1717
Interest Expense,151884.058,0.0,339154.6815
Earnings before Tax,9119855.0725,11038939.3939,6670678.0158
Income Tax Expense,1361739.1304,1251666.6667,1121367.7722
Net Income - Non-Controlling int,-218550.7246,-148333.3333,268124.4497
Net Income - Discontinued ops,0.0,0.0,37276.1961
Net Income,7758115.942,9787272.7273,5549310.2436
Preferred Dividends,0.0,0.0,0.0
Net Income Com,7758115.942,9787272.7273,5549310.2436
EPS,0.137,0.1833,0.1041
EPS Diluted,0.137,0.1833,0.1041
Weighted Average Shs Out,12178782.6087,12732363.6364,12332491.9284
Weighted Average Shs Out (Dil),12318496.8116,12121212.1212,11740534.1943
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.847,0.8262,0.657
EBITDA Margin,0.0468,0.0683,0.0465
EBIT Margin,0.3148,0.4394,0.3068
Profit Margin,0.0381,0.0591,0.0357
Free Cash Flow margin,0.4615,0.268,-0.1526
EBITDA,9524202.8986,11321515.1515,7254182.5653
EBIT,9271739.1304,11038939.3939,7009832.6974
Consolidated Income,7539565.2174,9638939.3939,5817434.6933
Earnings Before Tax Margin,0.3096,0.4394,0.292
Net Profit Margin,0.2634,0.3896,0.2429
