date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,8288000.0,5095000.0,1396000.0,12264000.0,26055000.0,35719000.0,95018000.0
,costOfRevenue,2001000.0,1289000.0,682000.0,2986000.0,3870000.0,6005000.0,11039000.0
,grossProfit,6287000.0,3806000.0,714000.0,9278000.0,22185000.0,29714000.0,83979000.0
,grossProfitRatio,0.758566602316602,0.747006869479882,0.511461318051576,0.756523157208089,0.85146804835924,0.831882191550715,0.883822012671283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,65392000.0,56461000.0,48966000.0,40777000.0,35840000.0,29685000.0,32947000.0
,GeneralAndAdministrativeExpenses,43176000.0,36425000.0,37644000.0,37057000.0,105880000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-422000.0,111000.0,74000.0,-6000.0,8000.0,134000.0,2399000.0
,operatingExpenses,108568000.0,92886000.0,86610000.0,77834000.0,141720000.0,0.0,0.0
,costAndExpenses,110569000.0,94175000.0,87292000.0,80820000.0,145590000.0,144303000.0,133307000.0
,interestExpense,21000.0,2816000.0,3565000.0,3720000.0,64392000.0,19251000.0,25578000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1643000.0,1784000.0,1534000.0,1822000.0,17503000.0,29754000.0,24448000.0
,EBITDA,-100638000.0,-87296000.0,-84362000.0,-66734000.0,-102032000.0,-78830000.0,-13841000.0
,EBITDARatio,-12.1426158301158,-17.133660451423,-60.4312320916905,-5.4414546640574,-3.91602379581654,-2.20694868277387,-0.145667136753036
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-102281000.0,-89080000.0,-85896000.0,-68556000.0,-119535000.0,-108584000.0,-38289000.0
,operatingIncomeRatio,-12.3408542471042,-17.4838076545633,-61.5300859598854,-5.59001956947162,-4.58779504893495,-3.0399507265041,-0.402965753857164
,totalOtherIncomeExpensesNet,-7984000.0,29072000.0,34432000.0,-5509000.0,-16282000.0,-11351000.0,2789000.0
,incomeBeforeTax,-109095000.0,-61322000.0,-54776000.0,-79895000.0,-208413000.0,-147085000.0,-64385000.0
,incomeBeforeTaxRatio,-13.1630067567568,-12.0357212953876,-39.2378223495702,-6.5145955642531,-7.99896373056995,-4.11783644558918,-0.677608453135195
,incomeTaxExpense,-182000.0,46000.0,-524000.0,-121000.0,342000.0,-3000.0,-29000.0
,netIncome,-108913000.0,-61368000.0,-54252000.0,-79774000.0,-208755000.0,-147082000.0,-64356000.0
,netIncomeRatio,-13.1410472972973,-12.0447497546614,-38.8624641833811,-6.50472928897586,-8.01208981001727,-4.11775245667572,-0.677303247805679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.823174327330688,-0.48,-0.58,-1.42,-9.74,-3.45,-1.74975
,EPSDiluted,-0.823174327330688,-0.48,-0.58,-1.42,-9.74,-3.45,-1.74975
,weightedAverageShsOut,169310056.0,132308548.0,97609000.0,57405331.0,23674512.0,35346890.0,36780104.0
,weightedAverageShsOutDil,169310056.0,132308548.0,97609000.0,57405331.0,23674512.0,35346890.0,36780104.0
