date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-5208000.0,-25940000.0,-55659000.0,11157000.0,10637000.0,4763000.0,-720000.0,-5842000.0,12801000.0,1034000.0,701000.0,-2495000.0,6669000.0,-1961000.0,2108000.0,2270000.0,264000.0,-2432000.0,-2522000.0,-2399000.0,-2396000.0,-4000000.0,-2700000.0,-16300000.0,-2100000.0,1800000.0,0.0
,depreciationAndAmortization,6096000.0,7117000.0,7131000.0,3379000.0,2225000.0,2072000.0,979000.0,808000.0,556000.0,497000.0,540000.0,524000.0,547000.0,561000.0,565000.0,619000.0,733000.0,1196000.0,1142000.0,1220000.0,1290000.0,1300000.0,1200000.0,1500000.0,1100000.0,600000.0,100000.0
,deferredIncomeTax,163000.0,749000.0,-1030000.0,4005000.0,1080000.0,2768000.0,-857000.0,-1448000.0,-1036000.0,583000.0,451000.0,0.0,-2600000.0,-1268000.0,-252000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,-300000.0,100000.0,0.0
,stockBasedCompensation,656000.0,1829000.0,1402000.0,1498000.0,706000.0,203000.0,708000.0,122000.0,134000.0,69000.0,195000.0,381000.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,12908000.0,-34876000.0,-50382000.0,15681000.0,59366000.0,6395000.0,9859000.0,-5153000.0,14943000.0,240000.0,2856000.0,-1730000.0,3556000.0,1584000.0,2072000.0,2581000.0,650000.0,784000.0,-1055000.0,1383000.0,-2156000.0,1700000.0,-1500000.0,-2700000.0,-2000000.0,-5400000.0,-1100000.0
,accountsReceivables,-2625000.0,6080000.0,287000.0,4498000.0,-404000.0,-545000.0,-293000.0,-1781000.0,468000.0,-712000.0,-261000.0,137000.0,-12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,18713000.0,43464000.0,43327000.0,-840000.0,-6704000.0,-23430000.0,-1150000.0,486000.0,-22433000.0,477000.0,-1801000.0,7203000.0,-11011000.0,-209000.0,-6248000.0,-3484000.0,-74000.0,380000.0,-580000.0,-486000.0,580000.0,800000.0,500000.0,5300000.0,-3700000.0,-4100000.0,-500000.0
,accountsPayables,0.0,0.0,-423000.0,6026000.0,173000.0,4259000.0,316000.0,-2101000.0,542000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-288000.0,28298000.0,63174000.0,113556000.0,97875000.0,38509000.0,32114000.0,22255000.0,27408000.0,12465000.0,12225000.0,9369000.0,11099000.0,7543000.0,5959000.0,3887000.0,1306000.0,656000.0,-128000.0,927000.0,-456000.0,1700000.0,0.0,1500000.0,4200000.0,0.0,0.0
,otherNonCashItems,-3808000.0,1549000.0,29917000.0,1051000.0,718000.0,-227000.0,526000.0,5809000.0,41000.0,1034000.0,88000.0,406000.0,27000.0,4784000.0,289000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,0.0,100000.0,0.0,-300000.0
,netCashProvidedByOperatingActivites,11687000.0,33821000.0,36331000.0,18366000.0,9348000.0,-10503000.0,1701000.0,-6417000.0,-9266000.0,613000.0,3128000.0,3360000.0,-4389000.0,382000.0,-1207000.0,106000.0,856000.0,-768000.0,-1342000.0,-2361000.0,-727000.0,-3400000.0,600000.0,1600000.0,-3200000.0,-2900000.0,-1200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1470000.0,-1011000.0,-1092000.0,-1022000.0,-1733000.0,-889000.0,-716000.0,-550000.0,-1248000.0,-903000.0,-595000.0,-391000.0,-558000.0,-446000.0,-469000.0,-629000.0,-385000.0,-520000.0,-324000.0,-374000.0,-853000.0,-1800000.0,-600000.0,-1100000.0,-2000000.0,-2600000.0,-900000.0
,acquisitionsNet,0.0,0.0,0.0,-209000000.0,0.0,-2000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1100000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,0.0,0.0
,otherInvestingActivites,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86000.0,-4000.0,-19000.0,0.0,-9000.0,0.0,0.0,0.0,0.0,-2500000.0,-1400000.0,-200000.0
,netCashUsedForInvestingActivites,-470000.0,-1011000.0,-1092000.0,-209991000.0,-1733000.0,-3325000.0,-8031000.0,-397000.0,-1997000.0,-946000.0,-618000.0,-430000.0,-593000.0,-446000.0,-469000.0,-715000.0,-236000.0,-519000.0,-80000.0,554000.0,-853000.0,-1800000.0,-600000.0,-1100000.0,-3400000.0,-5100000.0,-1100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
