date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,1260360000.0,1453734000.0,1115848000.0,960567000.0,1243652000.0,2417116000.0,2494184000.0,2436320000.0,2291862000.0,1812496000.0,882493000.0,1365702000.0,971950000.0,731536000.0,560706000.0,451053000.0,393651000.0,285152000.0,265608000.0,179372000.0,81600000.0,81900000.0,85300000.0,52900000.0
,costOfRevenue,728082000.0,708985000.0,658611000.0,1264354000.0,1051260000.0,1265753000.0,1257433000.0,1054591000.0,173581000.0,129046000.0,373265000.0,375518000.0,241107000.0,174819000.0,114830000.0,88445000.0,91149000.0,72588000.0,55940000.0,38676000.0,29700000.0,29200000.0,22200000.0,13500000.0
,grossProfit,532278000.0,744749000.0,457237000.0,-303787000.0,192392000.0,1151363000.0,1236751000.0,1381729000.0,2118281000.0,1683450000.0,509228000.0,990184000.0,730843000.0,556717000.0,445876000.0,362608000.0,302502000.0,212564000.0,209668000.0,140696000.0,51900000.0,52700000.0,63100000.0,39400000.0
,grossProfitRatio,0.422322193658955,0.512300737273807,0.409766383951936,-0.316258001784363,0.154699224541914,0.476337503040814,0.495853954640075,0.567137732317594,0.92426201926643,0.928802049770041,0.577033472220176,0.725036647819217,0.751934770307115,0.761024747927648,0.795204617036379,0.803914395869222,0.768452258472606,0.745441027942992,0.789388873829102,0.784381062819169,0.636029411764706,0.643467643467644,0.739742086752638,0.744801512287335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,225896000.0,235565000.0,270424000.0,292091000.0,368087000.0,392183000.0,366671000.0,334593000.0,118113000.0,147894000.0,352321000.0,-139679000.0,48972000.0,43014000.0,28540000.0,22629000.0,15189000.0,10967000.0,20260000.0,8055000.0,7000000.0,6600000.0,6200000.0,4300000.0
,SellingAndMarketingExpenses,41810000.0,50002000.0,51820000.0,57454000.0,55746000.0,64379000.0,49246000.0,52836000.0,26047000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-11187000.0,-79941000.0,-7003000.0,-37402000.0,-9599000.0,-12816000.0,-20242000.0,-21891000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,185441000.0,206276000.0,240833000.0,245272000.0,310302000.0,392423000.0,370688000.0,356871000.0,1060753000.0,1069124000.0,590644000.0,82113000.0,288002000.0,224172000.0,150895000.0,137725000.0,121138000.0,115471000.0,100298000.0,52787000.0,32800000.0,59600000.0,39300000.0,22400000.0
,costAndExpenses,913523000.0,915261000.0,899444000.0,1509626000.0,1361562000.0,1658176000.0,1628121000.0,1411462000.0,1234334000.0,1198170000.0,963909000.0,457631000.0,529109000.0,398991000.0,265725000.0,226170000.0,212287000.0,188059000.0,156238000.0,91463000.0,62500000.0,88800000.0,61500000.0,35900000.0
,interestExpense,81632000.0,69688000.0,99263000.0,125145000.0,159268000.0,183003000.0,140709000.0,153581000.0,164360000.0,176113000.0,47430000.0,32596000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195900000.0,149165000.0,98802000.0,97527000.0,91130000.0,91143000.0,79161000.0,36214000.0,25500000.0,52200000.0,32700000.0,17900000.0
,EBITDA,569466000.0,674981000.0,431052000.0,274611000.0,418059000.0,1357185000.0,1378707000.0,1530657000.0,1484186000.0,1157928000.0,163564000.0,1135217000.0,638741000.0,481710000.0,393783000.0,322410000.0,272494000.0,188236000.0,188531000.0,124123000.0,44600000.0,45300000.0,56500000.0,34900000.0
,EBITDARatio,0.45182804912882,0.464308463584122,0.386299926154817,0.285884274600314,0.336154326129818,0.561489394799422,0.552768761246163,0.628265991331188,0.647589601817212,0.638858237480248,0.185343113203164,0.83123331444195,0.657174751787643,0.658491174733711,0.702298530780837,0.714794048592959,0.69222229843186,0.660125126248457,0.709809192494202,0.691986486185135,0.54656862745098,0.553113553113553,0.662368112543962,0.659735349716446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,346837000.0,538473000.0,216404000.0,-549059000.0,-117910000.0,758940000.0,866063000.0,1024858000.0,1057528000.0,614326000.0,-81416000.0,908071000.0,442841000.0,332545000.0,294981000.0,224883000.0,181364000.0,97093000.0,109370000.0,87909000.0,19100000.0,-6900000.0,23800000.0,17000000.0
,operatingIncomeRatio,0.27518883493605,0.370406828209287,0.193936808597587,-0.57159885775797,-0.0948094804655965,0.313985758234193,0.347233002857848,0.420658205818612,0.461427433239872,0.33893923076244,-0.092256822433719,0.664911525354726,0.4556211739287,0.454584600074364,0.526088538378402,0.498573338388172,0.460722823008198,0.340495595331613,0.411772235776031,0.490093214102536,0.23406862745098,-0.0842490842490843,0.279015240328253,0.321361058601134
,totalOtherIncomeExpensesNet,56106000.0,-58854000.0,-84579000.0,-861172000.0,-6062712000.0,428531000.0,-105917000.0,-34572000.0,13415000.0,33099000.0,6657000.0,-251247000.0,-18597000.0,20604000.0,-28648000.0,-85963000.0,-97212000.0,987000.0,-6510000.0,0.0,0.0,-558400000.0,1100000.0,-1000000.0
,incomeBeforeTax,321311000.0,409931000.0,46500000.0,-1520347000.0,-6325982000.0,1022557000.0,642380000.0,856857000.0,924045000.0,479070000.0,-122189000.0,624228000.0,393414000.0,329574000.0,248041000.0,121840000.0,80153000.0,70315000.0,81374000.0,74933000.0,0.0,-302700000.0,23800000.0,14000000.0
