date,,2021-12-31_FY,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,55146000.0,42031000.0,37503000.0,49417000.0,35936000.0
,costOfRevenue,44148000.0,23942000.0,19172000.0,24083000.0,14451000.0
,grossProfit,10998000.0,18089000.0,18331000.0,25334000.0,21485000.0
,grossProfitRatio,0.199434229137199,0.430372820061383,0.488787563661574,0.512657587469899,0.597868432769368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,12628000.0,10896000.0,14183000.0,23637000.0,25437000.0
,GeneralAndAdministrativeExpenses,10949000.0,10773000.0,12414000.0,12551000.0,11516000.0
,SellingAndMarketingExpenses,4460000.0,3983000.0,5364000.0,6467000.0,4740000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,28037000.0,25652000.0,31961000.0,42655000.0,41693000.0
,costAndExpenses,72185000.0,49594000.0,51133000.0,66738000.0,56144000.0
,interestExpense,-547000.0,665000.0,747000.0,890000.0,764000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,1982000.0,1694000.0,1450000.0,1191000.0
,EBITDA,3800000.0,-5605000.0,-12228000.0,-15414000.0,-19145000.0
,EBITDARatio,0.0689079897000689,-0.133353953034665,-0.326053915686745,-0.311916951656313,-0.53275267141585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,5035000.0,-7563000.0,-14412000.0,-17321000.0,-20208000.0
,operatingIncomeRatio,0.0913030863525913,-0.179938616735267,-0.384289256859451,-0.350506910577332,-0.56233303650935
,totalOtherIncomeExpensesNet,-688000.0,-689000.0,-257000.0,-433000.0,-892000.0
,incomeBeforeTax,4347000.0,-8252000.0,-14669000.0,-17754000.0,-21100000.0
,incomeBeforeTaxRatio,0.0788271134805788,-0.196331279293855,-0.391142041969976,-0.359269077442985,-0.587154942119323
,incomeTaxExpense,-4000.0,260000.0,0.0,0.0,0.0
,netIncome,4351000.0,-8512000.0,-14669000.0,-17754000.0,-21100000.0
,netIncomeRatio,0.0788996482065789,-0.202517189693322,-0.391142041969976,-0.359269077442985,-0.587154942119323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.22,-0.45,-0.85,-1.08,-1.69
,EPSDiluted,0.22,-0.45,-0.85,-1.08,-1.69
,weightedAverageShsOut,19400124.0,18782287.0,17317042.0,16372638.0,12484984.0
,weightedAverageShsOutDil,19972145.0,18782287.0,17317042.0,16372638.0,12484984.0
