date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,13000000.0,-361000000.0,-61400000.0,-286200000.0,-228594000.0,114910000.0,89880000.0,86988000.0,88363000.0,94407000.0,90919000.0,81314000.0,28224000.0,41622000.0,44856000.0,11576000.0
,depreciationAndAmortization,203000000.0,210600000.0,258300000.0,287600000.0,288238000.0,122067000.0,115915000.0,108642000.0,98215000.0,83018000.0,69778000.0,47343000.0,45854000.0,35147000.0,24704000.0,16941000.0
,deferredIncomeTax,63000000.0,-63300000.0,-17300000.0,-231100000.0,-12453000.0,-6006000.0,8101000.0,-11894000.0,5724000.0,15114000.0,9199000.0,18596000.0,5314000.0,5940000.0,12964000.0,-4861000.0
,stockBasedCompensation,26000000.0,22600000.0,32400000.0,30000000.0,29860000.0,22877000.0,25067000.0,16118000.0,12824000.0,15107000.0,15838000.0,13303000.0,12193000.0,0.0,0.0,0.0
,changeInWorkingCapital,31900000.0,-175800000.0,-303000000.0,17345000.0,295825000.0,-66473000.0,228878000.0,7944000.0,104466000.0,59472000.0,16516000.0,52718000.0,-81299000.0,54183000.0,90536000.0,1306000.0
,accountsReceivables,-36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-30000000.0,65500000.0,69200000.0,13000000.0,54320000.0,17000.0,-27187000.0,-11387000.0,-8263000.0,-43039000.0,34318000.0,-14062000.0,43396000.0,-27115000.0,-23219000.0,2261000.0
,accountsPayables,108000000.0,-80900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,438000000.0,406100000.0,581900000.0,884900000.0,867555000.0,571730000.0,638203000.0,409325000.0,401381000.0,296915000.0,237443000.0,220927000.0,168209000.0,249508000.0,195325000.0,104789000.0
,otherNonCashItems,0.0,-500000.0,19200000.0,1900000.0,-3800000.0,-1554000.0,4546000.0,9043000.0,1421000.0,96598000.0,1630000.0,564000.0,6128000.0,13580000.0,-2415000.0,0.0
,netCashProvidedByOperatingActivites,403000000.0,307700000.0,505800000.0,506000000.0,478613000.0,285318000.0,211957000.0,216690000.0,204559000.0,156071000.0,244651000.0,104844000.0,175636000.0,96402000.0,59626000.0,51808000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-90000000.0,-146800000.0,-196200000.0,-185800000.0,-187075000.0,-86096000.0,-99218000.0,-81183000.0,-79520000.0,-77796000.0,-61653000.0,-36987000.0,-55471000.0,-19814000.0,-11374000.0,-14244000.0
,acquisitionsNet,-230000000.0,0.0,31000000.0,19000000.0,-2644000000.0,0.0,-993000000.0,-219000000.0,-30000000.0,3000000.0,-844000000.0,0.0,0.0,-450000000.0,-288000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-1200000.0,0.0,-831000.0,-584000.0,-8140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,165000.0,0.0,0.0,0.0,2863000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,2700000.0,-1500000.0,0.0,-1668000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12047000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-330400000.0,-139300000.0,-160900000.0,-159800000.0,-2831386000.0,-86321000.0,-1089906000.0,-306850000.0,-109362000.0,-74302000.0,-906106000.0,-34118000.0,-41996000.0,-468286000.0,-296925000.0,-14230000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1000000.0,-396000000.0,-362600000.0,-2326800000.0,-464323000.0,-367462000.0,-1326595000.0,-477195000.0,-325443000.0,-341317000.0,-338610000.0,-74484000.0,-145537000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,835131000.0,0.0,358364000.0,0.0,0.0,0.0,110688000.0,0.0,0.0,44000.0,1482000.0,2527000.0
,commonStockRepurchased,-25000000.0,0.0,-54600000.0,-28700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,1200000.0,-4900000.0,-34328000.0,4872000.0,-12812000.0,4372000.0,2657000.0,-5323000.0,-26056000.0,-167000.0,377000.0,-230000.0,-1963000.0,-31399000.0
,netCashUsedProvidedByFinancingActivities,74000000.0,-206900000.0,-311000000.0,-278300000.0,2377732000.0,-208556000.0,885189000.0,45718000.0,-5965000.0,-83540000.0,662621000.0,-69725000.0,-139726000.0,380699000.0,229157000.0,-29742000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4000000.0,5300000.0,-2400000.0,2800000.0,2233000.0,-7503000.0,-1734000.0,-3490000.0,1896000.0,-1273000.0,742000.0,727000.0,-614000.0,-58000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
