Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,30810000.0,29000000.0,32955000.0,31000000.0,31920000.0,31000000.0,28112000.0,27000000.0,26866000.0,26000000.0,27567000.0,24904000.0,39872000.0
Stock-based compensation,1845000.0,2000000.0,1451000.0,1000000.0,2087000.0,2000000.0,2131000.0,2000000.0,1538000.0,2000000.0,1912000.0,1897000.0,544000.0
Operating Cash Flow,48784000.0,49000000.0,54494000.0,54000000.0,52849000.0,53000000.0,60532000.0,61000000.0,58240000.0,58000000.0,60551000.0,61720000.0,37162000.0
Capital Expenditure,34400000.0,-34000000.0,18715000.0,-19000000.0,19995000.0,-20000000.0,41609000.0,-42000000.0,37368000.0,-37000000.0,64956000.0,27717000.0,17998000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0,0.0,0,0.0,0,0.0,2000000,0.0,0,0.0,0.0,0.0
Investing Cash flow,39455000.0,39000000.0,17071000.0,17000000.0,-159563000.0,-160000000.0,-44605000.0,-45000000.0,-34305000.0,-34000000.0,-80698000.0,-17511000.0,-10640000.0
Issuance (repayment) of debt,-0.0,-366000000.0,-0.0,-395000000.0,-91000000.0,-91000000.0,-83000000.0,-83000000.0,-117733000.0,-118000000.0,-280411000.0,-44000000.0,-28862000.0
Issuance (buybacks) of shares,-1455000.0,,-2469000.0,,-3304000.0,,-3038000.0,,-2661000.0,,-3182000.0,-3177000.0,-1239000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Financing Cash Flow,-89253000.0,-89000000.0,-72400000.0,-72000000.0,106980000.0,107000000.0,-15550000.0,-16000000.0,-24456000.0,-24000000.0,20152000.0,-42271000.0,-30123000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net cash flow / Change in cash,-1014000.0,-1000000.0,-835000.0,-1000000.0,266000.0,0000000.0,377000.0,0000000.0,-521000.0,-1000000.0,5000.0,1938000.0,-3601000.0
Free Cash Flow,14384000.0,14000000.0,35779000.0,36000000.0,32854000.0,33000000.0,18923000.0,19000000.0,20872000.0,21000000.0,-4405000.0,34003000.0,19164000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
