date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,46900000.0,22306000.0,-60449000.0,37795000.0,55159000.0,32797000.0,34458000.0,39042000.0,40207000.0,39918000.0,32430000.0,3068000.0,63128230.0,56797108.0,39587843.0,28094221.0,20208667.0,-28964005.0,-4705926.0,1992422.0,26281086.0,31700000.0,24400000.0,13800000.0,4300000.0,4600000.0,23400000.0,9300000.0,6000000.0,4000000.0,-16300000.0,-4000000.0,6100000.0,1200000.0,900000.0
,depreciationAndAmortization,26900000.0,26200000.0,27913000.0,25802000.0,24813000.0,24078000.0,24376000.0,22265000.0,23048000.0,19259000.0,18728000.0,18676000.0,17342888.0,15080953.0,11891091.0,10850022.0,11119470.0,13126232.0,15211581.0,17045572.0,15379703.0,11700000.0,8100000.0,6900000.0,5800000.0,5700000.0,3900000.0,3100000.0,3400000.0,3200000.0,4100000.0,3800000.0,3000000.0,1100000.0,900000.0
,deferredIncomeTax,8600000.0,1715000.0,-25385000.0,-291000.0,-3521000.0,-2904000.0,-3130000.0,-2212000.0,6043000.0,-2292000.0,-497000.0,382000.0,2551974.0,99766.0,1014445.0,-1496468.0,4943606.0,-5508648.0,-610269.0,-1169090.0,494685.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500000.0,0.0,0.0,0.0
,stockBasedCompensation,5100000.0,2637000.0,2182000.0,3142000.0,2936000.0,1250000.0,1200000.0,1461000.0,1285000.0,2800000.0,2395000.0,1407000.0,2383930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,61963000.0,-38223000.0,-52063000.0,15851000.0,8187000.0,7723000.0,3182000.0,33383000.0,23965000.0,14137000.0,39337000.0,26795055.0,46424358.0,26690116.0,40167824.0,31492091.0,25487453.0,-92222740.0,11357062.0,6130775.0,28136006.0,45700000.0,10500000.0,1500000.0,11900000.0,5000000.0,12200000.0,7100000.0,2500000.0,-18600000.0,-10400000.0,7400000.0,16600000.0,3600000.0,0.0
,accountsReceivables,12000000.0,0.0,0.0,-7749000.0,-4895000.0,3163000.0,-6924000.0,-8849000.0,7555000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,44700000.0,61297000.0,30757000.0,-19618000.0,30839000.0,-6499000.0,-41933000.0,-36561000.0,-40133000.0,-32017000.0,-7373000.0,36570000.0,-70789928.0,-42594820.0,-26815069.0,-11291802.0,-21471263.0,6291914.0,6527167.0,-4446613.0,-18901256.0,-11100000.0,-3700000.0,-1800000.0,-1400000.0,-5900000.0,-3500000.0,-3000000.0,300000.0,1800000.0,-2000000.0,-2500000.0,0.0,0.0,0.0
,accountsPayables,-8600000.0,-12968000.0,9843000.0,630000.0,8836000.0,-11409000.0,10755000.0,1028000.0,-6425000.0,9002000.0,7351000.0,-16124000.0,-3909243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,395500000.0,333537000.0,371760000.0,423823000.0,407972000.0,399785000.0,392062000.0,388880000.0,355497000.0,331532000.0,317395000.0,278058000.0,251262945.0,204838587.0,178148471.0,137980647.0,106488556.0,81001103.0,173223843.0,161866781.0,155736006.0,127600000.0,81900000.0,71400000.0,69900000.0,58000000.0,53000000.0,40800000.0,33700000.0,31200000.0,49800000.0,60200000.0,52800000.0,36200000.0,32600000.0
,otherNonCashItems,200000.0,-864000.0,12302000.0,473000.0,-1873000.0,-405000.0,118000.0,-1350000.0,-146000.0,12984000.0,19151000.0,15837000.0,166669.0,6033509.0,13708604.0,0.0,0.0,0.0,0.0,0.0,-120257.0,0.0,0.0,0.0,100000.0,-100000.0,100000.0,0.0,-100000.0,100000.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,141500000.0,112434000.0,-29785000.0,41881000.0,134806000.0,30866000.0,18863000.0,5861000.0,28633000.0,32307000.0,62036000.0,49201000.0,10037810.0,45744161.0,39024163.0,32106969.0,20886318.0,8178896.0,32837440.0,1451919.0,23288120.0,27600000.0,28500000.0,34700000.0,-900000.0,6200000.0,16100000.0,9100000.0,5200000.0,5900000.0,2400000.0,-8600000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-15400000.0,-23360000.0,-27440000.0,-20046000.0,-27367000.0,-21202000.0,-24851000.0,-27673000.0,-26018000.0,-36130000.0,-11336000.0,-17463000.0,-39932447.0,-38451380.0,-30879114.0,-11629597.0,-11167772.0,-3588297.0,-33978800.0,-36058830.0,-75418005.0,-53600000.0,-18500000.0,-25300000.0,-8700000.0,-15200000.0,-21900000.0,-8800000.0,-2500000.0,-2100000.0,-1800000.0,-6100000.0,0.0,0.0,0.0
,acquisitionsNet,-32000000.0,0.0,0.0,-26000000.0,-40000000.0,0.0,-35000000.0,0.0,43000000.0,-33000000.0,0.0,0.0,-18000000.0,-20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-360000.0,-891000.0,0.0,0.0,0.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,-10304855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
