Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,157429000.0,105891000.0,63449000.0,56921000.0,28643000.0,17031000.0,17651000.0
Stock-based compensation,13084000.0,6322000.0,3341000.0,1488000.0,0.0,0.0,0.0
Operating Cash Flow,323280000.0,129886000.0,95372000.0,56715000.0,31606000.0,23536000.0,28366000.0
Capital Expenditure,-146413000.0,-83026000.0,-41613000.0,-35343000.0,-9762000.0,-7394000.0,-9171000.0
Acquisitions and disposals,-1113808000.0,-1313655000.0,-194000.0,-126026000.0,48110000.0,0.0,-7500000.0
Investment purchases and sales,-8008000.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-1268229000.0,-1396681000.0,-41807000.0,-158754000.0,40413000.0,-7560000.0,-21832000.0
Issuance (repayment) of debt,1065242000.0,1360099000.0,-73038000.0,92713000.0,-13750000.0,-5369000.0,-7352000.0
Issuance (buybacks) of shares,-8977000.0,2900000.0,385000.0,0.0,245000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,-575000.0,-6097000.0,-4135000.0
Financing Cash Flow,1043891000.0,1351101000.0,-73671000.0,92713000.0,-14228000.0,-11466000.0,-11381000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,98942000.0,84306000.0,-20106000.0,-9326000.0,57791000.0,4510000.0,-4847000.0
Free Cash Flow,176867000.0,46860000.0,53759000.0,21372000.0,21844000.0,16142000.0,19195000.0
Net Cash/Marketcap,-1.4092,-0.8368,-0.9176,-1.532,-3.6109,-3.5534,-3.5534
