date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,2889121000.0,2932099000.0,2695966000.0,2591846000.0,2481890000.0
,costOfRevenue,1912106000.0,0.0,1687432000.0,1359842000.0,1180945000.0
,grossProfit,977015000.0,0.0,1008534000.0,1232004000.0,1300945000.0
,grossProfitRatio,0.338170329314695,0.0,0.374090029325296,0.475338426742947,0.524175124602621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,642700000.0,650128000.0,909592000.0,904517000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,131037000.0,0.0,0.0,0.0,0.0
,operatingExpenses,846438000.0,2778401000.0,2441696000.0,2373130000.0,2176753000.0
,costAndExpenses,2758544000.0,2778401000.0,2441696000.0,2373130000.0,2176753000.0
,interestExpense,38310000.0,29779000.0,37902000.0,33886000.0,35390000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,251163000.0,112496000.0,104136000.0,103696000.0,91291000.0
,EBITDA,697138000.0,568730000.0,465344000.0,319926000.0,376471000.0
,EBITDARatio,0.24129761266489,0.193966847640547,0.172607518047334,0.123435574490151,0.151687222237891
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,130577000.0,153698000.0,254270000.0,218716000.0,305137000.0
,operatingIncomeRatio,0.140966058534758,0.0524191031748928,0.0943149876519214,0.084386186524971,0.122945416597835
,totalOtherIncomeExpensesNet,-276691000.0,-272781000.0,-69238000.0,35927000.0,54479000.0
,incomeBeforeTax,407268000.0,426479000.0,323508000.0,182789000.0,250658000.0
,incomeBeforeTaxRatio,0.140966058534758,0.145451773627016,0.119997062277492,0.0705246376520827,0.100994806377398
,incomeTaxExpense,107300000.0,98600000.0,52100000.0,-119700000.0,81200000.0
,netIncome,300365000.0,327855000.0,271206000.0,302044000.0,168590000.0
,netIncomeRatio,0.10396414688066,0.111815801581052,0.100596965985476,0.116536244823188,0.0679280709459323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,58.3,61.7,50.55,54.24,29.95
,EPSDiluted,58.13,61.21,50.2,53.89,29.8
,weightedAverageShsOut,5124000.0,5285000.0,5333000.0,5516000.0,5559000.0
,weightedAverageShsOutDil,5139000.0,5327000.0,5370000.0,5552000.0,5589000.0
