Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,2102084.0,604955.0,4092992.0,5355191.0,11558322.0,4404246.0,3834097.0,2762676.0
Short-term investments,0.0,0.0,0.0,2658047.0,1170868.0,2140822.0,2135709.0,3200364.0
Cash and short-term investments,2102084.0,604955.0,4092992.0,8013238.0,12729190.0,6545068.0,5969806.0,5963040.0
Receivables,3183806.0,4496316.0,4827798.0,2829266.0,9739737.0,484468.0,375090.0,549476.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,7173617.0,7016089.0,11626558.0,12671744.0,28192486.0,9072429.0,7021915.0,7176206.0
Property Plant & Equipment Net,69626871.0,82881427.0,85327846.0,4081191.0,4325336.0,3254116.0,3748319.0,3656552.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,5349988.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,1070541.0,1403109.0,1131707.0,1101526.0,0.0
Tax assets,0.0,0.0,0.0,-1417364.0,245922.0,459900.0,621800.0,781600.0
Total non-current assets,70187488.0,83619861.0,86312353.0,106949709.0,119913119.0,5107103.0,5739025.0,4705532.0
Total assets,77361105.0,90635950.0,97938911.0,119621453.0,148105605.0,14179532.0,12760940.0,11881738.0
Payables,8008017.0,11931218.0,11009631.0,7933664.0,25004364.0,290930.0,226759.0,88494.0
Short-term debt,34742953.0,651124.0,599341.0,30063635.0,282843.0,0.0,0.0,32285.0
Total current liabilities,44154982.0,16058138.0,15898838.0,39848783.0,27178767.0,1893654.0,774745.0,699730.0
Long-term debt,0.0,27700000.0,39500000.0,30063635.0,22900000.0,0.0,0.0,22330.0
Total debt,34742953.0,28351124.0,40099341.0,60127270.0,23182843.0,0.0,0.0,54615.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,54444.0,70407.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,11434364.0,38707140.0,50535199.0,41648951.0,64259114.0,711800.0,264400.0,284830.0
Total liabilities,55589346.0,54765278.0,66434037.0,50016735.0,77049219.0,3199516.0,2102606.0,2000949.0
Other comprehensive income,0.0,0.0,0.0,10828603,9958217,0.0,0.0,0.0
Retained earnings (deficit),-36263573.0,-19193301.0,-12386668.0,-83082831.0,-76410404.0,9132632.0,8975363.0,8197818.0
Total shareholders equity,21771759.0,35870672.0,31504874.0,69604718.0,71056386.0,10980016.0,10658334.0,9880789.0
Investments,0.0,0.0,0.0,3728588.0,2573977.0,3272529.0,3237235.0,3200364.0
Net Debt,32640869.0,27746169.0,36006349.0,54772079.0,11624521.0,-4404246.0,-3834097.0,-2708061.0
Other Assets,1887727.0,1914818.0,2705768.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,1404012.0,3475796.0,4289866.0,-31480999.0,-14388662.0,594062.0,1063461.0,1016389.0
