date,,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,15281000000.0,13003000000.0,11229200000.0,9256000000.0,7670400000.0,6493900000.0,5506713000.0,4842070000.0,3625745000.0,2689893000.0,2254781000.0,1405820000.0
,costOfRevenue,587000000.0,461000000.0,438000000.0,420100000.0,385900000.0,340400000.0,299124000.0,425859000.0,306521000.0,216289000.0,258267000.0,130239000.0
,grossProfit,14678000000.0,12512000000.0,10746600000.0,8741000000.0,7177900000.0,6021900000.0,5086475000.0,4273831000.0,3201917000.0,2473604000.0,1996514000.0,1275581000.0
,grossProfitRatio,0.960539231725672,0.962239483196185,0.957022762084565,0.944360414866033,0.935792136003338,0.92731640462588,0.923686235327681,0.882645438830913,0.883105954776191,0.919591968899878,0.885458055571694,0.907357271912478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5673000000.0,5915000000.0,4470100000.0,3697300000.0,2430600000.0,2226200000.0,1724156000.0,1600264000.0,1128495000.0,794848000.0,931218000.0,398590000.0
,GeneralAndAdministrativeExpenses,3250000000.0,2941000000.0,2657700000.0,2305400000.0,2027900000.0,1684500000.0,1373541000.0,1226314000.0,950634000.0,753827000.0,685547000.0,451870000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,337000000.0,24000000.0,-324000000.0,48000000.0,-43000000.0,-73000000.0,-17006000.0,-3550000.0,-7220000.0,60461000.0,24722000.0,-2350000.0
,operatingExpenses,8923000000.0,8856000000.0,7127800000.0,6002700000.0,4458500000.0,3910700000.0,3097697000.0,2826578000.0,2079129000.0,1548675000.0,1616765000.0,850460000.0
,costAndExpenses,10090000000.0,8296000000.0,8062600000.0,7001400000.0,5151400000.0,4685000000.0,3760271000.0,3399317000.0,2636110000.0,1764964000.0,1875032000.0,980699000.0
,interestExpense,741000000.0,522000000.0,500100000.0,310600000.0,176100000.0,91600000.0,63205000.0,42737000.0,12634000.0,-1966000.0,-4437000.0,-11127000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,635000000.0,471000000.0,504700000.0,408900000.0,373600000.0,374100000.0,284891000.0,379593000.0,259089000.0,41682000.0,44536000.0,31535000.0
