date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,1738100000.0,1413900000.0,1716400000.0,1742500000.0
,costOfRevenue,0.0,0.0,0.0,0.0
,grossProfit,1738000000.0,0.0,0.0,0.0
,grossProfitRatio,0.999942465911052,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,557800000.0,651200000.0,610000000.0,672400000.0
,SellingAndMarketingExpenses,557000000.0,0.0,0.0,0.0
,otherExpenses,20800000.0,17600000.0,-3300000.0,-4200000.0
,operatingExpenses,1640300000.0,1582100000.0,1262100000.0,1325400000.0
,costAndExpenses,1640300000.0,1582100000.0,1262100000.0,1325400000.0
,interestExpense,271100000.0,303500000.0,54400000.0,59700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,536900000.0,482400000.0,88700000.0,79700000.0
,EBITDA,634700000.0,314200000.0,543000000.0,496800000.0
,EBITDARatio,0.365168862551062,0.222222222222222,0.316359822885108,0.285107604017217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,97800000.0,-168200000.0,454300000.0,417100000.0
,operatingIncomeRatio,0.0562683389908521,-0.118961737039395,0.26468189233279,0.239368723098996
,totalOtherIncomeExpensesNet,-46800000.0,-206600000.0,-28700000.0,-36300000.0
,incomeBeforeTax,-219300000.0,-675900000.0,373100000.0,322700000.0
,incomeBeforeTaxRatio,-0.126172257062309,-0.478039465308721,0.217373572593801,0.18519368723099
,incomeTaxExpense,-110500000.0,-118200000.0,81600000.0,179700000.0
,netIncome,-111500000.0,-560000000.0,288100000.0,140900000.0
,netIncomeRatio,-0.0641505091766872,-0.396067614399887,0.167851316709392,0.0808608321377331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.271091660588378,-0.67,0.700462,0.342572
,EPSDiluted,-0.271091660588378,-0.67,0.700462,0.342572
,weightedAverageShsOut,367000000.0,411300000.0,411300000.0,411300000.0
,weightedAverageShsOutDil,367000000.0,411300000.0,411300000.0,411300000.0
