date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-874173000.0,-342459000.0,324595000.0,548974000.0,-260739000.0,-2209936000.0,265573000.0,118000000.0,61654000.0,105554000.0,86248000.0,-184495000.0
,depreciationAndAmortization,13070000.0,14563000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-3946000.0,-2588000.0,5056000.0,0.0,0.0,-176945000.0,164286000.0,75288000.0,32949000.0,59374000.0,-25812000.0,-74006000.0
,stockBasedCompensation,8217000.0,8290000.0,36396000.0,35734000.0,29229000.0,24509000.0,23079000.0,21433000.0,10056000.0,0.0,1257000.0,1419000.0
,changeInWorkingCapital,20041000.0,37296000.0,34324000.0,-8869000.0,-148585000.0,175189000.0,-113412000.0,178271000.0,11511000.0,6700000.0,-11123000.0,24220000.0
,accountsReceivables,21117000.0,8924000.0,4669000.0,-12124000.0,832000.0,38975000.0,-49953000.0,6825000.0,-9705000.0,-30196000.0,-23299000.0,22062000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4143000.0,2887000.0
,accountsPayables,0.0,0.0,0.0,0.0,873000.0,-24827000.0,23006000.0,-32581000.0,2665000.0,-3825000.0,5711000.0,-6753000.0
,otherWorkingCapital,-25053000.0,29583000.0,-7713000.0,-42037000.0,-33168000.0,115417000.0,-59772000.0,53640000.0,-124631000.0,40721000.0,6339000.0,-1060000.0
,otherNonCashItems,193144000.0,55977000.0,943000.0,21883000.0,108093000.0,254530000.0,28341000.0,-2344000.0,-285000.0,12367000.0,-4922000.0,-5786000.0
,netCashProvidedByOperatingActivites,383390000.0,475074000.0,537804000.0,384914000.0,356295000.0,315947000.0,498277000.0,364729000.0,376776000.0,344076000.0,157043000.0,112669000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-35786000.0,-199284000.0,-17538000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,-706843000.0,-460636000.0,-363702000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-125000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2201000.0
,netCashUsedForInvestingActivites,-389238000.0,-661711000.0,-690956000.0,295050000.0,-564402000.0,-667507000.0,-1406961000.0,-329884000.0,-940751000.0,-706787000.0,-460547000.0,-361333000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-200000000.0,-90000000.0,-20000000.0,-778480000.0,-304682000.0,-1051200000.0,0.0,-395000000.0,-280000000.0,-1196700000.0,-105800000.0,-15900000.0
,commonStockIssued,0.0,0.0,0.0,0.0,276052000.0,754163000.0,0.0,298104000.0,0.0,319378000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-97055000.0,-7662000.0,-1635000.0,-2811000.0,-4242000.0,-2083000.0,0.0,-3000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-866252000.0,-2657000.0,-6887000.0,-4732000.0,-1427000.0,-6759000.0,-7791000.0,-2987000.0,-10803000.0,-105297000.0,75252000.0,151639000.0
,netCashUsedProvidedByFinancingActivities,13748000.0,182343000.0,86144000.0,-600477000.0,209625000.0,353393000.0,739852000.0,130084000.0,569197000.0,359478000.0,319752000.0,250139000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,7900000.0,-4294000.0,-67008000.0,79487000.0,1518000.0,1833000.0,-168832000.0,164929000.0,5222000.0,-3233000.0,16248000.0,1475000.0
,cashAtEndOfPeriod,48757000.0,40857000.0,45151000.0,112159000.0,32672000.0,31154000.0,29321000.0,198153000.0,33224000.0,28002000.0,31235000.0,14987000.0
,cashAtBeginningOfPeriod,40857000.0,45151000.0,112159000.0,32672000.0,31154000.0,29321000.0,198153000.0,33224000.0,28002000.0,31235000.0,14987000.0,13512000.0
,operatingCashFlow,383390000.0,475074000.0,537804000.0,384914000.0,356295000.0,315947000.0,498277000.0,364729000.0,376776000.0,344076000.0,157043000.0,112669000.0
,capitalExpenditure,-390575000.0,-668612000.0,-705214000.0,-566914000.0,-498190000.0,-632601000.0,-1353547000.0,-776725000.0,-920308000.0,-706843000.0,-460636000.0,-363702000.0
,freeCashFlow,-7185000.0,-193538000.0,-167410000.0,-182000000.0,-141895000.0,-316654000.0,-855270000.0,-411996000.0,-543532000.0,-362767000.0,-303593000.0,-251033000.0
