date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,15832000.0,14846000.0,28723000.0,12623229.0,1589678.0,7845674.0,16787558.0,14202614.0,12321414.0,12048172.0,8404638.0,5195984.0,2875556.0,1728536.0,-246242.0
,depreciationAndAmortization,38492000.0,38387000.0,36638000.0,32727727.0,32137592.0,24142527.0,13876079.0,10564657.0,9139232.0,8329836.0,6926118.0,4990919.0,3230803.0,1845134.0,691385.0
,deferredIncomeTax,1560000.0,4783000.0,7124000.0,-4166490.0,4149089.0,-5122.0,729600.0,632684.0,-1198674.0,5862.0,3074654.0,-792683.0,1925768.0,1172858.0,-221145.0
,stockBasedCompensation,11367000.0,10194000.0,9289000.0,9021933.0,13134402.0,14023751.0,4405426.0,3338678.0,2726241.0,1343752.0,592372.0,521764.0,626994.0,323044.0,71484.0
,changeInWorkingCapital,10556000.0,-21041000.0,12852303.0,13612518.0,-23071649.0,65010613.0,-29252285.0,16935769.0,626441.0,6520066.0,-2046013.0,62427889.0,-1390673.0,-3290530.0,1782620.0
,accountsReceivables,-152402000.0,50469000.0,-12700000.0,-78302511.0,-35010031.0,12508623.0,-24018807.0,-10955387.0,-1550525.0,-23887014.0,-15353802.0,-16540665.0,-9740390.0,-6415338.0,-966016.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,129910000.0,-28586000.0,11225000.0,58055759.0,31400638.0,5745669.0,11460893.0,4713829.0,-4763843.0,15153931.0,10425014.0,6351831.0,6426213.0,1437789.0,2594727.0
,otherWorkingCapital,116340000.0,105784000.0,126825000.0,113972697.0,100360179.0,123431828.0,58421215.0,87673500.0,70737731.0,70111290.0,63591224.0,65637237.0,3209348.0,4600021.0,7890551.0
,otherNonCashItems,0.0,7298000.0,9113000.0,9055916.0,7506411.0,5068816.0,2160316.0,101181.0,-129944.0,11801825.0,-4700192.0,-982620.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,63770000.0,84532000.0,94245000.0,48715680.0,59735765.0,70836456.0,32362545.0,24803118.0,22787967.0,15749580.0,8642339.0,-5602140.0,1716456.0,402899.0,2078102.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-21588000.0,-23926000.0,-24101000.0,-20729462.0,-46887769.0,-14744850.0,-15155168.0,-9238806.0,-8860144.0,-6372116.0,-6214413.0,-4273593.0,-4710764.0,-3992993.0,-1505743.0
,acquisitionsNet,0.0,0.0,-7000000.0,0.0,0.0,-390000000.0,-34000000.0,-2000000.0,-16000000.0,-5000000.0,-9000000.0,-7000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11344927.0,-14838026.0,-11499874.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-21588000.0,-23959000.0,-31821000.0,-20729462.0,-46887769.0,-405139891.0,-48923687.0,-11197042.0,-25285290.0,-11344927.0,-14838026.0,-11499874.0,-5100558.0,-8831812.0,-1505743.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,1976000.0,-68915000.0,-49217000.0,-84000000.0,-48500000.0,-74782500.0,-5000000.0,-24086.0,-175159.0,-262169.0,-302518.0,-12746724.0,-151419.0,-113081.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,158412500.0,1077748.0,1130159.0,1717505.0,797326.0,1449237.0,74366001.0,572650.0,1284200.0,17434169.0
,commonStockRepurchased,0.0,-29014000.0,-9497000.0,-20669387.0,-49148912.0,0.0,0.0,0.0,0.0,0.0,-327265.0,-6199117.0,0.0,0.0,-9632767.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-3337000.0,-3173000.0,-1987434.0,-4731949.0,-24286873.0,-4481047.0,-3986573.0,-4271348.0,-1305000.0,1610147.0,112636.0,-1732766.0,-26615.0,-940839.0
,netCashUsedProvidedByFinancingActivities,-35510000.0,-66229000.0,-45657000.0,-21117489.0,-52724101.0,358283510.0,-3403299.0,-2880500.0,-2729002.0,-615508.0,1610147.0,63032796.0,3688465.0,1144504.0,6860563.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6671000.0,-5655000.0,16766000.0,6868729.0,-39876105.0,23980075.0,-19964441.0,10725576.0,-5226325.0,3789145.0,-4585540.0,45930782.0,304363.0,-7284409.0,7432922.0
