Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,21919987.0,18763136.0,19000000.0,22237825.0,22000000.0,21639365.0,22000000.0,22913249.0,23000000.0,21915794.0,22000000.0,22669065.0,22450567.0
Revenue Growth,0.168247514701167,-0.0124665263157895,-0.14559989567325,0.0108102272727273,0.0166656923620448,-0.0163925,-0.0398568094817108,-0.00377178260869565,0.0494714451139667,-0.00382754545454545,-0.0295144506401124,0.00973240453125304,0.0
Cost of Revenue,9213763.0,8505010.0,9000000.0,10091331.0,10000000.0,10987372.0,11000000.0,13306592.0,13000000.0,14365592.0,14000000.0,13565148.0,13892572.0
Gross Profit,12706224.0,10258126.0,10000000.0,12146494.0,12000000.0,10651993.0,11000000.0,9606657.0,10000000.0,7550202.0,8000000.0,9103917.0,8557995.0
R&D Expenses,3181915.0,3234101.0,3000000.0,3436618.0,3000000.0,3514362.0,4000000.0,3465920.0,3000000.0,4211492.0,4000000.0,4019896.0,3525078.0
SG&A Expense,14015583.0,13418332.0,13000000.0,13575219.0,14000000.0,13163555.0,13000000.0,12973393.0,13000000.0,13792156.0,14000000.0,12528686.0,11509670.0
Operating Expenses,17197498.0,16652433.0,17000000.0,17011837.0,17000000.0,16677917.0,17000000.0,16439313.0,16000000.0,18003648.0,18000000.0,16548582.0,15034748.0
Operating Income,-4491274.0,-6394307.0,-6000000.0,-4865343.0,-5000000.0,-6025924.0,-6000000.0,-6832656.0,-7000000.0,-10453446.0,-10000000.0,-7444665.0,-6476753.0
Interest Expense,1469897.0,1076913.0,1000000.0,1048207.0,1000000.0,859372.0,1000000.0,786963.0,1000000.0,316312.0,0000000.0,113941.0,0.0
Earnings before Tax,-5961171.0,-7470707.0,-7000000.0,-5871029.0,-6000000.0,0.0,-7000000.0,0.0,-8000000.0,-10362208.0,-10000000.0,-7519477.0,-6450015.0
Income Tax Expense,0.0,-1745441.0,-2000000.0,-948422.0,-1000000.0,24120.0,000000.0,0.0,000000.0,0.0,000000.0,-211159.0,-124763.0
Net Income - Non-Controlling int,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-5961171.0,-2337057.0,-2000000.0,-3161252.0,-3000000.0,-6898491.0,-7000000.0,-7601538.0,-8000000.0,-10362208.0,-10000000.0,-7308318.0,-6083064.0
Preferred Dividends,1703327.0,1589134.0,,1482595.0,,1383200.0,,1290470.0,,1203953.0,,1123239.0,631143.0
Net Income Com,-5961171.0,-2337057.0,-2000000.0,-3161252.0,-3000000.0,-6898491.0,-7000000.0,-7601538.0,-8000000.0,-10362208.0,-10000000.0,-7308318.0,-6083064.0
EPS,-0.28,-0.14,-0.14,-0.17,-0.17,-0.32,-0.32,-0.46,-0.46,-0.73,-0.73,-0.63,-0.51
EPS Diluted,-0.28,-0.14,-0.14,-0.17,-0.17,-0.32,-0.32,-0.46,-0.46,-0.73,-0.73,-0.63,-0.51
Weighted Average Shs Out,27769706.0,27260688.0,27000000.0,26826792.0,27000000.0,25700943.0,26000000.0,19235015.0,19000000.0,15771760.0,16000000.0,13286553.0,13104245.0
Weighted Average Shs Out (Dil),27769706.0,27260688.0,27000000.0,26826792.0,27000000.0,25700943.0,26000000.0,19235015.0,19000000.0,15771760.0,16000000.0,13286553.0,13104245.0
Dividend per Share,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.579663847428,0.546717030671,0.52631578947368,0.5462087232,0.54545454545455,0.492250719926,0.5,0.419262104645,0.43478260869565,0.344509626254,0.36363636363636,0.40160090414,0.381192822435
EBITDA Margin,-0.133744194283,-0.272492615307,-0.26315789473684,-0.157423219222,-0.18181818181818,-0.211860514391,-0.22727272727273,-0.21729720652,-0.21739130434783,-0.410734514113,-0.40909090909091,-0.280064307902,-0.248924314473
EBIT Margin,-0.204894008377,-0.340790953069,-0.15789473684211,-0.218786819304,-0.13636363636364,-0.278470463436,-0.27272727272727,-0.298196733252,-0.30434782608696,-0.476982307828,-0.45454545454545,-0.328406354651,-0.288489506746
Profit Margin,-0.271951393037,-0.124555777883,-0.10526315789474,-0.142156528348,-0.13636363636364,-0.318793596762,-0.31818181818182,-0.331752952189,-0.34782608695652,-0.472819191493,-0.45454545454545,-0.322391682233,-0.270953691281
Free Cash Flow margin,-0.154270073244,-0.280963747212,,-0.262114347963,,-0.232487737048,,-0.295195587496,,-0.454979180768,,-0.294480606059,-0.210039327737
EBITDA,-2931671.0,-5112816.0,-5000000.0,-3500750.0,-4000000.0,-4584527.0,-5000000.0,-4978985.0,-5000000.0,-9001573.0,-9000000.0,-6348796.0,-5588492.0
EBIT,-4491274.0,-6394307.0,-3000000,-4865343.0,-3000000,-6025924.0,-6000000,-6832656.0,-7000000,-10453446.0,-10000000,-7444665.0,-6476753.0
Consolidated Income,-5961171.0,-2337057.0,-2000000.0,-3161252.0,-3000000.0,-6898491.0,-7000000.0,-7601538.0,-8000000.0,-10362208.0,-10000000.0,-7308318.0,-6083064.0
Earnings Before Tax Margin,-0.271951393037,-0.398158761947,-0.36842105263158,-0.264010936321,-0.27272727272727,0.0,-0.31818181818182,0.0,-0.34782608695652,-0.472819191493,-0.45454545454545,-0.331706534875,-0.287298534598
Net Profit Margin,-0.271951393037,-0.124555777883,-0.10526315789474,-0.142156528348,-0.13636363636364,-0.318793596762,-0.31818181818182,-0.331752952189,-0.34782608695652,-0.472819191493,-0.45454545454545,-0.322391682233,-0.270953691281
