date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-210696000.0,-151767000.0,-125745000.0,-231459000.0,-1890000.0,-17577000.0,-43000000.0,15509000.0,-19767000.0,26498000.0,-32433064.0,-1447272.0,664575.0,-8891645.0,446839.0,748774.0,86960.0,350061.0,152452.0,91721.0,1071764.0,1490404.0,900000.0,1000000.0,700000.0,900000.0,800000.0,500000.0,700000.0,-900000.0,-400000.0
,depreciationAndAmortization,17228000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18021236.0,10693415.0,6314049.0,6994253.0,6341998.0,3718660.0,3447444.0,3473758.0,3670417.0,2400000.0,2200000.0,2100000.0,3300000.0,3400000.0,3300000.0,3800000.0,5200000.0,3300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1266000.0,-5951000.0,5354748.0,921934.0,-1618033.0,-4541695.0,-1818631.0,-157300.0,-1454544.0,-1445241.0,-1494621.0,-608454.0,-609897.0,-1805306.0,200000.0,-1200000.0,600000.0,-400000.0,800000.0,700000.0,-2000000.0,700000.0,600000.0
,stockBasedCompensation,2699000.0,5107000.0,5126000.0,42416000.0,0.0,701000.0,891000.0,2009000.0,848000.0,1560000.0,1670062.0,6582223.0,94932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,15941000.0,-138008000.0,6271000.0,80373000.0,-14368000.0,11460000.0,-21626000.0,-3920000.0,-6603000.0,5263898.0,-4844544.0,-1502860.0,-619057.0,8775406.0,4184380.0,-1387967.0,4511506.0,-102253.0,3936129.0,2464004.0,352112.0,2346246.0,400000.0,-1900000.0,4300000.0,1100000.0,700000.0,-2000000.0,2600000.0,300000.0,100000.0
,accountsReceivables,0.0,-3508000.0,-958000.0,-442000.0,-42000.0,28000.0,478000.0,52000.0,401000.0,3021000.0,622779.0,2734772.0,1270721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,-61000.0,-184000.0,-47000.0,142000.0,142745.0,646986.0,203312.0,-428332.0,143951.0,-170664.0,57207.0,-142397.0,-69275.0,85178.0,-307681.0,-33385.0,0.0,100000.0,100000.0,-200000.0,100000.0,0.0,-300000.0,0.0,-100000.0
,accountsPayables,0.0,0.0,23251000.0,11338000.0,313000.0,0.0,0.0,0.0,-3255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-34403000.0,-50344000.0,87664000.0,81393000.0,1020000.0,15388000.0,3928000.0,25554000.0,29474000.0,36077000.0,30813102.0,35657646.0,37160506.0,37779563.0,29004157.0,24819777.0,26207744.0,21696238.0,21798491.0,17862362.0,15398358.0,15046246.0,12700000.0,12300000.0,14200000.0,9900000.0,8800000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,9689000.0,267000.0,-2209000.0,342000.0,0.0,-1752000.0,-2088000.0,286000.0,3909000.0,-149961.0,748209.0,890876.0,779271.0,2401452.0,800693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900000.0,1900000.0,3200000.0,1300000.0,0.0
,netCashProvidedByOperatingActivites,-69965000.0,-113008000.0,-103752000.0,-109229000.0,-2881000.0,-4286000.0,-8586000.0,-11699000.0,-18030000.0,-10441000.0,-4496546.0,3220422.0,9239052.0,4211265.0,21273813.0,11765925.0,8776195.0,11503322.0,6153760.0,4013300.0,3044457.0,6149208.0,5000000.0,6500000.0,11200000.0,9200000.0,8600000.0,4400000.0,7000000.0,7100000.0,7000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1307000.0,-48086000.0,-11854000.0,-91213000.0,-2000.0,-1000.0,-9073000.0,-20923000.0,-2925000.0,-9577000.0,-4947624.0,-6933641.0,-2921674.0,-4855676.0,-9231029.0,-8069526.0,-5154554.0,-6498243.0,-3445159.0,-1751643.0,-2345577.0,-2512483.0,-4700000.0,-3000000.0,-5300000.0,-5600000.0,-7300000.0,-3900000.0,-4400000.0,-5300000.0,-6900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5687000.0,-6999735.0,-13455866.0,-2958545.0,-1765775.0,-5694201.0,-5998081.0,-5639435.0,-6750171.0,-2564501.0,-2426263.0,0.0,-955751.0,0.0,-300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,4592000.0,0.0,2595000.0,21000.0,0.0,0.0,5687000.0,6999735.0,17274309.0,3109611.0,4435820.0,1855609.0,5044574.0,5599328.0,5760239.0,2165021.0,2540151.0,1250602.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-17857000.0,-9833000.0,-9000000.0,0.0,0.0,-276000.0,0.0,0.0,35089000.0,-8532328.0,-75444.0,0.0,0.0,-4871865.0,-627732.0,-3200816.0,-3225066.0,0.0,0.0,-411231.0,0.0,0.0,0.0,-2200000.0,0.0,900000.0,0.0,0.0,-100000.0,3600000.0
