date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,61412000000.0,54241000000.0,6848000000.0,56042000000.0,48474000000.0,49489000000.0,51822000000.0,79839000000.0,30597933664.28,46189949190.56,42234054542.4,30269070633.9,57042105464.52,50891902385.44,28313445674.76,32371775823.1,27365040538.74,15212914503.03,8848540161.23,6809916415.12,2338547869.83
,depreciationAndAmortization,100205000000.0,75667000000.0,104588000000.0,79912000000.0,83259000000.0,82473000000.0,74710000000.0,73253000000.0,69102975282.9,74700233602.96,61195972838.4,55433726068.8,57268717359.04,35292600145.5,28071248850.72,24799072792.12,17416924563.33,11368943222.88,5901496028.26,4390539857.18,1454982398.88
,deferredIncomeTax,17191000000.0,0.0,16969000000.0,18977000000.0,14954000000.0,13269000000.0,6540000000.0,9671000000.0,1768165207.36,369405969.52,-1390303089.6,3056923640.4,-6185745309.04,-2262382069.68,-3501273300.54,-1866858000.18,-2105900199.09,-1264735521.77,-606318959.89,-1515637247.74,-480316727.82
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-10761000000.0,-46005000000.0,-18248000000.0,6370000000.0,-1851000000.0,-469000000.0,1300000000.0,-7324000000.0,7743165066.35,-7341639751.18,-1477791633.6,-1339852488.3,3010962604.76,1180399957.67,478497963.6,-4956503823.32,3679168838.94,1235294.34,-2659674042.97,838289814.64,-317335548.72
,accountsReceivables,1904000000.0,-3808000000.0,438000000.0,-3514000000.0,-3525000000.0,2781000000.0,4466000000.0,-3474000000.0,-8319532002.93,-6788714380.28,-9231081465.6,-6528673301.4,-4060545926.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-630000000.0,0.0,-11292000000.0,2200000000.0,-1816000000.0,-5998000000.0,731000000.0,-592000000.0,-45109354.95,-491219091.44,-3238269153.6,-3374958931.8,134891550.2,1890477589.5,-1034692626.24,-2142695114.14,-669778368.57,-433441254.49,-580679161.86,-125810506.13,-220420442.22
,accountsPayables,0.0,0.0,-11162000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1492000000.0,0.0,13534000000.0,14347000000.0,13161000000.0,7265000000.0,0.0,0.0,8032472471.43,1354019386.72,0.0,0.0,3865374252.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,34253000000.0,0.0,24801000000.0,16983000000.0,16211000000.0,15338000000.0,-7663000000.0,-1329000000.0,-1372326820.59,667157161.44,2673019742.4,4311647296.2,4707582131.12,-1388856128.52,10699956690.66,1491095313.68,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,155507000000.0,0.0,154390000000.0,144640000000.0,130565000000.0,144088000000.0,159518000000.0,159377000000.0,128694195018.71,123124820203.7,110650677168.0,108365478082.8,130706957235.8,82305326047.16,62902294758.06,51654939767.6,47412435918.87,28411299231.68,13179814087.72,10304974323.97,3188670804.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-66256000000.0,-68465000000.0,-64731000000.0,-53366000000.0,-55538000000.0,-76671000000.0,-74243000000.0,-67146000000.0,-80279341969.32,-71647963998.38,-58560151022.4,-58532536108.2,-54590772885.88,-37822523488.08,-45322232199.36,-62689775059.94,-33362879652.0,-24681327972.05,-16030589240.54,-12086431589.99,-2976030870.36
,acquisitionsNet,0.0,548000000.0,-165000000.0,-6000000.0,0.0,0.0,-73000000.0,0.0,-61000000.0,-219000000.0,648000000.0,-271000000.0,-87000000.0,-1087000000.0,-38000000.0,-179000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10054000000.0,-15922000000.0,-11862000000.0,-33717000000.0,-9739000000.0,-73485000000.0,-70536000000.0,-38326000000.0,-35386360039.73,-18382745294.62,-23913555753.6,-15661957402.2,-4695467008.32,-5447941220.33,-1605600180.06,-1074120872.5,-3170082985.2,-6323530550.0,0.0,-3351696700.0,0.0
,salesMaturitiesOfInvestments,11334000000.0,0.0,38596000000.0,25385000000.0,39021000000.0,31678000000.0,67450000000.0,27785000000.0,32122538731.58,25445187323.08,43951369008.0,20677024994.7,1624165182.2,6689514526.9,1293865863.18,2377406690.48,7931855662.2,0.0,1765857273.04,5959987071.94,0.0
,otherInvestingActivites,4558000000.0,0.0,-4764000000.0,0.0,0.0,0.0,0.0,0.0,-53493315.87,82147084.32,51085968.0,517764106.2,41132319.36,-94315054.79,-488210050.98,-3943051022.04,-4292437514.31,-5550471587.32,-3441256827.75,-1673624042.19,-161315877.27
,netCashUsedForInvestingActivites,-81133000000.0,-29554000000.0,-78389000000.0,-81510000000.0,-56924000000.0,-145356000000.0,-105588000000.0,-96786000000.0,-92958958924.03,-81732478260.86,-66736842580.8,-71860366392.6,-69002568379.8,-57583554294.41,-47127285490.98,-70471439505.34,-42747948556.83,-56179039523.99,-22284624509.21,-13453192564.31,-3144526655.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-177704000000.0,-36939000000.0,-61636000000.0,-45055000000.0,-90230000000.0,-40559000000.0,-52816000000.0,-45393000000.0,-62231347255.52,-11750167954.28,-172983786945.6,-56002868815.5,-26996689567.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577156.73,429992643.08,0.0,0.0,0.0,148806013.77,100121356.08,122313269.12,112160660.67,0.0,0.0,7560666005.95,0.0
