Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,5000000.0,3000000.0,9000000.0,37000000.0,6000000.0
Short-term investments,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Cash and short-term investments,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Receivables,1000000.0,2000000.0,2000000.0,0000000.0,1000000.0
Inventories,2000000.0,2000000.0,000000.0,000000.0,000000.0
Total current assets,83000000.0,100000000.0,88000000.0,55000000.0,41000000.0
Property, Plant & Equipment Net,82000000.0,98000000.0,87000000.0,54000000.0,40000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,70000000.0,58000000.0,20000000.0,17000000.0,13000000.0
Total assets,92000000.0,108000000.0,102000000.0,94000000.0,50000000.0
Payables,3000000.0,4000000.0,5000000.0,3000000.0,3000000.0
Short-term debt,1000000.0,1000000.0,000000.0,000000.0,4000000.0
Total current liabilities,17000000.0,19000000.0,19000000.0,12000000.0,15000000.0
Long-term debt,37000000.0,26000000.0,000000.0,000000.0,000000.0
Total debt,37000000.0,26000000.0,000000.0,000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,70000000.0,58000000.0,20000000.0,17000000.0,13000000.0
Total liabilities,86000000.0,77000000.0,39000000.0,29000000.0,28000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-80000000.0,-56000000.0,-35000000.0,-30000000.0,-31000000.0
Total shareholders equity,6000000.0,32000000.0,63000000.0,65000000.0,22000000.0
Investments,,,,,
Net Debt,33000000,24000000,-9000000,-37000000,-2000000
Other Assets,1000000,1000000,4000000,3000000,2000000
Other Liabilities,33000000,32000000,20000000,17000000,13000000
