Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,138710000.0,139000000.0,100111000.0,100000000.0,94983000.0,95000000.0,78019000.0,78000000.0,100155000.0,100000000.0,73638000.0,106749000.0
Short-term investments,18455000.0,18000000.0,90877000.0,91000000.0,231015000.0,231000000.0,239514000.0,240000000.0,190567000.0,191000000.0,126092000.0,126976000.0
Cash and short-term investments,157165000.0,18000000.0,190988000.0,91000000.0,325998000.0,231000000.0,317533000.0,240000000.0,290722000.0,191000000.0,199730000.0,233725000.0
Receivables,51544000.0,52000000.0,64395000.0,64000000.0,13905000.0,14000000.0,24793000.0,25000000.0,38477000.0,38000000.0,25144000.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,234645000.0,316000000.0,260407000.0,475000000.0,353247000.0,305000000.0,350776000.0,291000000.0,343926000.0,245000000.0,271544000.0,267701000.0
Property Plant & Equipment Net,5090000.0,5000000.0,6948000.0,7000000.0,4733000.0,5000000.0,4151000.0,4000000.0,4667000.0,5000000.0,3144000.0,2317000.0
Goodwill and Intangible Assets,119843000.0,283000000,207372000.0,420000000,21779000.0,276000000,23504000.0,260000000,18178000.0,238000000,19686000.0,0.0
Long-term investments,0.0,,0.0,,600000.0,,0.0,,0.0,,0.0,0.0
Tax assets,23572000.0,24000000.0,38261000.0,38000000.0,0.0,17000000.0,4400000.0,0000000.0,3817000.0,000000.0,0.0,300000.0
Total non-current assets,316185000.0,16000000.0,474882000.0,114000000.0,305314000.0,13000000.0,291288000.0,9000000.0,244875000.0,21000000.0,222423000.0,170293000.0
Total assets,550830000.0,551000000.0,735289000.0,735000000.0,658561000.0,659000000.0,642064000.0,642000000.0,588801000.0,589000000.0,493967000.0,437994000.0
Payables,2225000.0,2000000.0,3197000.0,3000000.0,959000.0,1000000.0,235000.0,0000000.0,332000.0,0000000.0,568000.0,821000.0
Short-term debt,0.0,000000.0,6474000.0,6000000.0,2383000.0,000000.0,0.0,000000.0,500000.0,000000.0,500000.0,5056000.0
Total current liabilities,124596000.0,125000000.0,146809000.0,147000000.0,129572000.0,130000000.0,148448000.0,148000000.0,143062000.0,143000000.0,111336000.0,112334000.0
Long-term debt,0.0,000000.0,88110000.0,88000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Total debt,0.0,000000.0,94584000.0,88000000.0,2383000.0,000000.0,0.0,000000.0,500000.0,000000.0,500000.0,5056000.0
Deferred revenue,105150000.0,2000000.0,118856000.0,12000000.0,110921000.0,5000000.0,133316000.0,3000000.0,131808000.0,6000000.0,101249000.0,96513000.0
Tax Liabilities,7661000.0,4000000.0,8300000.0,4000000.0,5315000.0,000000.0,3707000.0,000000.0,2036000.0,12000000.0,1136000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,36394000.0,16000000.0,148437000.0,114000000.0,29129000.0,13000000.0,8664000.0,9000000.0,16999000.0,21000000.0,22372000.0,26457000.0
Total liabilities,141075000.0,141000000.0,261008000.0,261000000.0,142082000.0,142000000.0,157019000.0,157000000.0,163878000.0,164000000.0,133708000.0,138910000.0
Other comprehensive income,376793000,-6000000.0,360462000,-16000000.0,344610000,-0000000.0,326280000,-0000000.0,305343000,0000000.0,281530000,259292000
Retained earnings (deficit),39411000.0,39000000.0,130249000.0,130000000.0,172115000.0,172000000.0,158868000.0,159000000.0,119527000.0,120000000.0,78744000.0,39787000.0
Total shareholders equity,409755000.0,410000000.0,474281000.0,474000000.0,516479000.0,516000000.0,485045000.0,485000000.0,424923000.0,425000000.0,360259000.0,299084000.0
Investments,18455000.0,,90877000.0,,231615000.0,,239514000.0,,190567000.0,,126092000.0,126976000.0
Net Debt,-138710000.0,-139000000,-5527000.0,-6000000,-92600000.0,-95000000,-78019000.0,-78000000,-99655000.0,-100000000,-73138000.0,-101693000.0
Other Assets,0.0,5000000,0.0,9000000,0.0,9000000,0.0,28000000,0.0,2000000,0.0,0.0
Other Liabilities,0.0,12000000,0.0,24000000,0.0,22000000,0.0,16000000,3817000.0,12000000,0.0,119000.0
