date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY,2002-04-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-345008000.0,-155176000.0,-189399000.0,-25089000.0,-62789000.0,-29613000.0,57847534.0,54890257.0,46357502.0,36077732.0,46725710.0,78448884.0,26720620.0,-10334765.0,-51180107.0,-59069192.0,-12218348.0,6759509.0,5184931.0,-26119905.0,-3053244.0,-12500000.0,-14200000.0,-11200000.0,-10100000.0,-7200000.0,-5900000.0,-5100000.0
,depreciationAndAmortization,81320000.0,70692000.0,69940000.0,82935000.0,85363000.0,20500000.0,7254569.0,5602493.0,4638369.0,4728337.0,2737953.0,2228619.0,2179900.0,3959360.0,4490348.0,4488146.0,3986690.0,4918051.0,5120561.0,4290600.0,1449333.0,1500000.0,700000.0,300000.0,200000.0,300000.0,300000.0,200000.0
,deferredIncomeTax,37292000.0,-26277000.0,-95050000.0,-9272000.0,-26711000.0,-39766000.0,9399511.0,-5200888.0,22421044.0,22666255.0,1101763.0,-41335107.0,9804.0,-425944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,35089000.0,32553000.0,26923000.0,19062000.0,19569000.0,31030000.0,11939894.0,11239987.0,11683249.0,11102237.0,6365003.0,8622949.0,9681593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-111045000.0,339000.0,-427291000.0,1042000.0,148507000.0,105021210.0,-6332498.0,-10940451.0,-7421975.0,162617.0,-4352818.0,-689029.0,-2648239.0,9656987.0,6540301.0,-15876436.0,4296295.0,-8406948.0,-8280964.0,-1258038.0,-5690476.0,-3900000.0,-1400000.0,-1000000.0,200000.0,500000.0,-100000.0,0.0
,accountsReceivables,58796000.0,-5321000.0,21181000.0,-48934000.0,-16448000.0,-15850000.0,-2654488.0,-10656327.0,-10184633.0,-1247219.0,-1952789.0,-3825340.0,-3312205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1403000.0,-10608000.0,-10647000.0,7187000.0,26703000.0,36326000.0,-7113182.0,254190.0,-3395899.0,682445.0,-819399.0,-1509542.0,-37949.0,4517214.0,90620.0,-8767305.0,-758512.0,-1648759.0,-1513822.0,-281818.0,-1444670.0,-3100000.0,-1100000.0,-300000.0,-100000.0,-200000.0,-200000.0,-100000.0
,accountsPayables,-923000.0,-31830000.0,7177000.0,-41133000.0,1645000.0,0.0,0.0,0.0,6563629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,36890000.0,36551000.0,463842000.0,462800000.0,314293000.0,3435172.0,-538314.0,-100080.0,51748.0,-1580630.0,-819268.0,-388311.0,9273585.0,-114594.0,-373537.0,263527.0,0.0,0.0,0.0,-46063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-7346000.0,208365000.0,29711000.0,146382000.0,102669000.0,49957000.0,11939894.0,-1467869.0,-1493968.0,36077732.0,44103280.0,1078991.0,4361.0,11413984.0,19468791.0,-232752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,0.0,0.0,-200000.0
,netCashProvidedByOperatingActivites,-79422000.0,-91142000.0,120489000.0,91339000.0,90151000.0,-9288000.0,79675116.0,54195816.0,79053759.0,75026165.0,49872107.0,42885487.0,24589950.0,14455207.0,-20688856.0,-70876209.0,-3969672.0,3595349.0,1275666.0,-22951390.0,-8175537.0,-14700000.0,-14800000.0,-12000000.0,-9600000.0,-6300000.0,-5600000.0,-4800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-35024000.0,-24691000.0,-37997000.0,-34107000.0,-36484000.0,-16057000.0,-6686589.0,-15222440.0,-9705446.0,-17484102.0,-3542599.0,-4122607.0,-2668266.0,-817064.0,-1425349.0,-4298859.0,-3713637.0,-2600592.0,-4206728.0,-5082432.0,-4114820.0,-1700000.0,-3500000.0,-300000.0,-100000.0,-300000.0,-400000.0,-300000.0
,acquisitionsNet,0.0,-10750000.0,-279691000.0,-14194000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3184000.0,-2500000.0,-50000000.0,-6255000.0,-54487000.0,-13990000.0,-33167389.0,-45340864.0,-21588201.0,-4000000.0,-5000000.0,-100000.0,-250000.0,0.0,0.0,0.0,-10400229.0,0.0,0.0,0.0,-52528156.0,-46000000.0,-75200000.0,-11600000.0,-3200000.0,-8100000.0,-15500000.0,-15900000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,30088978.0,29990389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800000.0,2500693.0,0.0,0.0,1791724.0,55055237.0,61100000.0,44100000.0,4400000.0,6100000.0,18900000.0,17600000.0,0.0
,otherInvestingActivites,-1917000.0,-5849000.0,247132000.0,-4554000.0,52725000.0,112613000.0,0.0,0.0,-99573.0,0.0,1000000.0,-6222607.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
,netCashUsedForInvestingActivites,-41844000.0,-41290000.0,-120556000.0,-52855000.0,-38246000.0,16182000.0,-9765000.0,-34411915.0,-35993220.0,-21984102.0,-11387000.0,-6222607.0,-2918266.0,-817064.0,-1425349.0,17501141.0,-11613173.0,-2600592.0,-4206728.0,-3290708.0,-1587739.0,13400000.0,-34600000.0,-7500000.0,2800000.0,10600000.0,1700000.0,-16200000.0
