Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,28065000.0,28000000.0,29385000.0,29000000.0,6821000.0,7000000.0,28467000.0,28000000.0,12967000.0,13000000.0,16488000.0,8062000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,28065000.0,,29385000.0,,6821000.0,,28467000.0,,12967000.0,,16488000.0,8062000.0
Receivables,443462000.0,443000000.0,392962000.0,393000000.0,363869000.0,364000000.0,228740000.0,229000000.0,232347000.0,232000000.0,111592000.0,108320000.0
Inventories,315575000.0,316000000.0,322664000.0,323000000.0,335903000.0,336000000.0,238329000.0,238000000.0,217382000.0,217000000.0,113511000.0,110054000.0
Total current assets,827861000.0,2496000000.0,768820000.0,2487000000.0,754257000.0,2468000000.0,515541000.0,2041000000.0,480500000.0,2171000000.0,267324000.0,251938000.0
Property Plant & Equipment Net,1453607000.0,1454000000.0,1441557000.0,1442000000.0,1406146000.0,1406000000.0,1386670000.0,1387000000.0,1389609000.0,1390000000.0,576115000.0,567195000.0
Goodwill and Intangible Assets,1018086000.0,1018000000,1020030000.0,1020000000,1049175000.0,1050000000,643928000.0,644000000,652260000.0,653000000,283316000.0,300908000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,27112000.0,000000.0,42981000.0,000000.0,40348000.0,000000.0,1990000.0,2000000.0,5445000.0,5000000.0,5864000.0,10048000.0
Total non-current assets,2496124000.0,1764000000.0,2487055000.0,2011000000.0,2467853000.0,2027000000.0,2040733000.0,1499000000.0,2171362000.0,1716000000.0,863843000.0,872416000.0
Total assets,3323985000.0,3324000000.0,3255875000.0,3256000000.0,3222110000.0,3222000000.0,2556274000.0,2556000000.0,2651862000.0,2652000000.0,1131167000.0,1124354000.0
Payables,199574000.0,200000000.0,189350000.0,189000000.0,196491000.0,196000000.0,149600000.0,150000000.0,159127000.0,159000000.0,89638000.0,81051000.0
Short-term debt,30000.0,000000.0,269273000.0,000000.0,6400000.0,6000000.0,167000000.0,000000.0,0.0,5000000.0,63500000.0,6094000.0
Total current liabilities,422530000.0,423000000.0,340693000.0,341000000.0,350055000.0,350000000.0,278809000.0,279000000.0,270278000.0,270000000.0,198591000.0,135807000.0
Long-term debt,4595000.0,1375000000.0,1485323000.0,1485000000.0,1543748000.0,1544000000.0,1046063000.0,1046000000.0,1192413000.0,1192000000.0,294310000.0,335635000.0
Total debt,4625000.0,1375000000.0,1754596000.0,1485000000.0,1550148000.0,1544000000.0,1213063000.0,1046000000.0,1192413000.0,1192000000.0,357810000.0,341729000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,31458000.0,252000000.0,15971000.0,406000000.0,15000.0,418000000.0,6477000.0,412000000.0,5985000.0,445000000.0,2891000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,1764441000.0,1764000000.0,2010852000.0,2011000000.0,2026775000.0,2027000000.0,1499338000.0,1499000000.0,1715504000.0,1716000000.0,414628000.0,442269000.0
Total liabilities,2186971000.0,2187000000.0,2351545000.0,2352000000.0,2376830000.0,2377000000.0,1778147000.0,1778000000.0,1985782000.0,1986000000.0,613219000.0,578076000.0
Other comprehensive income,291638999.9999,-49000000.0,275979999.9999,-61000000.0,266220000,-63000000.0,255505000,-52000000.0,246186000,8000000.0,236034000,230665000
Retained earnings (deficit),894061000.0,894000000.0,689668000.0,690000000.0,642306000.0,642000000.0,574601000.0,575000000.0,412349000.0,412000000.0,285011000.0,318068000.0
Total shareholders equity,1137014000.0,1137000000.0,904330000.0,904000000.0,845280000.0,845000000.0,778127000.0,778000000.0,666080000.0,666000000.0,517948000.0,546278000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,-23440000.0,1347000000,1725211000.0,1456000000,1543327000.0,1543000000,1184596000.0,1018000000,1179446000.0,1184000000,341322000.0,333667000.0
Other Assets,0.0,47000000,0.0,39000000,0.0,32000000,0.0,23000000,0.0,140000000,0.0,0.0
Other Liabilities,0.0,212000000,0.0,155000000,0.0,107000000,0.0,86000000,0.0,70000000,0.0,0.0
