Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31
Revenue,8816000.0,10833000.0,10031000.0,11113000.0,9052000.0,6529000.0
Revenue Growth,-0.1862,0.08,-0.0974,0.2277,0.3864,
Cost of Revenue,1379000.0,1518000.0,1567000.0,1299000.0,1082000.0,909000.0
Gross Profit,7437000.0,9315000.0,8464000.0,9814000.0,7970000.0,5620000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,8897000.0,9581000.0,8468000.0,7755000.0,5723000.0,5068000.0
Operating Expenses,10324000.0,10614000.0,9147000.0,8641000.0,6347000.0,5646000.0
Operating Income,-2887000.0,-1299000.0,-683000.0,1173000.0,1623000.0,-26000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-3328000.0,-1333000.0,-627000.0,1126000.0,1799000.0,-8000.0
Income Tax Expense,16000.0,230000.0,-16000.0,143000.0,212000.0,138000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-3344000.0,-1563000.0,-611000.0,983000.0,1587000.0,-146000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-3344000.0,-1563000.0,-611000.0,983000.0,1587000.0,-146000.0
EPS,-0.33,-0.16,-0.06,0.12,0.19,-4.38
EPS Diluted,-0.33,-0.16,-0.06,0.11,0.18,-4.38
Weighted Average Shs Out,10356738.0,10259351.0,9647638.0,9311446.0,9311446.0,
Weighted Average Shs Out (Dil),10083000.0,9803000.0,9467000.0,8346000.0,8150000.0,33317000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.8436,0.8599,0.8438,0.8831,0.8805,0.8608
EBITDA Margin,-0.216,-0.028,0.002,0.156,0.268,0.087
EBIT Margin,-0.3775,-0.123,-0.0625,0.1013,0.1987,-0.0012
Profit Margin,-0.379,-0.144,-0.061,0.088,0.175,-0.022
Free Cash Flow margin,-0.1604,-0.1265,-0.1598,0.0752,0.142,0.0018
EBITDA,-1901000.0,-300000.0,16000.0,1731000.0,2423000.0,570000.0
EBIT,-3328000.0,-1333000.0,-627000.0,1126000.0,1799000.0,-8000.0
Consolidated Income,-3344000.0,-1563000.0,-611000.0,983000.0,1587000.0,-146000.0
Earnings Before Tax Margin,-0.3775,-0.123,-0.0625,0.1013,0.1987,-0.0012
Net Profit Margin,-0.3793,-0.1443,-0.0609,0.0885,0.1753,-0.0224
