date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,730000000.0,855000000.0,447000000.0,183000000.0,215000000.0,-242000000.0,504636000.0,-19301000.0
,depreciationAndAmortization,264000000.0,271000000.0,289000000.0,328000000.0,521000000.0,191000000.0,34666000.0,-55148000.0
,deferredIncomeTax,-42000000.0,1000000.0,23000000.0,30000000.0,-97000000.0,-212000000.0,20114000.0,-118839000.0
,stockBasedCompensation,17000000.0,13000000.0,131000000.0,17000000.0,22000000.0,30000000.0,5742000.0,145988000.0
,changeInWorkingCapital,3547000000.0,-162000000.0,-8000000.0,-7000000.0,-17000000.0,-650000000.0,663000000.0,27519000.0
,accountsReceivables,1319000000.0,0.0,0.0,-37000000.0,0.0,-14000000.0,-35842000.0,-42315000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2272000000.0,-1275000000.0,-1113000000.0,-1105000000.0,-1098000000.0,-1081000000.0,-431000000.0,-1094000000.0
,otherNonCashItems,0.0,-9000000.0,15000000.0,-4000000.0,-8000000.0,4000000.0,24945000.0,8083000.0
,netCashProvidedByOperatingActivites,2207000000.0,2362000000.0,2046000000.0,1555000000.0,1326000000.0,731000000.0,400295000.0,675251000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,26000000.0,-3520000000.0,0.0,0.0
,purchasesOfInvestments,-456000000.0,-736000000.0,-691000000.0,-671000000.0,-763000000.0,-5909000000.0,-3329392000.0,-3528427000.0
,salesMaturitiesOfInvestments,0.0,605000000.0,599000000.0,757000000.0,1001000000.0,4322000000.0,978458000.0,854997000.0
,otherInvestingActivites,0.0,-12000000.0,-32000000.0,-7000000.0,2000000.0,-106000000.0,98568000.0,-424516000.0
,netCashUsedForInvestingActivites,-751000000.0,-3429000000.0,-2397000000.0,-2192000000.0,-2000000.0,-2638000000.0,1820428000.0,-2123142000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,39000000.0,-3961000000.0,-5471000000.0,-4447000000.0,-8320000000.0,-1960000000.0,-4691886000.0,-6434786000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,976000000.0,0.0,230788000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-846000000.0,-408000000.0,0.0,0.0,-18000000.0,-78000000.0,-637729000.0,-204516000.0
,otherFinancingActivites,0.0,-5000000.0,-10000000.0,-5000000.0,-7000000.0,3000000.0,276000.0,438081000.0
,netCashUsedProvidedByFinancingActivities,-370000000.0,1521000000.0,44000000.0,975000000.0,-1685000000.0,1968000000.0,-1772210000.0,325628000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,1000000.0,-1000000.0,-1096000.0,-676000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1091000000.0,454000000.0,-307000000.0,338000000.0,-360000000.0,60000000.0,447417000.0,-1122939000.0
,cashAtEndOfPeriod,2723000000.0,1632000000.0,1178000000.0,1485000000.0,579000000.0,939000000.0,878826000.0,431409000.0
,cashAtBeginningOfPeriod,1632000000.0,1178000000.0,1485000000.0,1147000000.0,939000000.0,879000000.0,431409000.0,1554348000.0
,operatingCashFlow,2207000000.0,2362000000.0,2046000000.0,1555000000.0,1326000000.0,731000000.0,400295000.0,675251000.0
,capitalExpenditure,0.0,0.0,0.0,4000000.0,8000000.0,14000000.0,58783000.0,108718000.0
,freeCashFlow,2207000000.0,2362000000.0,2046000000.0,1555000000.0,1326000000.0,731000000.0,400295000.0,675251000.0
