Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Cash and cash equivalents,2550152.0,7085235.0,1504596.0,1384235.0,2278000.0
Short-term investments,11073200.0,28233035.0,0.0,0.0,0.0
Cash and short-term investments,13623352.0,35318270.0,1504596.0,1384235.0,2278000.0
Receivables,5409144.0,5641501.0,4001156.0,3331160.0,2640000.0
Inventories,5362731.0,4153583.0,2856578.0,2057885.0,3122000.0
Total current assets,25922624.0,46344652.0,8669463.0,6990693.0,8446000.0
Property Plant & Equipment Net,35516368.0,20950685.0,8753040.0,6092256.0,6116000.0
Goodwill and Intangible Assets,2226798.0,2390571.0,86014.0,109304.0,132516.0
Long-term investments,995131.0,0.0,0.0,0.0,0.0
Tax assets,255456.0,22297.0,9543.0,64488.0,
Total non-current assets,43101303.0,23363553.0,8848597.0,6266048.0,
Total assets,69023927.0,69708205.0,17518060.0,13256741.0,14695000.0
Payables,543158.0,351375.0,1977994.0,1195368.0,1480000.0
Short-term debt,2914000.0,4835200.0,5871973.0,6021013.0,0.0
Total current liabilities,8072423.0,8968673.0,10160919.0,8173074.0,12869000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,2914000.0,4835200.0,5871973.0,6021013.0,
Deferred revenue,0.0,0.0,0.0,0.0,
Tax Liabilities,2909097.0,2421303.0,1518518.0,655875.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,
Total non-current liabilities,117486.0,0.0,0.0,0.0,
Total liabilities,8189909.0,8968673.0,10160919.0,8173074.0,12869000.0
Other comprehensive income,-3894300.0,-1884751.0,-122022.0,-264541.0,
Retained earnings (deficit),11657630.0,10263198.0,5756706.0,3671085.0,209000.0
Total shareholders equity,60951504.0,60739532.0,7357141.0,5083667.0,1826000.0
Investments,12068331.0,28233035.0,0.0,0.0,-28737530.0
Net Debt,-30483070.0,,,,
Other Assets,1105783.0,,,,
Other Liabilities,4615265.0,3782098.0,2310952.0,956693.0,11389000.0
