date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY
,revenue,511529000.0,486011000.0,675256000.0,447616000.0,336054000.0,299662000.0,255374611.0,228821945.0,196599258.0,124721387.0,83560206.0,68551701.0,38330925.0
,costOfRevenue,154320000.0,173412000.0,175877000.0,173919000.0,167034000.0,160713000.0,148979551.0,140656774.0,108414344.0,63650910.0,43277708.0,43560968.0,21823844.0
,grossProfit,357209000.0,312599000.0,499379000.0,273697000.0,169020000.0,138949000.0,106395060.0,88165171.0,88184914.0,61070477.0,40282498.0,24990733.0,16507081.0
,grossProfitRatio,0.698316224495581,0.643193261057877,0.739540263248309,0.611454907778096,0.502954882251067,0.463685752614612,0.416623483373608,0.385300330350745,0.448551611522359,0.489655210457209,0.482077533413453,0.364553069222892,0.430646560186064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,150302000.0,137048000.0,138145000.0,96884000.0,62343000.0,56586000.0,48273037.0,46354212.0,64333098.0,41723248.0,21308797.0,14283922.0,13133286.0
,SellingAndMarketingExpenses,166603000.0,192080000.0,451818000.0,224424000.0,108966000.0,42724000.0,27884856.0,19690015.0,16984856.0,12488906.0,9674728.0,8732620.0,12215674.0
,otherExpenses,-1421000.0,0.0,0.0,-2000.0,-496000.0,-454000.0,-1082962.0,-154726.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,515140000.0,465592000.0,715518000.0,393871000.0,233300000.0,153388000.0,122965665.0,106156849.0,84108108.0,56925079.0,0.0,0.0,0.0
,costAndExpenses,669460000.0,639004000.0,891395000.0,567790000.0,400334000.0,314101000.0,271945216.0,246813623.0,192522452.0,120575989.0,89544494.0,78931799.0,54617698.0
