date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,104290000.0,106709000.0,97857000.0,91295000.0,81855000.0,69122000.0,54310709.0,32047590.0,44199779.0,40017827.0,47582144.0,52245649.0,48271055.0,605465000.0,0.0
,costOfRevenue,42393000.0,46196000.0,44981000.0,41531000.0,36323000.0,29658000.0,22880049.0,15360541.0,23648428.0,21431556.0,22643191.0,26051076.0,22904844.0,0.0,0.0
,grossProfit,61897000.0,60513000.0,52876000.0,49764000.0,45532000.0,39464000.0,31430660.0,16687049.0,20551351.0,18586271.0,24938953.0,26194573.0,25366211.0,605465000.0,0.0
,grossProfitRatio,0.593508485952632,0.567084313413114,0.540339474948139,0.545090092557095,0.556251908863234,0.570932554034895,0.57871938294895,0.520695908803127,0.464965017132778,0.4644497813437,0.524124196673441,0.501373291391212,0.525495268334202,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,23564000.0,20515000.0,19368000.0,19039000.0,16026000.0,12898000.0,10582924.0,14012778.0,9771787.0,10245969.0,13146387.0,13223166.0,14105484.0,2312902000.0,-672011000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553526000.0,0.0
,operatingExpenses,60253000.0,55039000.0,51583000.0,53338000.0,49940000.0,44284000.0,28313512.0,25289364.0,24250950.0,24658476.0,30399914.0,34050176.0,39199056.0,553526000.0,-672011000.0
,costAndExpenses,102646000.0,101235000.0,96564000.0,94869000.0,86263000.0,73942000.0,51193561.0,40649905.0,47899378.0,46090032.0,53043105.0,60101252.0,62103900.0,553526000.0,-672011000.0
,interestExpense,15123000.0,18616000.0,16255000.0,11187000.0,6706000.0,3573000.0,2635048.0,4704673.0,5049255.0,5435948.0,8560293.0,10013565.0,42295198.0,13687206000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,166000.0,227000.0,210000.0,176000.0,139000.0,117000.0,97930.0,155571.0,275929.0,216700.0,206750.0,190177.0,170326.0,37912000.0,21000000.0
,EBITDA,1810000.0,5701000.0,1503000.0,-3398000.0,-4269000.0,-4703000.0,3215078.0,-8446744.0,-3423670.0,-5855505.0,-5254211.0,-7665426.0,-13662519.0,-17308150000.0,-648011000.0
,EBITDARatio,0.0173554511458433,0.0534256716865494,0.0153591465097029,-0.0372200010953502,-0.0521531977276892,-0.068039119238448,0.0591978646421279,-0.263568773814193,-0.0774589845799908,-0.146322412758694,-0.110424006955214,-0.146718935389242,-0.283037505602478,-28.5865409230922,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1644000.0,5474000.0,1293000.0,-3574000.0,-4408000.0,-4820000.0,3117148.0,-8602315.0,-3699599.0,-6072205.0,-5460961.0,-7855603.0,-13832845.0,-17346062000.0,-669011000.0
,operatingIncomeRatio,0.0157637357368875,0.0512983909510913,0.0132131579754131,-0.0391478175146503,-0.0538513224604484,-0.0697317785943694,0.0573947211773649,-0.268423148199287,-0.0837017533503957,-0.151737499389959,-0.114769124316887,-0.150358989702664,-0.286566038384701,-28.6491572592966,0.0
,totalOtherIncomeExpensesNet,-3452000.0,-81510000.0,-107307000.0,1138000.0,0.0,0.0,0.0,106821.0,-123516.0,-439497.0,-1794127.0,-2105660.0,-11694372.0,0.0,0.0
,incomeBeforeTax,-16880000.0,-94448000.0,-122007000.0,-13510000.0,-11070000.0,-8387000.0,659549.0,-13196920.0,-8870732.0,-11945363.0,-15809720.0,-19948257.0,-53274682.0,-17346062000.0,-669011000.0
,incomeBeforeTaxRatio,-0.161856362067312,-0.885098726442943,-1.24678868144333,-0.147981817186045,-0.135239142385926,-0.121336188188999,0.0121439953950887,-0.41179133906793,-0.200696297599135,-0.298501040548753,-0.332261614777174,-0.381816617877596,-1.10365688091963,-28.6491572592966,0.0
,incomeTaxExpense,658000.0,-1127000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-17508000.0,-93321000.0,-122007000.0,-13510000.0,-11070000.0,-8387000.0,659549.0,-13196920.0,-8870732.0,-11945363.0,-15809720.0,-19948257.0,-53274682.0,-17346062000.0,-669011000.0
,netIncomeRatio,-0.167878032409627,-0.874537293011836,-1.24678868144333,-0.147981817186045,-0.135239142385926,-0.121336188188999,0.0121439953950887,-0.41179133906793,-0.200696297599135,-0.298501040548753,-0.332261614777174,-0.381816617877596,-1.10365688091963,-28.6491572592966,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.357029242628166,-1.9,-2.55,-0.34,-0.29,-0.21,0.02,-1.03,-2.921,-4.266744,-6.167864,-7.454183,-17.796599,-17104.74821,-659.703897415265
,EPSDiluted,-0.357029242628166,-1.9,-2.55,-0.34,-0.29,-0.21,0.02,-1.03,-2.921,-4.266744,-6.167864,-7.454183,-17.796599,-17104.74821,-659.703897415265
,weightedAverageShsOut,49038000.0,49038000.0,47937000.0,39751000.0,38830000.0,39348000.0,31600000.0,13145779.0,3164483.0,3164483.0,3164483.0,3164483.0,3164483.0,1014108.0,1014108.0
