date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,23290000000.0,33669000000.0,34055000000.0,26223000000.0,20182000000.0,23152000000.0,43464000000.0,42249000000.0
,costOfRevenue,21087000000.0,30056000000.0,30314000000.0,23613000000.0,17728000000.0,20159000000.0,39894000000.0,38843000000.0
,grossProfit,2203000000.0,3613000000.0,3741000000.0,2610000000.0,2454000000.0,2993000000.0,3570000000.0,3406000000.0
,grossProfitRatio,0.0945899527694289,0.107309394398408,0.10985171046836,0.099530946116005,0.121593499157665,0.12927608845888,0.0821369409166206,0.0806172927169874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,276000000.0,302000000.0,320000000.0,280000000.0,282000000.0,281000000.0,331000000.0,360000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6000000.0,7000000.0,-7000000.0,-31000000.0,33000000.0,-7000000.0,-2000000.0,1000000.0
,operatingExpenses,1352000000.0,1605000000.0,1583000000.0,1463000000.0,1464000000.0,1735000000.0,1787000000.0,1682000000.0
,costAndExpenses,22439000000.0,31661000000.0,31897000000.0,25076000000.0,19192000000.0,21894000000.0,41681000000.0,40525000000.0
,interestExpense,436000000.0,425000000.0,431000000.0,510000000.0,480000000.0,443000000.0,349000000.0,309000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,656000000.0,604000000.0,521000000.0,628000000.0,495000000.0,433000000.0,394000000.0,378000000.0
,EBITDA,1507000000.0,2612000000.0,2679000000.0,1775000000.0,1485000000.0,1691000000.0,2177000000.0,2102000000.0
,EBITDARatio,0.0647058823529412,0.0775787816685972,0.0786668624284246,0.0676886702513061,0.0735804181944307,0.0730390463026952,0.0500874286766059,0.0497526568676182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,851000000.0,2008000000.0,2158000000.0,1147000000.0,990000000.0,1258000000.0,1783000000.0,1724000000.0
,operatingIncomeRatio,0.0365392872477458,0.0596394309305296,0.0633680810453678,0.0437402280440834,0.0490536121296205,0.0543365583966828,0.0410224553653598,0.0408056995431845
,totalOtherIncomeExpensesNet,-3022000000.0,655000000.0,682000000.0,259000000.0,228000000.0,176000000.0,106000000.0,65000000.0
,incomeBeforeTax,-2607000000.0,2238000000.0,2409000000.0,896000000.0,738000000.0,991000000.0,1540000000.0,1480000000.0
,incomeBeforeTaxRatio,-0.111936453413482,0.0664706406486679,0.0707385112318309,0.0341684780536171,0.0365672381329898,0.0428040774015204,0.0354316215718756,0.0350304149210632
,incomeTaxExpense,-167000000.0,176000000.0,302000000.0,937000000.0,78000000.0,182000000.0,212000000.0,106000000.0
,netIncome,-568000000.0,331000000.0,334000000.0,-731000000.0,94000000.0,118000000.0,70000000.0,15000000.0
,netIncomeRatio,-0.0243881494203521,0.00983100181175562,0.00980766407282337,-0.0278762918049041,0.00465761569715588,0.00509675190048376,0.00161052825326707,0.00035503798906483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.38095238095238,1.97,2.12,-5.03,0.94,1.411372,1.278224,0.266297
,EPSDiluted,-3.38095238095238,1.96,2.11,-5.03,0.94,1.411372,1.251594,0.266297
,weightedAverageShsOut,168000000.0,168000000.0,158000000.0,145000000.0,99000000.0,83365662.0,54450545.0,49568772.0
,weightedAverageShsOutDil,168000000.0,170000000.0,282000000.0,145000000.0,99000000.0,83365662.0,244088650.0,49568772.0
