date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,51218000.0,106132000.0,85251000.0,90291000.0,129547000.0,143013000.0,182644000.0,152550000.0,138305000.0,146726000.0,97565607.0,93261201.0,146374922.0,139390659.0,127759475.0,94995847.0,43804272.0,19892158.0,10070507.0
,costOfRevenue,20888000.0,56537000.0,47804000.0,49339000.0,76970000.0,78767000.0,114581000.0,91858000.0,80594000.0,81835000.0,57557213.0,47632864.0,66022359.0,70901141.0,60433611.0,58916183.0,0.0,0.0,6334173.0
,grossProfit,30330000.0,49595000.0,37447000.0,40952000.0,52577000.0,64246000.0,68063000.0,60692000.0,57711000.0,64891000.0,40008394.0,45628337.0,80352563.0,68489518.0,67325864.0,36079664.0,0.0,0.0,3736334.0
,grossProfitRatio,0.592174626108009,0.467295443410093,0.439255844506223,0.453555725376837,0.405852702108115,0.449231888010181,0.372653905959134,0.397849885283514,0.417273417446947,0.44225972220329,0.410066571922214,0.489253156840646,0.548950338637926,0.491349409575573,0.526973549319923,0.379802540209995,0.0,0.0,0.371017467144405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,21001000.0,20127000.0,15423000.0,18094000.0,28446000.0,31058000.0,29561000.0,27346000.0,23395000.0,22794000.0,16804032.0,14477906.0,17485518.0,12018010.0,10094967.0,4465763.0,2291430.0,1291422.0,811673.0
,GeneralAndAdministrativeExpenses,12796000.0,13516000.0,10881000.0,13567000.0,21754000.0,18510000.0,20923000.0,19385000.0,22911000.0,22709000.0,17506440.0,16049461.0,51604744.0,42740472.0,36583869.0,8336380.0,36866045.0,0.0,976881.0
,SellingAndMarketingExpenses,16656000.0,16651000.0,13788000.0,15652000.0,22307000.0,16462000.0,12251000.0,11182000.0,13671000.0,15434000.0,13530198.0,17890196.0,0.0,0.0,0.0,0.0,0.0,0.0,1821237.0
,otherExpenses,46177000.0,0.0,0.0,14000.0,-73000.0,-8000.0,12000.0,24000.0,-25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,55784000.0,56557000.0,40873000.0,47313000.0,72507000.0,66030000.0,63169000.0,60839000.0,64705000.0,66392000.0,50569163.0,6277549.0,255638614.0,71405754.0,66774004.0,31230154.0,44322938.0,0.0,3974484.0
,costAndExpenses,76672000.0,113094000.0,88677000.0,96652000.0,149477000.0,144797000.0,177750000.0,152697000.0,145299000.0,148227000.0,108126376.0,53910413.0,321660973.0,142306895.0,127207615.0,90146337.0,44322938.0,23219881.0,10308657.0
,interestExpense,0.0,0.0,0.0,0.0,109000.0,76000.0,76000.0,76000.0,438000.0,604000.0,107209.0,98539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
