date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-108775000.0,-166860000.0,15923000.0,61061000.0,10663000.0,7064000.0,159504000.0,43391000.0,11779000.0,38418000.0,48012000.0,19790000.0,-6900000.0,-7138472.0,918120.0,-397754.0
,depreciationAndAmortization,78244000.0,72127000.0,103619000.0,107361000.0,84226000.0,65950000.0,60362000.0,51002000.0,52828000.0,50076000.0,38810000.0,29413000.0,4700000.0,1028101.0,13201.0,1693.0
,deferredIncomeTax,-13336000.0,-17252000.0,-24484000.0,-81077000.0,4910000.0,-27513000.0,23537000.0,27493000.0,10704000.0,22710000.0,16520000.0,0.0,0.0,38800.0,-38800.0,0.0
,stockBasedCompensation,7915000.0,9692000.0,11420000.0,12161000.0,7285000.0,5108000.0,3440000.0,3928000.0,4291000.0,3429000.0,2124000.0,1208000.0,2463000.0,0.0,0.0,0.0
,changeInWorkingCapital,63675000.0,-246820000.0,52732000.0,-85420000.0,-68278000.0,74538000.0,175262000.0,88457000.0,-79804000.0,-48728000.0,186069000.0,-4286000.0,81546017.0,-33561739.0,723787.0,164901.0
,accountsReceivables,57060000.0,-21762000.0,39695000.0,3624000.0,-36888000.0,41923000.0,-28145000.0,-25448000.0,7538000.0,-17059000.0,-30023000.0,13493000.0,-32274000.0,0.0,0.0,0.0
,inventory,-21632000.0,50022000.0,31284000.0,-268219000.0,-42012000.0,-78410000.0,-90910000.0,22759000.0,-63739000.0,-38837000.0,-83497000.0,-35724000.0,-1026000.0,-6903231.0,0.0,0.0
,accountsPayables,-22772000.0,-1778000.0,-49929000.0,6500000.0,49077000.0,-33212000.0,73023000.0,20564000.0,15045000.0,0.0,0.0,0.0,13322000.0,0.0,0.0,0.0
,otherWorkingCapital,189797000.0,126122000.0,372942000.0,320210000.0,405630000.0,473908000.0,399370000.0,224108000.0,135651000.0,215455000.0,264183000.0,78114000.0,82400000.0,853983.0,34415722.0,33691935.0
,otherNonCashItems,22500000.0,20364000.0,108000.0,6889000.0,11488000.0,7853000.0,9689000.0,4827000.0,5378000.0,0.0,248000.0,55000.0,2600000.0,3604302.0,143250.0,0.0
,netCashProvidedByOperatingActivites,98895000.0,-9532000.0,38967000.0,-159820000.0,82987000.0,10226000.0,221550000.0,107336000.0,-10651000.0,108889000.0,34816000.0,53427000.0,-44500000.0,-9206815.0,558441.0,-181160.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-110579000.0,-75481000.0,-44187000.0,-46467000.0,-58171000.0,-63418000.0,-59547000.0,-19764000.0,-26776000.0,-42483000.0,-20030000.0,-13788000.0,-79870000.0,-100211960.0,-36607170.0,-788539.0
,acquisitionsNet,-21000000.0,0.0,0.0,0.0,-508000000.0,-117000000.0,-24000000.0,-123000000.0,-1000000.0,-8000000.0,-42000000.0,-3000000.0,10000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-665000.0,-1173000.0,877000.0,0.0,0.0,-28064700.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28064700.0,0.0
,otherInvestingActivites,39952000.0,3469000.0,679150000.0,0.0,58000.0,68000.0,9258000.0,245000.0,109713000.0,-3923000.0,0.0,278000.0,0.0,-2422870.0,-3500000.0,0.0
,netCashUsedForInvestingActivites,-11452000.0,30644000.0,507465000.0,-128480000.0,-572598000.0,-183201000.0,-78595000.0,-147584000.0,81447000.0,-54521000.0,-62566000.0,-17784000.0,-73000000.0,-103083885.0,-11832179.0,-28853239.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2481472000.0,-2886207000.0,-4468865000.0,-4672607000.0,-4173771000.0,-3415376000.0,-4228379000.0,-3625051000.0,-3372597000.0,-3754312000.0,-50392000.0,-29080000.0,-80012000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,157452000.0,0.0,0.0,0.0,0.0,79732000.0,0.0,60000000.0,9720000.0,48877519.0,34203242.0
,commonStockRepurchased,-11479000.0,-61646000.0,-2978000.0,-6724000.0,-6005000.0,-4003000.0,0.0,0.0,-10445000.0,-28201000.0,0.0,0.0,60000000.0,0.0,0.0,0.0
,dividendsPaid,-9675000.0,-31686000.0,-41265000.0,-39383000.0,-37278000.0,-19795000.0,-8908000.0,-2426000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-5161000.0,-912000.0,-7964000.0,13358000.0,-30694000.0,-2589000.0,-8177000.0,-11344000.0,-6076000.0,5917000.0,34680000.0,10341000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-82529000.0,-69411000.0,-540597000.0,250740000.0,408955000.0,132332000.0,10528000.0,57986000.0,8505000.0,-112585000.0,171176000.0,-8158000.0,179200000.0,81116104.0,48567266.0,34203242.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
