date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,816000000.0,884000000.0,592000000.0,469050000.0,309471000.0,398462000.0,263791000.0,349516000.0,323804000.0,-292728000.0,-1216111000.0,-266269000.0,493745000.0,583125000.0,480121000.0,405987000.0,337823000.0,256278000.0,283020000.0,161709000.0,194100000.0,146800000.0,122400000.0,101400000.0,81300000.0,63800000.0,53000000.0,43400000.0,29100000.0,26600000.0,17700000.0,-17900000.0
,depreciationAndAmortization,188000000.0,193000000.0,179000000.0,123086000.0,151088000.0,128648000.0,130616000.0,214617000.0,299948000.0,372754000.0,213040000.0,140201000.0,124973000.0,133771000.0,100667000.0,94777000.0,94536000.0,87093000.0,119614000.0,114972000.0,90600000.0,52100000.0,31500000.0,21900000.0,18100000.0,17700000.0,17000000.0,15800000.0,5300000.0,5400000.0,5400000.0,12400000.0
,deferredIncomeTax,-2000000.0,0.0,154000000.0,-8442000.0,-29803000.0,25938000.0,-60117000.0,9788000.0,115604000.0,-28665000.0,-15071000.0,-231241000.0,-158702000.0,9368000.0,-32362000.0,-21914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,27000000.0,26000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29789000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-353000000.0,139000000.0,4000000.0,-74078000.0,-56544000.0,-5969000.0,363851000.0,79749000.0,201033000.0,462377000.0,-563549000.0,211428000.0,-3480000.0,261736000.0,-30624000.0,-66923000.0,-91810000.0,-14605000.0,7107000.0,6973000.0,-10500000.0,24300000.0,-39200000.0,22700000.0,-11700000.0,-22500000.0,-20000000.0,-7900000.0,10400000.0,5500000.0,2800000.0,43500000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26508000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-76000000.0,42000000.0,-33000000.0,-66635000.0,22453000.0,-36045000.0,-6286000.0,11983000.0,0.0,0.0,6327000.0,0.0,-23656000.0,234431000.0,-46235000.0,-62631000.0,-45918000.0,-42170000.0,-13804000.0,-23105000.0,-15300000.0,1100000.0,-39900000.0,17600000.0,-4500000.0,-24100000.0,-21900000.0,-14300000.0,11200000.0,11200000.0,-400000.0,0.0
,otherNonCashItems,-18000000.0,-25000000.0,-29000000.0,3352000.0,-14355000.0,-30710000.0,1356000.0,-26492000.0,33995000.0,-329959000.0,1132617000.0,1304348000.0,314345000.0,109792000.0,286116000.0,51036000.0,279035000.0,151055000.0,451930000.0,80337000.0,-139800000.0,-284000000.0,-92000000.0,5900000.0,122400000.0,-111600000.0,74100000.0,-73000000.0,1900000.0,41000000.0,31500000.0,2700000.0
,netCashProvidedByOperatingActivites,697000000.0,1176000000.0,928000000.0,596067000.0,535169000.0,454107000.0,876566000.0,765627000.0,1097067000.0,1460994000.0,1057898000.0,1173949000.0,732900000.0,1046987000.0,754194000.0,662372000.0,440187000.0,276065000.0,843377000.0,349187000.0,1400000.0,-62900000.0,22700000.0,151800000.0,210200000.0,-52600000.0,122500000.0,-22000000.0,46300000.0,79400000.0,53600000.0,40700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-117000000.0,-129000000.0,-169000000.0,-195663000.0,-157361000.0,-175799000.0,-88580000.0,-68894000.0,-77669000.0,-79071000.0,-103347000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4200000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,0.0,21000000.0,452000000.0,689000000.0,45000000.0,-13000000.0,-190000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2073000000.0,-4076000000.0,-5040000000.0,-9774287000.0,-5574402000.0,-2062358000.0,-1481032000.0,-2650102000.0,-3909053000.0,-5749401000.0,-1947307000.0,-4340553000.0,-5507463000.0,-2937867000.0,-3923910000.0,-4250698000.0,-8178273000.0,-12110941000.0,-9097053000.0,-2106390000.0,-2012000000.0,-4172200000.0,-2128000000.0,-883100000.0,-1046600000.0,-646800000.0,-464900000.0,-353500000.0,-305700000.0,-304800000.0,-18527500000.0,0.0
,salesMaturitiesOfInvestments,4520000000.0,3436000000.0,3409000000.0,8629311000.0,3640964000.0,1887731000.0,1531984000.0,1380339000.0,2308774000.0,1238980000.0,3402830000.0,3983438000.0,4326233000.0,3435913000.0,4161979000.0,4063228000.0,7010622000.0,11942828000.0,10054042000.0,2261152000.0,1660500000.0,5072900000.0,1365400000.0,675200000.0,772100000.0,689700000.0,1221300000.0,304600000.0,269300000.0,186000000.0,18919000000.0,0.0
