date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY
,revenue,8489000000.0,10231000000.0,9496000000.0,7872000000.0,12764000000.0,20951000000.0,17506000000.0,12316000000.0,11635000000.0,9366000000.0,7702000000.0,11629000000.0,7800000000.0,7325595000.0,4665290000.0,2709268000.0,1717432000.0,737751000.0,969051000.0,377946000.0,354946000.0,377946000.0,154000000.0,269092000.0,145591000.0,65800000.0,28800000.0,17100000.0
,costOfRevenue,8093000000.0,8364000000.0,7715000000.0,8524000000.0,12623000000.0,17022000000.0,14488000000.0,10080000000.0,6634000000.0,4610000000.0,1165000000.0,4537000000.0,2919000000.0,2255709000.0,1882857000.0,1064066000.0,625764000.0,294028000.0,252757000.0,178505000.0,131095000.0,178505000.0,68000000.0,108797000.0,40650000.0,11500000.0,8600000.0,6200000.0
,grossProfit,396000000.0,1867000000.0,1781000000.0,-652000000.0,141000000.0,3929000000.0,3018000000.0,2236000000.0,5001000000.0,4756000000.0,6537000000.0,7092000000.0,4881000000.0,5069886000.0,2782433000.0,1645202000.0,1091668000.0,443723000.0,716294000.0,199441000.0,223851000.0,199441000.0,86000000.0,160295000.0,104941000.0,54300000.0,20200000.0,10900000.0
,grossProfitRatio,0.0466486040758629,0.1824846056104,0.187552653748947,-0.0828252032520325,0.0110466938263867,0.187532814662785,0.172398034959442,0.181552452094836,0.429823807477439,0.507794149049754,0.848740586860556,0.609854673660676,0.625769230769231,0.692078390902036,0.596411584274504,0.607249633480335,0.635639722562524,0.601453606975795,0.73917059060875,0.52769707841861,0.630662128887211,0.52769707841861,0.558441558441558,0.595688463425148,0.720793180897171,0.825227963525836,0.701388888888889,0.637426900584795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,315000000.0,280000000.0,262000000.0,240000000.0,235000000.0,322000000.0,-9004000000.0,542000000.0,-4419000000.0,453000000.0,2665000000.0,377000000.0,243000000.0,193905000.0,64272000.0,37045000.0,23753000.0,17618000.0,14449000.0,19918000.0,13477000.0,19918000.0,6000000.0,8802000.0,4828000.0,3600000.0,3100000.0,5200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,9461000000.0,0.0,4967000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,39000000.0,70000000.0,9000000.0,19000000.0,8000000.0,22000000.0,26000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179000000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,8540000000.0,8680000000.0,7939000000.0,8887000000.0,13211000000.0,17578000000.0,14945000000.0,10622000000.0,9105000000.0,6677000000.0,5483000000.0,7165000000.0,5151000000.0,3912373000.0,2892130000.0,1712433000.0,1035775000.0,546844000.0,448771000.0,353143000.0,247426000.0,353143000.0,0.0,224645000.0,99534000.0,42800000.0,21900000.0,16100000.0
,interestExpense,657000000.0,487000000.0,563000000.0,451000000.0,329000000.0,173000000.0,169000000.0,77000000.0,44000000.0,19000000.0,113000000.0,0.0,406000000.0,300722000.0,219800000.0,167328000.0,154356000.0,111280000.0,98321000.0,68249000.0,81052000.0,68249000.0,0.0,0.0,13679000.0,0.0,0.0,0.0
