date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,201727000.0,166023000.0,99828000.0,71615000.0,28037000.0,15470000.0,2704597.0,1329367.0,1656000.0,1755561.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,60210000.0,40849000.0,28430000.0,21262000.0,25602000.0,12390000.0,9335772.0,4655149.0,6476546.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,261937000.0,206872000.0,128258000.0,92877000.0,53639000.0,27860000.0,12040369.0,22640766.0,8132546.0,21058282.0,815413.0,15772.0,57140.0
,costAndExpenses,261937000.0,206872000.0,128258000.0,92877000.0,53639000.0,27860000.0,12040369.0,22640766.0,8132546.0,21058282.0,815413.0,15772.0,57140.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444729.0,2419951.0,151507.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1140000.0,1169000.0,956000.0,952000.0,978000.0,999000.0,88221.0,7087.0,6211.0,2704.0,58597.0,1332.0,1332.0
,EBITDA,-260797000.0,-205703000.0,-127302000.0,-91925000.0,-52661000.0,-26861000.0,-11952148.0,-22633679.0,-8126335.0,-21055578.0,-756816.0,-14440.0,-55808.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-261937000.0,-206872000.0,-128258000.0,-92877000.0,-53639000.0,-27860000.0,-12040369.0,-22640766.0,-8132546.0,-21058282.0,-815413.0,-15772.0,-57140.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,2356000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2295868.0,8635147.0,-4484311.0,-792575.0,0.0,0.0
,incomeBeforeTax,-259581000.0,-197556000.0,-123580000.0,-92064000.0,-52894000.0,-27660000.0,-12034709.0,-25381363.0,-3307619.0,0.0,-1607988.0,0.0,-57140.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-259581000.0,-197556000.0,-123580000.0,-92064000.0,-52894000.0,-27660000.0,-12034709.0,-25381363.0,-3307619.0,-25694100.0,-1607988.0,-15772.0,-57140.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.08773806459915,-1.59,-1.27,-1.41,-1.85,-0.62,-0.48,-3.47,-4.0,-34.0,-2.0,-0.0129874835309618,-0.041667
,EPSDiluted,-2.08773806459915,-1.59,-1.27,-1.41,-1.85,-0.62,-0.48,-3.47,-4.0,-34.0,-2.0,-0.0129874835309618,-0.041667
,weightedAverageShsOut,138075000.0,124336000.0,97277000.0,65242000.0,55268000.0,44410000.0,24985542.0,9762513.0,798530.0,759239.0,652462.0,1214400.0,1214400.0
,weightedAverageShsOutDil,138075000.0,124336000.0,97277000.0,65242000.0,55268000.0,44410000.0,24985542.0,9762513.0,798530.0,759239.0,652462.0,1214400.0,1214400.0
