date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,448588000.0,713513000.0,793602000.0,690727000.0,615015000.0,607798000.0,548523000.0,441900000.0,397300000.0,333200000.0,358000000.0,526400000.0,567300000.0,439900000.0,221300000.0,107100000.0,211200000.0,101700000.0,77300000.0
,costOfRevenue,289837000.0,493523000.0,529031000.0,456488000.0,397724000.0,413943000.0,369544000.0,296200000.0,272000000.0,231400000.0,236600000.0,349100000.0,407600000.0,316800000.0,152100000.0,69100000.0,127600000.0,60600000.0,69300000.0
,grossProfit,158751000.0,219990000.0,264571000.0,234239000.0,217291000.0,193855000.0,178979000.0,145600000.0,125300000.0,101700000.0,121400000.0,177300000.0,159700000.0,123100000.0,69200000.0,38000000.0,83600000.0,41200000.0,8000000.0
,grossProfitRatio,0.353890429525533,0.308319540078457,0.333379956199707,0.339119507417547,0.353310081867922,0.318946426279784,0.326292607602598,0.32948630911971,0.315378806946892,0.305222088835534,0.339106145251397,0.336816109422492,0.281508901815618,0.279836326437827,0.31269769543606,0.354808590102708,0.395833333333333,0.405113077679449,0.103492884864166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,82029000.0,86473000.0,93707000.0,82653000.0,72675000.0,74020000.0,80937000.0,73100000.0,61800000.0,60900000.0,60900000.0,80100000.0,54700000.0,43000000.0,34100000.0,30400000.0,24500000.0,16000000.0,14900000.0
,GeneralAndAdministrativeExpenses,48513000.0,118611000.0,61582000.0,118039000.0,40584000.0,40321000.0,37027000.0,35118000.0,32733000.0,25401000.0,26901000.0,38596000.0,55600000.0,37600000.0,12886000.0,10849000.0,29000000.0,18200000.0,16300000.0
,SellingAndMarketingExpenses,86481000.0,22309000.0,88587000.0,0.0,64242000.0,54144000.0,50476000.0,42182000.0,37067000.0,45499000.0,51599000.0,52804000.0,0.0,0.0,13714000.0,15551000.0,0.0,0.0,0.0
,otherExpenses,-2027000.0,-109000.0,0.0,0.0,0.0,115000.0,854000.0,-98000.0,-196000.0,35000.0,-241000.0,-4399000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
