date,,2020-08-29_FY,2019-08-31_FY,2018-08-25_FY,2017-08-26_FY,2016-08-27_FY,2015-08-29_FY,2014-08-30_FY,2013-08-31_FY,2012-08-25_FY,2011-08-27_FY,2010-08-28_FY,2009-08-29_FY,2008-08-30_FY,2007-08-25_FY,2006-08-26_FY,2005-08-27_FY,2004-08-28_FY,2003-08-30_FY,2002-08-31_FY,2001-08-25_FY,2000-08-26_FY,1999-08-28_FY,1998-08-29_FY,1997-08-30_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY,1992-08-31_FY,1991-08-31_FY,1990-08-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1732972000.0,1617221000.0,1337536000.0,1280869000.0,1241007000.0,1160241000.0,1070000000.0,1016480000.0,930000000.0,849000000.0,738000000.0,657000000.0,642000000.0,596000000.0,569000000.0,571000000.0,566000000.0,518000000.0,428148000.0,176000000.0,268000000.0,245000000.0,228000000.0,195000000.0,167200000.0,138800000.0,116400000.0,86900000.0,63300000.0,44000000.0,23300000.0
,depreciationAndAmortization,408196000.0,369957000.0,345084000.0,323051000.0,297397000.0,269919000.0,251300000.0,227251000.0,211800000.0,196200000.0,192100000.0,180400000.0,169500000.0,159400000.0,139500000.0,135600000.0,106900000.0,109700000.0,118255000.0,131400000.0,126800000.0,128500000.0,96600000.0,77900000.0,63500000.0,48300000.0,33100000.0,21300000.0,13700000.0,9500000.0,8300000.0
,deferredIncomeTax,-51077000.0,35051000.0,-124261000.0,74902000.0,45019000.0,35971000.0,-14700000.0,19704000.0,25600000.0,44700000.0,-9000000.0,46300000.0,67500000.0,24800000.0,36300000.0,-16600000.0,44500000.0,65700000.0,28483000.0,-47000000.0,39300000.0,42900000.0,20200000.0,-7800000.0,6100000.0,-7200000.0,-300000.0,-6600000.0,-2300000.0,-4000000.0,-2600000.0
,stockBasedCompensation,44800000.0,43255000.0,43674000.0,38244000.0,39825000.0,40995000.0,39390000.0,37307000.0,33363000.0,26625000.0,19120000.0,19135000.0,18388000.0,18462000.0,17370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1012237000.0,-90644000.0,-237766000.0,295701000.0,291832000.0,217921000.0,-69363000.0,-214437000.0,-38200000.0,-186300000.0,-307100000.0,-212100000.0,82400000.0,-79700000.0,-54000000.0,180600000.0,28300000.0,-7157000.0,-145243000.0,-90500000.0,-72200000.0,-32800000.0,71000000.0,186100000.0,-30100000.0,-55100000.0,-7000000.0,19100000.0,16400000.0,29000000.0,13500000.0
,accountsReceivables,-58564000.0,-48512000.0,7534000.0,7795000.0,-41447000.0,-36466000.0,-27963000.0,-8196000.0,-21276000.0,-14605000.0,782000.0,-56823000.0,-11145000.0,20487000.0,37900000.0,-42485000.0,-24700000.0,-27468000.0,0.0,2300000.0,4500000.0,16400000.0,-23600000.0,-3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-184174000.0,-394147000.0,-188782000.0,-236807000.0,-227518000.0,-266776000.0,-276834000.0,-232846000.0,-167914000.0,-155421000.0,-96077000.0,-76337000.0,-137841000.0,-160780000.0,-182790000.0,-124566000.0,-50200000.0,-135732000.0,-168150000.0,-133900000.0,20700000.0,-163100000.0,-257200000.0,-153500000.0,-158700000.0,-61700000.0,-74000000.0,-61800000.0,7400000.0,-29000000.0,-11700000.0
,accountsPayables,531131000.0,464176000.0,319609000.0,82614000.0,271198000.0,291520000.0,285091000.0,356935000.0,197406000.0,342826000.0,349122000.0,137158000.0,175733000.0,186228000.0,184986000.0,109341000.0,-107200000.0,145455000.0,0.0,-156900000.0,-31400000.0,-74000000.0,-233600000.0,-68500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,528781000.0,-483456000.0,-392812000.0,-155046000.0,-450747000.0,-742579000.0,-960500000.0,-891137000.0,-676700000.0,-638500000.0,-452200000.0,-145100000.0,67000000.0,-15400000.0,64300000.0,118300000.0,-62300000.0,-90600000.0,-83443000.0,61800000.0,152300000.0,224500000.0,257300000.0,186300000.0,200000.0,30300000.0,85400000.0,92400000.0,73300000.0,56900000.0,27900000.0
,otherNonCashItems,0.0,1366000.0,363896000.0,28852000.0,-4916000.0,47225000.0,22500000.0,8239000.0,-21600000.0,600000.0,3400000.0,14400000.0,10100000.0,3700000.0,8300000.0,54000000.0,-13500000.0,37400000.0,0.0,170300000.0,4100000.0,0.0,0.0,0.0,100000.0,2000000.0,-100000.0,700000.0,600000.0,800000.0,1000000.0
,netCashProvidedByOperatingActivites,2720108000.0,2128513000.0,2080292000.0,1570612000.0,1641060000.0,1573018000.0,1341200000.0,1415011000.0,1224000000.0,1291500000.0,1196300000.0,923800000.0,921100000.0,845200000.0,822700000.0,648100000.0,638400000.0,698300000.0,739091000.0,458900000.0,513000000.0,307400000.0,366800000.0,177600000.0,174200000.0,180100000.0,128300000.0,117000000.0,109300000.0,35700000.0,43900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-457736000.0,0.0,-521788000.0,-553832000.0,-488791000.0,-480579000.0,-438116000.0,0.0,-378054000.0,-321600000.0,-315400000.0,-272200000.0,-243600000.0,-224500000.0,-263600000.0,-283500000.0,-184900000.0,-182200000.0,-117239000.0,-169300000.0,-249700000.0,-428300000.0,-337200000.0,-295400000.0,-288200000.0,-258100000.0,-173000000.0,-120600000.0,-70800000.0,-41100000.0,-25900000.0
,acquisitionsNet,-0.0,0.0,35000000.0,0.0,0.0,-75744000.0,0.0,-116000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1021852000.0,-55538000.0,-1696549000.0,-1157360000.0,-1582632000.0,-1321156000.0,-1148948000.0,-44469000.0,-1408534000.0,-43772000.0,-56156000.0,-48444000.0,-54282000.0,-94615000.0,-159957000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,84237000.0,53140000.0,69644000.0,82993000.0,120472000.0,46411000.0,46796000.0,37944000.0,42385000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
