date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,147683000.0,181712000.0,162720000.0,151493000.0,118056000.0,94761000.0,78138000.0,74594000.0,77277000.0,60290000.0,53274000.0,53682000.0,83379000.0,101726000.0,100692000.0,75620000.0,52641000.0,39088000.0,28327000.0,19328000.0,9531000.0
,costOfRevenue,71911000.0,83549000.0,82338000.0,65383000.0,49921000.0,40478000.0,34765000.0,32712000.0,35737000.0,25978000.0,23058000.0,21759000.0,32358000.0,35002000.0,29859000.0,19792000.0,14689000.0,12317000.0,9991000.0,6941000.0,3365000.0
,grossProfit,75772000.0,98163000.0,80382000.0,86110000.0,68135000.0,54283000.0,43373000.0,41882000.0,41540000.0,34312000.0,30216000.0,31923000.0,51021000.0,66724000.0,70833000.0,55828000.0,37952000.0,26771000.0,18336000.0,12387000.0,6166000.0
,grossProfitRatio,0.513071917553137,0.540211983798538,0.493989675516224,0.568409101410626,0.577141356644304,0.572841147729551,0.555082034349484,0.561466069657077,0.537546747415143,0.569115939625145,0.567180988850096,0.594668604001341,0.611916669665024,0.65591884080766,0.70346204266476,0.738270298862735,0.720958948348246,0.684890503479329,0.647297631235217,0.64088369205298,0.646941559122862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,14322000.0,15085000.0,14359000.0,12874000.0,11232000.0,10733000.0,10543000.0,9216000.0,8427000.0,9141000.0,7004000.0,6810000.0,7550000.0,7169000.0,6473000.0,5065000.0,4136000.0,3448000.0,2988000.0,2108000.0,1539000.0
,GeneralAndAdministrativeExpenses,31512000.0,24033000.0,20995000.0,14090000.0,12943000.0,12129000.0,11203000.0,9938000.0,11276000.0,10104000.0,9576000.0,10320000.0,46624000.0,49998000.0,48082000.0,32784000.0,27396000.0,18159000.0,5416000.0,0.0,989000.0
,SellingAndMarketingExpenses,52766000.0,71109000.0,58420000.0,52070000.0,41563000.0,35942000.0,32246000.0,27984000.0,28664000.0,25499000.0,24735000.0,24286000.0,0.0,0.0,0.0,0.0,0.0,0.0,8602000.0,5431000.0,2794000.0
,otherExpenses,0.0,0.0,0.0,0.0,-7000.0,-37000.0,-180000.0,34000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,98600000.0,110227000.0,93774000.0,79034000.0,65738000.0,58804000.0,53992000.0,47138000.0,48367000.0,44744000.0,41315000.0,41416000.0,54174000.0,57167000.0,73490000.0,39156000.0,32799000.0,21607000.0,17006000.0,9877000.0,5322000.0
,costAndExpenses,170511000.0,193776000.0,176112000.0,144417000.0,115659000.0,99282000.0,88757000.0,79850000.0,84104000.0,70722000.0,64373000.0,63175000.0,86532000.0,92169000.0,103349000.0,58948000.0,47488000.0,33924000.0,26997000.0,16818000.0,8687000.0
,interestExpense,579000.0,199000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1394000.0,1548000.0,1209000.0,1016000.0,982000.0,1186000.0,1336000.0,1304000.0,1606000.0,637000.0,717000.0,860000.0,904000.0,913000.0,869000.0,1307000.0,1267000.0,443000.0,382000.0,0.0,0.0
,EBITDA,-21434000.0,-10516000.0,-12183000.0,8092000.0,3379000.0,-3335000.0,-9283000.0,-3952000.0,-5221000.0,-9795000.0,-10382000.0,-8633000.0,-2249000.0,10470000.0,-1788000.0,17979000.0,6420000.0,5607000.0,1712000.0,2510000.0,844000.0
