date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,3688951000.0,4000025000.0,3739701000.0,2848592000.0,2338334000.0,2055220000.0,1832453000.0,1608700000.0,1447300000.0,1299700000.0,1032200000.0,773900000.0,815500000.0,799300000.0,659800000.0,562000000.0,456100000.0,280119086.0592,158038447.78368,121970723.0
,costOfRevenue,1261731000.0,1221935000.0,1038766000.0,763440000.0,663001000.0,569979000.0,496000000.0,442500000.0,405200000.0,370700000.0,345900000.0,305700000.0,377500000.0,349000000.0,294100000.0,269300000.0,224600000.0,151477222.80785,92220211.8432,84208642.0
,grossProfit,2427220000.0,2778090000.0,2700935000.0,2085152000.0,1675333000.0,1485241000.0,1336453000.0,1166200000.0,1042100000.0,929000000.0,686400000.0,468200000.0,438000000.0,450300000.0,365800000.0,292700000.0,231500000.0,128641863.25135,65818235.94048,37762081.0
,grossProfitRatio,0.657970246826266,0.694518159261505,0.722232873697657,0.731993911377972,0.716464371642374,0.722667646286042,0.729324572035408,0.724933175856281,0.720030401437159,0.714780333923213,0.664987405541562,0.604987724512211,0.537093807480074,0.563367946953584,0.554410427402243,0.520818505338078,0.507564130673098,0.459239907787515,0.416469769625748,0.309599550377348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,377438000.0,1742984000.0,1724857000.0,1355453000.0,1176340000.0,1018567000.0,903670000.0,753554000.0,616005000.0,540147000.0,456252000.0,379310000.0,372747000.0,334444000.0,17776543000.0,14299207000.0,141100000.0,94860198.3339,63547434.42528,0.0
,SellingAndMarketingExpenses,1182677000.0,-170679000.0,-174122000.0,-141061000.0,-112846000.0,-101032000.0,-90830000.0,-75954000.0,-59405000.0,-52347000.0,-42052000.0,-31410000.0,-31547000.0,-24844000.0,-17525443000.0,-14083507000.0,0.0,0.0,0.0,18503675.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
