date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY
,revenue,165829381.0,544336137.0,-59315245.0,120307963.0,37627666.0,39675601.0,175694036.0,-98676103.0,36688936.0,12605417.0,30862499.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2473978.0,1935797.0,1792794.0,2461421.0,1806869.0,882027.0,996599.0,1323694.0,473431.0,397636.0,454174.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,2055318.0,1935579.0,2659805.0,1888142.0,941245.0,0.0,0.0,0.0,0.0,17607.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,40143064.0,57829880.0,52405018.0,38913832.0,12496637.0,5899926.0,6896535.0,6141890.0,3631076.0,2991725.0,2203308.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,174627562.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.98436761939068,0.996224174989874,1.03263206617456,0.977891696163121,0.949820379504804,0.976276477828275,0.993929936244393,1.0140189362768,0.987184447104162,0.971332562818033,0.999429501804115
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,163237073.0,542280819.0,-61250824.0,117648158.0,35739524.0,38734356.0,174627562.0,-100059437.0,36218747.0,12244052.0,30844892.0
,incomeBeforeTaxRatio,0.98436761939068,0.996224174989874,1.03263206617456,0.977891696163121,0.949820379504804,0.976276477828275,0.993929936244393,1.0140189362768,0.987184447104162,0.971332562818033,0.999429501804115
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,163237073.0,542280819.0,-61250824.0,117648158.0,35739524.0,38734356.0,174627562.0,-100059437.0,36218747.0,12244052.0,30844892.0
,netIncomeRatio,0.98436761939068,0.996224174989874,1.03263206617456,0.977891696163121,0.949820379504804,0.976276477828275,0.993929936244393,1.0140189362768,0.987184447104162,0.971332562818033,0.999429501804115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.620100063699292,2.06,-0.23,0.45,1.3,0.49,2.22,-0.94,1.628262,0.542093,1.370663
,EPSDiluted,0.620100063699292,2.06,-0.23,0.45,1.3,0.49,2.22,-0.94,1.628262,0.542093,1.370663
,weightedAverageShsOut,263243116.0,263243116.0,266307930.0,261440351.0,262776347.0,79049706.0,78661064.0,78883061.0,22243814.0,22241117.0,22240032.0
,weightedAverageShsOutDil,263243116.0,263243116.0,266307930.0,261440351.0,262776347.0,79049706.0,78661064.0,78883061.0,22243814.0,22241117.0,22240032.0
