date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1990-04-30_FY
,revenue,42592060.0,31803387.0,15864483.0,13655592.0,22127342.0,32604865.0,24490586.0,31456778.0,35033897.0,18565102.0,22221955.0,27543341.0,25634126.0,19319889.0,14824242.0,11161555.0,8829255.0,9045560.0,8416512.0,6716174.0,5766868.0,4715477.0,5451399.0,2916408.0,2064258.0,2200000.0,16200000.0,12500000.0,11200000.0,13100000.0,10700000.0,5300000.0
,costOfRevenue,11805202.0,10146565.0,7081981.0,6636080.0,8777858.0,13634906.0,11369108.0,13952420.0,14412884.0,8699912.0,9297136.0,14025523.0,14904325.0,12163574.0,9334832.0,6370155.0,5206962.0,5456838.0,4855321.0,5337830.0,3604990.0,3314958.0,5273369.0,3475709.0,3684698.0,2500000.0,7500000.0,6900000.0,6100000.0,7200000.0,6100000.0,3100000.0
,grossProfit,30786858.0,21656822.0,8782502.0,7019512.0,13349484.0,18969959.0,13121478.0,17504358.0,20621013.0,9865190.0,12924819.0,13517818.0,10729801.0,7156315.0,5489410.0,4791400.0,3622293.0,3588722.0,3561191.0,1378344.0,2161878.0,1400519.0,178030.0,-559301.0,-1620440.0,-300000.0,8700000.0,5600000.0,5100000.0,5900000.0,4600000.0,2200000.0
,grossProfitRatio,0.722830922007529,0.680959609742195,0.553595222737482,0.514039376689052,0.60330264701472,0.58181375693474,0.535776399960377,0.556457435024019,0.58860174761603,0.531383560402738,0.581623849026785,0.490783525498958,0.41857487163791,0.370411807231398,0.370299540441933,0.429277103414354,0.410260322077004,0.396738510385206,0.423119577326094,0.20522755961951,0.374879050465521,0.297004735682095,0.0326576719113754,-0.19177735076848,-0.784998774378009,-0.136363636363636,0.537037037037037,0.448,0.455357142857143,0.450381679389313,0.429906542056075,0.415094339622642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,16935222.0,13743826.0,10850958.0,3504482.0,99393.0,219815.0,0.0,0.0,0.0,10929.0,381.0,105916.0,284216.0,208608.0,210876.0,273776.0,179201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,14498330.0,14348890.0,14817433.0,11019091.0,8660174.0,12131737.0,9139445.0,7493043.0,9628134.0,6226155.0,6425175.0,7006111.0,7038060.0,5891925.0,4819678.0,5705775.0,4463018.0,4887305.0,4928639.0,1852044.0,2974764.0,3142727.0,2895108.0,3036765.0,2987839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,54270.0,88866.0,0.0,58121.0,221718.0,52949.0,332764.0,220181.0,191153.0,223800.0,179874.0,218500.0,123103.0,47601.0,36533.0,43832.0,129155.0,0.0,0.0,433821.0,1642347.0,2980540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-126860.0,93291.0,-15451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
