date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,152302000.0,139051000.0,136645000.0,84639000.0,58796000.0,-4955000.0,-73948000.0,-61235000.0
,depreciationAndAmortization,89273000.0,72347000.0,66890000.0,54727000.0,55017000.0,59465000.0,58695000.0,48412000.0
,deferredIncomeTax,4483000.0,-796000.0,-9008000.0,938000.0,2556000.0,-3650000.0,-36510000.0,-5962000.0
,stockBasedCompensation,13064000.0,11798000.0,14664000.0,12788000.0,21127000.0,13523000.0,8398000.0,2199000.0
,changeInWorkingCapital,-19680000.0,-9844000.0,-46719000.0,-39825000.0,14622000.0,43336000.0,35501000.0,-7556000.0
,accountsReceivables,16920000.0,6026000.0,-44419000.0,-13445000.0,24538000.0,7038000.0,-12124000.0,20363000.0
,inventory,24642000.0,9002000.0,-36528000.0,-10301000.0,-2437000.0,67509000.0,7675000.0,-21792000.0
,accountsPayables,-5835000.0,-21981000.0,31667000.0,8673000.0,4061000.0,-43710000.0,26804000.0,-7709000.0
,otherWorkingCapital,552506000.0,412003000.0,374391000.0,293922000.0,378099000.0,270994000.0,236242000.0,4046000.0
,otherNonCashItems,1032000.0,-134000.0,3565000.0,2342000.0,3396000.0,3631000.0,4731000.0,5559000.0
,netCashProvidedByOperatingActivites,248762000.0,209694000.0,145703000.0,121654000.0,156646000.0,141073000.0,86333000.0,35424000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-33770000.0,-34860000.0,-38501000.0,-25122000.0,-16830000.0,-26849000.0,-24362000.0,-14999000.0
,acquisitionsNet,0.0,-98000000.0,39000000.0,-184000000.0,0.0,-31000000.0,-40000000.0,-102000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,1328000.0,4844000.0,2736000.0,0.0
,otherInvestingActivites,2337000.0,-322000.0,1502000.0,3112000.0,2532000.0,-78000.0,5157000.0,1319000.0
,netCashUsedForInvestingActivites,-27513000.0,-133101000.0,2514000.0,-205833000.0,-12895000.0,-51181000.0,-48860000.0,-113752000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-40000000.0,-99980000.0,-452367000.0,-657300000.0,-23794000.0,-833861000.0,-1120383000.0,-250995000.0
,commonStockIssued,-2972000.0,7374000.0,20110000.0,12168000.0,52000.0,49000.0,674000.0,587000.0
,commonStockRepurchased,-17983000.0,-24419000.0,-411775000.0,-13938000.0,0.0,-882000.0,-252765000.0,-253000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-3196000.0,-155000.0,-6116000.0,-4440000.0,-166000.0,896000.0,-11636000.0,-27000.0
,netCashUsedProvidedByFinancingActivities,-61179000.0,-78180000.0,-65931000.0,-67760000.0,-23908000.0,-44106000.0,-57584000.0,55823000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,986000.0,-1660000.0,-1342000.0,-2622000.0,-162000.0,-3088000.0,-1299000.0,-1152000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,161056000.0,-3247000.0,80944000.0,-154561000.0,119681000.0,47238000.0,-21410000.0,2843000.0
,cashAtEndOfPeriod,284471000.0,123415000.0,126662000.0,45718000.0,200279000.0,80598000.0,33360000.0,54770000.0
,cashAtBeginningOfPeriod,123415000.0,126662000.0,45718000.0,200279000.0,80598000.0,33360000.0,54770000.0,51927000.0
,operatingCashFlow,248762000.0,209694000.0,145703000.0,121654000.0,156646000.0,141073000.0,86333000.0,35424000.0
,capitalExpenditure,-33770000.0,-34860000.0,-38501000.0,-25122000.0,-16830000.0,-26849000.0,-24362000.0,-14999000.0
,freeCashFlow,214992000.0,174834000.0,107202000.0,96532000.0,139816000.0,114224000.0,61971000.0,20425000.0
