date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-298461000.0,-292068000.0,-203540000.0,9132000.0,-60923000.0,-45811000.0,-34657000.0,-21911263.0,-4845308.0,-3236491.0,-1808386.0,-942266.0,-188902.0,-270621.0,-439285.0,-308031.0,-763.0,-763.0
,depreciationAndAmortization,11007000.0,10989000.0,9054000.0,7079000.0,2885000.0,2370000.0,3184000.0,1290407.0,293302.0,159219.0,23413.0,2755.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-2125000.0,-373000.0,-6119000.0,-35679000.0,982000.0,33337000.0,-1702000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,31419000.0,12648000.0,6206000.0,4952000.0,4741000.0,6972000.0,3940000.0,1788734.0,863127.0,298034.0,250954.0,54524.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3799000.0,-165561000.0,167198000.0,-62824000.0,-96576000.0,45787000.0,37205797.0,22484386.0,1469500.0,-1751160.0,1844778.0,2712507.0,373598.0,490379.0,439285.0,-298494.0,763.0,763.0
,accountsReceivables,-1051000.0,0.0,0.0,0.0,0.0,-176000.0,0.0,116755.0,-18522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-3677000.0,10221000.0,3578000.0,1592000.0,3714000.0,-2713000.0,-497000.0,878641.0,-23171.0,42943.0,-134618.0,144610.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-1675000.0,-47618000.0,117943000.0,-49255000.0,13569000.0,110145000.0,64358000.0,27152203.0,4667817.0,3198317.0,4949477.0,3104699.0,392192.0,18594.0,-471785.0,-236773.0,0.0,763.0
,otherNonCashItems,59591000.0,90790000.0,72930000.0,1803000.0,-7957000.0,12392000.0,660000.0,1904542.0,0.0,-3236491.0,0.0,0.0,0.0,71000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-159536000.0,-172996000.0,-111767000.0,-99180000.0,-70892000.0,-42069000.0,-28764000.0,-16489614.0,-3797476.0,-2743375.0,-1546818.0,-734964.0,-203919.0,-668121.0,0.0,9537.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6528000.0,-11442000.0,-11195000.0,-10972000.0,-6860000.0,-3707000.0,-591000.0,-420233.0,-547884.0,-1051737.0,-46035.0,-45525.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,-2000000.0,-10000000.0,-10000000.0,-6000000.0,-4000000.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-11500000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-17040000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-39923000.0,-38173000.0,-21195000.0,-16529000.0,-17452000.0,12552000.0,-10591000.0,-503480.0,-547884.0,-1051737.0,-46035.0,59335.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-205564000.0,-3074000.0,-45725000.0,-53157000.0,-9451000.0,-3095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,317865000.0,47697000.0,83608000.0,57928000.0,107986000.0,0.0,71786000.0,37701369.0,5934031.0,1971001.0,3440525.0,4105535.0,562500.0,690000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-55000000.0,0.0,0.0,0.0,-15639000.0,0.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,8000000.0,-31206000.0,-1012000.0,0.0,-1951000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,174239000.0,78885000.0,325998000.0,53675000.0,131740000.0,-3347000.0,79590000.0,43568514.0,5970123.0,1984083.0,3440525.0,4105535.0,562500.0,690000.0,0.0,-9537.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,915000.0,-277000.0,-135000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
