date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,1502000000.0,2355700000.0,2189100000.0,1973300000.0,2004300000.0,1861200000.0,1855500000.0,1678200000.0,1578200000.0,1392400000.0,1173600000.0,1108300000.0,1324900000.0,1171100000.0,1193100000.0,1161400000.0,1074500000.0,896900000.0,850800000.0,1009400000.0,1055700000.0,1151500000.0,1089000000.0,936900000.0,695300000.0,350200000.0,313800000.0
,costOfRevenue,1262000000.0,1715300000.0,1608300000.0,1421500000.0,1439700000.0,1328400000.0,1346700000.0,1224200000.0,1171500000.0,1050300000.0,891000000.0,859800000.0,1035700000.0,888100000.0,928300000.0,907200000.0,845400000.0,722400000.0,689500000.0,818600000.0,824300000.0,847700000.0,770300000.0,678400000.0,527200000.0,271500000.0,251200000.0
,grossProfit,239000000.0,640400000.0,580800000.0,551800000.0,564600000.0,532800000.0,508800000.0,454000000.0,406700000.0,342100000.0,282600000.0,248500000.0,289200000.0,283000000.0,264800000.0,254200000.0,229100000.0,174500000.0,161300000.0,190800000.0,231400000.0,303800000.0,318700000.0,258500000.0,168100000.0,78700000.0,62600000.0
,grossProfitRatio,0.159121171770972,0.271851254404211,0.265314512813485,0.279633101910505,0.281694357132166,0.286266924564797,0.274211802748585,0.270527946609462,0.257698644024838,0.245690893421431,0.24079754601227,0.224217269692322,0.218280624952827,0.241653146614294,0.221942837985081,0.218873773032547,0.213215449046068,0.194559036681904,0.189586271744241,0.189023182088369,0.219191058065738,0.263829787234043,0.292653810835629,0.275909915679368,0.241766144110456,0.224728726442033,0.19949012109624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,56500000.0,55900000.0,49400000.0,46900000.0,44300000.0,47900000.0,41700000.0,36700000.0,32600000.0,30800000.0,30100000.0,31400000.0,34200000.0,30400000.0,25400000.0,21300000.0,17700000.0,14700000.0,18600000.0,21200000.0,24800000.0,23600000.0,18400000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,121000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120900000.0,123900000.0,148800000.0,130600000.0,127700000.0,138600000.0,49300000.0,45800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,57000000.0,0.0,0.0,0.0,-400000.0,0.0,-500000.0,-1000000.0,-1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
