Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,602384000.0,385966000.0,242116000.0,142305000.0
Revenue Growth,0.560717783431701,0.594136694807448,0.701387864094726,
Cost of Revenue,303934000.0,181200000.0,125238000.0,69702000.0
Gross Profit,298450000.0,204766000.0,116878000.0,72603000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,471766000.0,299260000.0,205558000.0,130073000.0
Operating Expenses,471766000.0,299260000.0,205558000.0,130073000.0
Operating Income,-173316000.0,-94494000.0,-88680000.0,-57470000.0
Interest Expense,-19866000.0,17642000.0,-7402000.0,4265000.0
Earnings before Tax,-153417000.0,-112105000.0,-81215000.0,-60981000.0
Income Tax Expense,2158000.0,170000.0,199000.0,-628000.0
Net Income - Non-Controlling int,0.0,0.0,45000.0,754000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-155575000.0,-112275000.0,-81414000.0,-60353000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-155575000.0,-112275000.0,-81414000.0,-60353000.0
EPS,-0.59,-0.5,-0.43,-1.8
EPS Diluted,-0.59,-0.5,-0.43,-1.8
Weighted Average Shs Out,285280580.0,285280580.0,293000000.0,
Weighted Average Shs Out (Dil),264432214.0,223465734.0,188679490.0,33610279.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.4954,0.5305,0.4827,0.5102
EBITDA Margin,-0.249,-0.216,-0.338,-0.377
EBIT Margin,-0.2877,-0.2447,-0.366,-0.3986
Profit Margin,-0.258,-0.291,-0.336,-0.424
Free Cash Flow margin,-0.228,-0.1864,-0.2193,-0.328
EBITDA,-149746000.0,-83483000.0,-81720000.0,-53612000.0
EBIT,-173283000.0,-94463000.0,-88617000.0,-56716000.0
Consolidated Income,-155575000.0,-112275000.0,-81459000.0,-61107000.0
Earnings Before Tax Margin,-0.2547,-0.2905,-0.3354,-0.4285
Net Profit Margin,-0.2583,-0.2909,-0.3363,-0.4241
