date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2004-03-12_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,616771000.0,574739000.0,550850000.0,529750000.0,462608000.0,366602000.0,326080000.0,273507000.0,236007000.0,211156000.0,192072000.0,195011000.0,203003000.0,193769000.0,166295000.0,138305000.0,123286000.0,113161000.0,113161000.0,102141000.0,91407000.0,92510000.0,84256000.0,69360000.0,49354000.0,33597000.0
,costOfRevenue,208575000.0,195164000.0,182454000.0,180881000.0,151264000.0,119161000.0,109847000.0,89143000.0,77987000.0,75317000.0,51845000.0,71546000.0,74743000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,408196000.0,379575000.0,368396000.0,348869000.0,311344000.0,247441000.0,216233000.0,184364000.0,158020000.0,135839000.0,140227000.0,123465000.0,128260000.0,0.0,0.0,0.0,0.0,113161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.661827485403821,0.660430212670447,0.668777344104566,0.658554034922133,0.673019057171515,0.674958128979111,0.663128680078508,0.674074155323264,0.669556411462372,0.643311106480517,0.730075180140781,0.633118131797693,0.631813322955818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,52055000.0,46980000.0,48887000.0,50031000.0,43103000.0,38659000.0,40792000.0,34939000.0,32313000.0,25986000.0,21857000.0,18650000.0,17279000.0,15234000.0,14095000.0,12863000.0,11071000.0,9616000.0,9616000.0,8586000.0,8026000.0,5786000.0,5571000.0,4849000.0,2757000.0,2282000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,331500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
