date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,441755000.0,339076000.0,223807000.0,124901000.0,17331000.0,61000.0,120000.0,1145000.0,4907000.0,2067000.0,42135000.0,6399000.0,1590000.0,7555000.0,8133000.0,10956300.0,4604300.0,7378400.0,6275600.0,3714000.0,4312000.0
,costOfRevenue,20550000.0,19598000.0,18330000.0,13060000.0,4406000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,421205000.0,319478000.0,205477000.0,111841000.0,12925000.0,0.0,0.0,0.0,0.0,2067000.0,42135000.0,6399000.0,1590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.953481001912825,0.942201748280621,0.918099076436394,0.895437186251511,0.74577346950551,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,319130000.0,240385000.0,187163000.0,149189000.0,99284000.0,73869000.0,60602000.0,26722000.0,18794000.0,17309000.0,20579000.0,41585000.0,56750000.0,57942000.0,49398000.0,30848000.0,23454000.0,16935000.0,14920700.0,13090000.0,9728000.0
,GeneralAndAdministrativeExpenses,388661000.0,325638000.0,265758000.0,255062000.0,186456000.0,90804000.0,32748000.0,12720000.0,6999000.0,7610000.0,6462000.0,10282000.0,11818000.0,12267000.0,11349000.0,15914600.0,7245600.0,4183400.0,3980800.0,3756000.0,2999000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-997000.0,997000.0,-1840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,707791000.0,566023000.0,452921000.0,404251000.0,285740000.0,164673000.0,93350000.0,39442000.0,25793000.0,24919000.0,27041000.0,51867000.0,68568000.0,70209000.0,57187000.0,46762600.0,30699600.0,21118400.0,18901500.0,18993000.0,15581000.0
,costAndExpenses,728341000.0,585621000.0,471251000.0,417311000.0,290146000.0,164673000.0,93350000.0,39442000.0,25793000.0,24919000.0,27041000.0,51867000.0,68568000.0,70209000.0,57187000.0,46762600.0,30699600.0,21118400.0,18901500.0,18993000.0,15581000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86000.0,181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2932000.0,2766000.0,3005000.0,2713000.0,1828000.0,647000.0,206000.0,79000.0,109000.0,285000.0,607000.0,1111000.0,1043000.0,768000.0,-146000.0,1025600.0,1305600.0,1343600.0,1402800.0,0.0,0.0
,EBITDA,-283654000.0,-243779000.0,-244439000.0,-289697000.0,-270987000.0,-163965000.0,-93024000.0,-38218000.0,-20777000.0,-22567000.0,15701000.0,-44357000.0,-65935000.0,-61886000.0,-49200000.0,-34780700.0,-24789700.0,-12396400.0,-11223100.0,-15279000.0,-11269000.0
,EBITDARatio,-0.642107050288056,-0.718950913659475,-1.09218657146559,-2.31941297507626,-15.6359702267613,-2687.95081967213,-775.2,-33.3781659388646,-4.23415528836356,-10.9177552007741,0.372635576124362,-6.93186435380528,-41.4685534591195,-8.19139642620781,-6.04942825525636,-3.17449321394996,-5.38403231761614,-1.680093245148,-1.78837083306775,-4.11389337641357,-2.61340445269017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-286586000.0,-246545000.0,-247444000.0,-292410000.0,-272815000.0,-164612000.0,-93230000.0,-38297000.0,-20886000.0,-22852000.0,15094000.0,-45468000.0,-66978000.0,-62654000.0,-49054000.0,-35806300.0,-26095300.0,-13740000.0,-12625900.0,-15279000.0,-11269000.0
,operatingIncomeRatio,-0.648744213421467,-0.727108376883059,-1.10561331861827,-2.34113417826919,-15.7414459638798,-2698.55737704918,-776.916666666667,-33.4471615720524,-4.25636845323008,-11.0556361877117,0.358229500415332,-7.10548523206751,-42.1245283018868,-8.29305095962938,-6.03147669986475,-3.26810145760886,-5.66759333666355,-1.8621923452239,-2.0119032443113,-4.11389337641357,-2.61340445269017
,totalOtherIncomeExpensesNet,-997000.0,997000.0,-1840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560000.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-280973000.0,-234383000.0,-243936000.0,-288284000.0,-270052000.0,-164113000.0,-92475000.0,-37948000.0,-20849000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,-0.636038075403787,-0.691240311906475,-1.08993909931325,-2.30810001521205,-15.5820206566269,-2690.37704918033,-770.625,-33.1423580786026,-4.24882820460567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,611000.0,876000.0,1256000.0,1119000.0,1341000.0,330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-281584000.0,-235259000.0,-245192000.0,-289403000.0,-271393000.0,-164443000.0,-92475000.0,-37948000.0,-20849000.0,-22765000.0,15139000.0,-45145000.0,-64244000.0,-56390000.0,-45048000.0,-34135100.0,-25917100.0,-14092600.0,-12868200.0,-14406000.0,-10194000.0
,netIncomeRatio,-0.637421195006282,-0.693823803513077,-1.09555107749087,-2.31705911081577,-15.6593964572154,-2695.7868852459,-770.625,-33.1423580786026,-4.24882820460567,-11.0135462022254,0.359297496143349,-7.05500859509298,-40.4050314465409,-7.46393117140966,-5.53891552932497,-3.11556821189635,-5.62889038507482,-1.90998048357367,-2.05051309834916,-3.87883683360258,-2.36410018552876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.79,-1.6,-1.94,-2.36,-2.34,-1.63,-0.95,-0.44,-0.38,-0.44,0.392273210167647,-1.2,-1.73,-1.6,-1.61,-1.55,-1.67,-9.65766501692007,-2.24,-2.99,-1.91
,EPSDiluted,-1.79,-1.6,-1.94,-2.36,-2.34,-1.63,-0.95,-0.44,-0.38,-0.44,0.390986570247934,-1.2,-1.73,-1.6,-1.61,-1.55,-1.67,-1.24,-2.24,-2.99,-1.91
,weightedAverageShsOut,157331000.0,147199000.0,126583000.0,122600000.0,115858000.0,100630000.0,97248000.0,85715000.0,55116000.0,52183000.0,38593000.0,37476000.0,37113000.0,35211000.0,27923000.0,22014443.0,10353351.0,1459214.0,1452005.0,1208000.0,1070000.0
,weightedAverageShsOutDil,157331000.0,147199000.0,126583000.0,122600000.0,115858000.0,100630000.0,97248000.0,85715000.0,55116000.0,52183000.0,38720000.0,37476000.0,37113000.0,35211000.0,27923000.0,22014443.0,10353351.0,11365000.0,1452005.0,1208000.0,1070000.0
