Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31
Revenue,139860000.0,122985000.0,121768000.0,113302000.0,79282000.0,82837000.0
Revenue Growth,0.1372,0.01,0.0747,0.4291,-0.0429,
Cost of Revenue,71373000.0,67120000.0,63461000.0,62832000.0,48776000.0,45748000.0
Gross Profit,68487000.0,55865000.0,58307000.0,50470000.0,30506000.0,37089000.0
R&D Expenses,19289000.0,17250000.0,17236000.0,16267000.0,10344000.0,10102000.0
SG&A Expense,39148000.0,41022000.0,41310000.0,38204000.0,21000000.0,22746000.0
Operating Expenses,58881000.0,58272000.0,58546000.0,54936000.0,32464000.0,32848000.0
Operating Income,9606000.0,-2407000.0,-239000.0,-4466000.0,-1958000.0,4241000.0
Interest Expense,450000.0,516000.0,612000.0,596000.0,200000.0,63000.0
Earnings before Tax,10536000.0,-2946000.0,-825000.0,-4749000.0,-807000.0,4797000.0
Income Tax Expense,3611000.0,2055000.0,97000.0,-1187000.0,-141000.0,1893000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,15000.0,16000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,6925000.0,-5001000.0,-922000.0,-3562000.0,-666000.0,2904000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,6925000.0,-5001000.0,-922000.0,-3562000.0,-666000.0,2904000.0
EPS,0.19,-0.14,-0.02,-0.1,-0.02,0.1
EPS Diluted,0.18,-0.14,-0.02,-0.1,-0.02,0.1
Weighted Average Shs Out,36673272.0,36543425.0,36498028.0,36451357.0,30581115.0,
Weighted Average Shs Out (Dil),37209999.0,36540199.0,36477774.0,35055000.0,30575000.0,30575000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.4897,0.4542,0.4788,0.4454,0.3848,0.4477
EBITDA Margin,0.109,0.02,0.037,-0.003,0.023,0.089
EBIT Margin,0.0785,-0.0198,-0.0017,-0.0367,-0.0077,0.0587
Profit Margin,0.05,-0.041,-0.008,-0.031,-0.008,0.035
Free Cash Flow margin,0.0433,-0.031,0.0678,-0.0761,0.0367,0.0251
EBITDA,15231000.0,2418000.0,4507000.0,-310000.0,1818000.0,7382000.0
EBIT,10986000.0,-2430000.0,-213000.0,-4153000.0,-607000.0,4860000.0
Consolidated Income,6925000.0,-5001000.0,-922000.0,-3562000.0,-651000.0,2920000.0
Earnings Before Tax Margin,0.0753,-0.024,-0.0068,-0.0419,-0.0102,0.0579
Net Profit Margin,0.0495,-0.0407,-0.0076,-0.0314,-0.0084,0.0351
