Date,2018-12-31,2017-12-31
Cash and cash equivalents,135633000.0,9287000.0
Short-term investments,0.0,0.0
Cash and short-term investments,135633000.0,9287000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,135785000.0,9420000.0
Property Plant & Equipment Net,11407000.0,10021000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,11843000.0,10047000.0
Total assets,147628000.0,19467000.0
Payables,2483000.0,1141000.0
Short-term debt,387000.0,400000.0
Total current liabilities,10298000.0,3124000.0
Long-term debt,73000.0,460000.0
Total debt,460000.0,860000.0
Deferred revenue,26725000.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,22051000.0,755000.0
Total liabilities,32349000.0,3879000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-47297000.0,-24498000.0
Total shareholders equity,-46944000.0,-24412000.0
Investments,0.0,0.0
Net Debt,-135173000.0,-8427000.0
Other Assets,152000.0,133000.0
Other Liabilities,7428000.0,1583000.0
