date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY
,revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,25231623.0,22260349.0,13344421.0,10672086.0,7254303.0,2271736.0,732395.0,263847.0,2653860.0,2597279.0,2728836.0,2139794.0,1479482.0,959698.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5856609.0,6846599.0,5989170.0,5008275.0,8334740.0,4836978.0,2236580.0,1868547.0,1551672.0,3439140.0,2911655.0,2593728.0,3790037.0,618224.0,25476.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108138.0,133805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4375025.0,2465691.0,1629513.0,2022902.0,151402.0,0.0,199655.0,-976880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,30938344.0,28808005.0,19184536.0,15539419.0,14876755.0,7108714.0,2968975.0,2132970.0,4315528.0,6180582.0,5641401.0,4733932.0,5269739.0,1577922.0,25591.0,0.0,0.0
,costAndExpenses,-31088232.0,28808005.0,19184536.0,15539419.0,14876755.0,7108714.0,2968975.0,2132970.0,4315528.0,6180582.0,5641401.0,4733932.0,5269739.0,1577922.0,25591.0,91541.0,14466.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,71825.0,7089.0,51341.0,144304.0,90246.0,291826.0,57861.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,1252.0,995.0,768.0,576.0,1858.0,1657.0,910.0,410.0,220.0,0.0,0.0,0.0,0.0
,EBITDA,-26257806.0,-28881374.0,-19134747.0,-15567040.0,-14875503.0,-7107719.0,-2968207.0,-2132394.0,-4313670.0,-6178925.0,-5640491.0,-4733522.0,-5269519.0,-1579159.0,-25650.0,-91666.0,-14466.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-30938344.0,-28808005.0,-19184536.0,-15539419.0,-14876755.0,-7108714.0,-2968975.0,-2132970.0,-4315528.0,-6180582.0,-5641401.0,-4733932.0,-5269739.0,-1577922.0,-25591.0,-91541.0,-14466.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,4500565.0,2539060.0,1579724.0,2050523.0,164162.0,70554.0,232697.0,-1511338.0,-3841873.0,-1036319.0,-2849810.0,-707626.0,-9772.0,1237.0,59.0,125.0,0.0
,incomeBeforeTax,-26257806.0,-26212798.0,-17380663.0,-13400798.0,-14707083.0,-12108130.0,-11368353.0,-3700046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,22664.0,82181.0,72746.0,59607.0,29615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-26280470.0,-26294979.0,-17453409.0,-13460405.0,-14736698.0,-12108130.0,-11368353.0,-3700046.0,-8301705.0,-7307147.0,-8783037.0,-5499419.0,-5351269.0,-1579993.0,-25532.0,-91625.0,-14395.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.537361825541692,-0.54,-0.39,-0.33,-0.42,-0.65,-1.16,-0.48,-1.16,-1.16,-1.64,-1.08,-1.08,-0.32,-0.00531916666666667,-0.02,-0.006667
,EPSDiluted,-0.537361825541692,-0.54,-0.39,-0.33,-0.42,-0.65,-1.2,-0.48,-1.16,-1.16,-1.64,-1.08,-1.08,-0.32,-0.00531916666666667,-0.02,-0.006667
,weightedAverageShsOut,58194894.0,48906470.0,44655725.0,40841033.0,35153426.0,18584820.0,9931932.0,7977110.0,7042196.0,6292266.0,5360139.0,5050948.0,4926927.0,4801141.0,4800000.0,4346301.0,1912350.0
