date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY
,revenue,2628429000000.0,1956926000000.0,1892299000000.0,2254859000000.0,2094444000000.0,2703359000000.0,2692241000000.0,1971189000000.0,2328514000000.0,2111262000000.0,2047859000000.0,2434970000000.0,1734403000000.0,2286967826240.0,2263917448800.0,2008003797000.0,1106432000000.0,1185001000000.0,1256377000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1414608000000.0,1326830000000.0,1444173000000.0,1274473000000.0,1234063000000.0,1181584000000.0,1135819000000.0,1073509000000.0,1012009000000.0,1064844000000.0,1052717000000.0,1089507000000.0,995384000000.0,434838973240.0,416730471840.0,435145957650.0,1091348000000.0,1125905000000.0,1237641000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107898000000.0,96113000000.0,91621000000.0,105744000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7067000000.0,3546000000.0,-4742000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,30410000000.0,30103000000.0,22745000000.0,23757000000.0,17189000000.0,18504000000.0,17793000000.0,23929000000.0,23678000000.0,24901000000.0,27395000000.0,31330000000.0,30290000000.0,27433000000.0,21593000000.0,16931000000.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,427820000000.0,1271381000000.0,1313476000000.0,889936000000.0,601712000000.0,495407000000.0,411982000000.0,401565000000.0,412851000000.0,415959000000.0,448857000000.0,528159000000.0,1102015000000.0,1906072417440.0,1571487428160.0,944797566150.0,477983000000.0,437703000000.0,734859000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,166974000000.0,156728000000.0,355164000000.0,179158000000.0,171202000000.0,167930000000.0,166528000000.0,161258000000.0,157165000000.0,165721000000.0,167420000000.0,156393000000.0,146191000000.0,16943364487000.0,140324001120.0,136534842000.0,129567000000.0,139863000000.0,144182000000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.248118933400902,0.0784342381878518,0.0449506129845231,0.372217508944018,0.22935681259561,0.442636364611581,0.470854206588489,0.368479633358344,0.380148025736586,0.313952034375648,0.298534713571589,0.281915177599724,-0.170974681201543,0.392745029647715,0.347697111631538,0.354337631887456,0.852342484671448,0.743661819694667,-1.80055190440449
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,652163000000.0,153490000000.0,85060000000.0,839298000000.0,480375000000.0,1196605000000.0,1267653000000.0,726343000000.0,885180000000.0,662835000000.0,611357000000.0,686455000000.0,-296539000000.0,898195246720.0,787157557920.0,711511310250.0,943059000000.0,881240000000.0,-2262172000000.0
,incomeBeforeTaxRatio,0.248118933400902,0.0784342381878518,0.0449506129845231,0.372217508944018,0.22935681259561,0.442636364611581,0.470854206588489,0.368479633358344,0.380148025736586,0.313952034375648,0.298534713571589,0.281915177599724,-0.170974681201543,0.392745029647715,0.347697111631538,0.354337631887456,0.852342484671448,0.743661819694667,-1.80055190440449
,incomeTaxExpense,174788000000.0,47175000000.0,9335000000.0,237604000000.0,91244000000.0,346542000000.0,437420000000.0,226108000000.0,4024000000.0,13878000000.0,193227000000.0,-360195000000.0,761908000000.0,670256266480.0,163181143200.0,-374058386100.0,172954000000.0,359800000000.0,8217000000.0
,netIncome,471020000000.0,150195000000.0,84471000000.0,577608000000.0,362440000000.0,850492000000.0,803048000000.0,498484000000.0,875412000000.0,656389000000.0,412669000000.0,999689000000.0,-1058447000000.0,227938980240.0,623976414720.0,1085569696350.0,627383000000.0,406982000000.0,-2377172000000.0
,netIncomeRatio,0.179202101331251,0.0767504749796364,0.0446393513921426,0.256161471737257,0.173048312583196,0.314605644311392,0.298282360308754,0.25288493391552,0.375953075652541,0.310898884174489,0.201512408813302,0.410554955502532,-0.610265895527164,0.0996686431810255,0.275618006765548,0.540621336459555,0.56703258763304,0.343444435911868,-1.89208493947279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,37.15,11.838644932913,7.6,45.44,47.72,53.88,49.82,56.36,45.92,40.341267,41.38,136.045628394788,-191.92,50.830139,102.726926,110.045446,109.25122,72.30654,-509.0493
,EPSDiluted,37.15,11.8379063957719,7.6,45.44,47.56,52.84,48.2,54.24,44.1,40.341267,41.38,130.946244896844,-191.92,49.367059,97.39561,92.243674,75.43826,37.50988,-509.0493
,weightedAverageShsOut,12678415000.0,12686840500.0,12681187500.0,12683172590.0,12642949490.0,12403080315.0,12184057980.0,12094834780.0,12026640875.0,12010505149.0,9986201000.0,7348189073.0,5615634500.0,5739500000.0,5803500000.0,9864739881.0,5742572028.0,5628564166.0,4669826675.0
