date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,4748505000.0,4598657000.0,4808400000.0,5013609000.0,5104227000.0,3602800000.0,1008200000.0,972500000.0,1093900000.0,1834500000.0,1003300000.0,1256300000.0,1176500000.0,814400000.0,493080000.0,390867000.0,470944000.0,509674000.0
,costOfRevenue,287950000.0,446487000.0,537752000.0,582530000.0,522413000.0,190300000.0,48500000.0,78900000.0,72800000.0,872200000.0,327200000.0,576400000.0,471100000.0,292900000.0,115425000.0,85298000.0,6657000.0,11012000.0
,grossProfit,4460555000.0,4152170000.0,4270648000.0,4431079000.0,4581814000.0,3412500000.0,959600000.0,893600000.0,1021100000.0,962300000.0,676100000.0,679900000.0,705400000.0,521500000.0,377655000.0,305569000.0,464287000.0,498662000.0
,grossProfitRatio,0.939359861682782,0.902909262421616,0.888164046252392,0.883810245274412,0.897650907767229,0.947179971133563,0.951795278714541,0.918868894601542,0.933449126976872,0.524557100027255,0.673876208511911,0.541192390352623,0.599575010624734,0.640348722986248,0.765910197128255,0.781772316414535,0.985864561391588,0.978394032263761
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,267458000.0,305226000.0,348291000.0,351012000.0,357909000.0,273400000.0,82500000.0,85700000.0,89300000.0,115000000.0,117200000.0,129100000.0,117100000.0,149200000.0,52671000.0,37083000.0,39267000.0,40472000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,189461000.0,231518000.0,23399000.0,22800000.0,7000000.0,78241000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
