date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,1688000000.0,1996000000.0,1923000000.0,2211000000.0,2523000000.0,3102000000.0,3574000000.0,4011000000.0,3307000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,497000000.0,488000000.0,507000000.0,519000000.0,500000000.0,467000000.0,458000000.0,504000000.0,457000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3187000000.0,4760000000.0,5069000000.0,4386000000.0,3857000000.0,3585000000.0,3706000000.0,4104000000.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,2046000000.0,3488000000.0,3668000000.0,2971000000.0,2441000000.0,2074000000.0,2063000000.0,2210000000.0,2561000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.315165876777251,0.382264529058116,0.274570982839314,0.34554500226142,0.439159730479588,0.515796260477112,0.513989927252378,0.520319122413363,0.434532809192622
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,532000000.0,763000000.0,528000000.0,764000000.0,1108000000.0,1600000000.0,1837000000.0,2087000000.0,1437000000.0
,incomeBeforeTaxRatio,0.315165876777251,0.382264529058116,0.274570982839314,0.34554500226142,0.439159730479588,0.515796260477112,0.513989927252378,0.520319122413363,0.434532809192622
,incomeTaxExpense,120000000.0,166000000.0,133000000.0,472000000.0,427000000.0,604000000.0,688000000.0,776000000.0,498000000.0
,netIncome,412000000.0,597000000.0,395000000.0,292000000.0,681000000.0,997000000.0,1149000000.0,1418000000.0,939000000.0
,netIncomeRatio,0.244075829383886,0.299098196392786,0.205408216328653,0.132066938037087,0.269916765755054,0.3214055448098,0.321488528259653,0.353527798553977,0.283943150892047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.14,2.59,1.52,1.06,2.15,2.66,2.74,3.307003,1.93
,EPSDiluted,2.12,2.56,1.49,1.04,2.12,2.61,2.69,3.307003,1.9
,weightedAverageShsOut,193000000.0,230501931.0,259868421.0,275471698.0,316744186.0,374812030.0,417153285.0,422739239.0,476000000.0
,weightedAverageShsOutDil,195000000.0,233000000.0,264000000.0,281000000.0,322000000.0,382000000.0,425000000.0,422739239.0,483000000.0
