date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,87584690.0,87518688.0,83929270.0,81283148.0,81329858.0
,costOfRevenue,75490503.0,78386997.0,65765007.0,62637232.0,77010940.0
,grossProfit,12094187.0,9131691.0,18164263.0,18645916.0,4318918.0
,grossProfitRatio,0.138085628892447,0.104339898239791,0.216423459896649,0.229394609569009,0.0531037199155075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,12046170.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,12046170.0,11562781.0,9528883.0,8449594.0,8614190.0
,costAndExpenses,87536673.0,89949778.0,75293890.0,71086826.0,85625130.0
,interestExpense,1421955.0,2104851.0,1989417.0,1698914.0,1379304.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1032986.0,1124063.0,710197.0,616291.0,661921.0
,EBITDA,1081003.0,-1217361.0,9374286.0,10792839.0,-3633351.0
,EBITDARatio,0.0123423739925323,-0.0139097263432468,0.111692690762114,0.132780770252648,-0.0446742572696979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,48017.0,-2431090.0,8635380.0,10196322.0,-4295272.0
,operatingIncomeRatio,0.000548235085378506,-0.0277779529784542,0.102888777657663,0.125442016591188,-0.0528129779840511
,totalOtherIncomeExpensesNet,1421955.0,2015185.0,1960708.0,1718688.0,1379304.0
,incomeBeforeTax,-1373938.0,-4446275.0,6674672.0,8477634.0,-5674576.0
,incomeBeforeTaxRatio,-0.0156869653817351,-0.0508037209150119,0.0795273448702699,0.104297559932103,-0.06977235838774
,incomeTaxExpense,-53500.0,3877.0,4463109.0,2710000.0,-2066000.0
,netIncome,-1320438.0,-4450152.0,2211563.0,5767634.0,-3608576.0
,netIncomeRatio,-0.015076128031052,-0.0508480200251631,0.0263503185479869,0.0709573157771891,-0.0443696335975405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.111107698580994,-0.38,0.23326390989593,0.65310748512297,-0.42
,EPSDiluted,-0.111107698580994,-0.38,0.233050498280755,0.652562073984734,-0.42
,weightedAverageShsOut,11884307.0,11808052.0,9480948.0,8831064.0,8655848.0
,weightedAverageShsOutDil,11884307.0,11808052.0,9489630.0,8838445.0,8655848.0
