date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2711647000.0,1176810000.0,2096896000.0,263484000.0,-112052000.0,-556334000.0,-738555000.0,-445028000.0,-107032000.0,29574000.0,-754626000.0,-642178000.0,-459851000.0,-391279000.0,-206891000.0,-203417000.0,-166247000.0,-196767000.0,-108621000.0,-66233000.0,-39658000.0,-41000000.0,-33100000.0,-19800000.0,-40000000.0
,depreciationAndAmortization,109515000.0,106941000.0,72420000.0,61397000.0,61398000.0,62343000.0,63257000.0,48365000.0,38191000.0,35041000.0,30459000.0,30107000.0,32196000.0,27459000.0,25868000.0,27289000.0,29640000.0,23438000.0,25432000.0,17964000.0,9095000.0,6300000.0,4500000.0,3600000.0,3200000.0
,deferredIncomeTax,277341000.0,167387000.0,-1512325000.0,-120513000.0,16961000.0,3283000.0,281000.0,-285053000.0,36660000.0,-7501000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,429461000.0,360489000.0,325047000.0,290736000.0,237705000.0,231025000.0,177542000.0,127303000.0,114285000.0,126751000.0,97676000.0,86722000.0,63012000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2767844000.0,765185000.0,881114000.0,802700000.0,138199000.0,-277453000.0,-12490000.0,33786000.0,218055000.0,356650000.0,-439887000.0,371126000.0,353445000.0,-222820000.0,235580000.0,31845000.0,-201772000.0,-137236000.0,-92564000.0,320024000.0,187815000.0,-58900000.0,-32300000.0,142800000.0,-3300000.0
,accountsReceivables,-223444000.0,-225587000.0,-108152000.0,-71759000.0,-33027000.0,-104847000.0,7428000.0,53363000.0,39912000.0,-170606000.0,-2923000.0,13900000.0,7831000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-132014000.0,-64047000.0,-31965000.0,-44984000.0,-16450000.0,-23146000.0,-16469000.0,7142000.0,-29925000.0,-111388000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,51276000.0,-22785000.0,36554000.0,8753000.0,-11745000.0,-1709000.0,25048000.0,-49234000.0,14892000.0,37468000.0,-1182000.0,-15057000.0,19010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,6255846000.0,3488002000.0,2722817000.0,1841703000.0,1039003000.0,900804000.0,1178257000.0,1190747000.0,1156961000.0,938906000.0,582256000.0,1022143000.0,651017000.0,297572000.0,520392000.0,284812000.0,252967000.0,454739000.0,591975000.0,684539000.0,364515000.0,176700000.0,235600000.0,267900000.0,125100000.0
,otherNonCashItems,0.0,21401000.0,12089000.0,157196000.0,6140000.0,9532000.0,0.0,20196000.0,10049000.0,264000.0,-31000.0,5666000.0,0.0,63747000.0,46583000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0,-200000.0
,netCashProvidedByOperatingActivites,3253505000.0,1569330000.0,1270286000.0,844942000.0,236103000.0,-365432000.0,-513199000.0,-51570000.0,267841000.0,143735000.0,-635442000.0,-427586000.0,-226482000.0,-252476000.0,-22475000.0,-172054000.0,-142160000.0,-167623000.0,-79539000.0,-8074000.0,-16644000.0,-31800000.0,-31100000.0,-9400000.0,-40300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-259798000.0,-75451000.0,-95524000.0,-99421000.0,-56563000.0,-45302000.0,-51201000.0,-51393000.0,-71140000.0,-34595000.0,-38054000.0,-23496000.0,-32180000.0,-32415000.0,-32417000.0,-16959000.0,-12495000.0,-17351000.0,-41219000.0,-53899000.0,-11913000.0,-16200000.0,-7900000.0,-6000000.0,-4000000.0
,acquisitionsNet,0.0,-1154000000.0,0.0,0.0,0.0,-80000000.0,-10000000.0,0.0,0.0,-60000000.0,0.0,-87000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-431396000.0,-576515000.0,-530389000.0,-532581000.0,-649700000.0,-663041000.0,-1424172000.0,-2412418000.0,-1705829000.0,-721545000.0,-1234719000.0,-1186701000.0,-755422000.0,-318039000.0,-508085000.0,-236489000.0,-148506000.0,-555842000.0,-702986000.0,-1252781000.0,-1312765000.0,-366000000.0,-507500000.0,-303600000.0,-73000000.0
,salesMaturitiesOfInvestments,372342000.0,570860000.0,431576000.0,369214000.0,757562000.0,1067443000.0,1557938000.0,2348295000.0,1367927000.0,1016040000.0,1284806000.0,788263000.0,427648000.0,755620000.0,302438000.0,243410000.0,292351000.0,593998000.0,728037000.0,1176186000.0,1088582000.0,428900000.0,495300000.0,191000000.0,36200000.0
,otherInvestingActivites,0.0,0.0,-7821000.0,-14893000.0,53170000.0,-10244000.0,1394000.0,61386000.0,-16775000.0,12512000.0,-4732000.0,624000.0,-696000.0,0.0,29593000.0,8306000.0,-23922000.0,1633000.0,200000.0,0.0,-233000.0,-10300000.0,-300000.0,-200000.0,400000.0
,netCashUsedForInvestingActivites,99388000.0,-1235318000.0,-202158000.0,-437681000.0,104469000.0,268856000.0,73959000.0,-54130000.0,-425817000.0,212412000.0,7301000.0,-508732000.0,-360650000.0,405166000.0,-208471000.0,-1732000.0,107428000.0,22438000.0,-15962000.0,-130494000.0,-236329000.0,36400000.0,-20400000.0,-118800000.0,-40400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
