date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,48814505.0,139784585.0,-100934979.0,104393808.0,41219440.0,39381760.0,42988990.0
,costOfRevenue,0.0,0.0,0.0,0.0,8557190.0,7038630.0,7268430.0
,grossProfit,0.0,0.0,0.0,0.0,32662250.0,32343130.0,35720560.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.792399168935823,0.821271827363734,0.830923452725919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1011328.0,733234.0,731801.0,795453.0,160330.0,117460.0,190980.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,9900.0,23070.0,25720.0
,operatingExpenses,0.0,1923026.0,1356508.0,977208.0,230520.0,145610.0,254700.0
,costAndExpenses,0.0,0.0,0.0,0.0,8787710.0,7184240.0,7523130.0
,interestExpense,4486056.0,11213045.0,10565825.0,6316255.0,35331160.0,-46952170.0,-21014260.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,0.0,0.0,0.0,0.0,103094050.0,-61706820.0,-6562650.0
,EBITDARatio,0.0,0.0,0.0,0.0,2.501103,-1.566888,-0.152659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,32431730.0,32197520.0,35465860.0
,operatingIncomeRatio,0.96805013182045,0.986242932294716,1.01343942420595,0.990436817861841,0.786806662099243,0.817574430396204,0.82499867989455
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,47254888.0,137861559.0,-102291487.0,103395471.0,67762890.0,-14754650.0,14451610.0
,incomeBeforeTaxRatio,0.96805013182045,0.986242932294716,1.01343942420595,0.990436817861841,1.64395464858329,-0.374656947784964,0.336170028651522
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,47254888.0,137861559.0,-102291487.0,103395471.0,67762890.0,-14754650.0,14451610.0
,netIncomeRatio,0.96805013182045,0.986242932294716,1.01343942420595,0.990436817861841,1.64395464858329,-0.374656947784964,0.336170028651522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.778089244734453,2.27,-1.68,1.7,1.11551,-0.47914,0.4693
,EPSDiluted,0.778089244734453,2.27,-1.68,1.7,1.11551,-0.47914,0.4693
,weightedAverageShsOut,60731964.0,60731964.0,60887790.0,60820865.0,60746010.0,30794140.0,30794140.0
,weightedAverageShsOutDil,60731964.0,60731964.0,60887790.0,60820865.0,60746010.0,30794140.0,30794140.0
