date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-129739000.0,-151811000.0,-171453000.0,-19626000.0,-58528000.0
,depreciationAndAmortization,11957000.0,10845000.0,8279000.0,7228000.0,7608000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,20676000.0,19571000.0,16520000.0,14744000.0,12165000.0
,changeInWorkingCapital,-14532000.0,-14566000.0,-63359000.0,15898000.0,-62451000.0
,accountsReceivables,-10337000.0,16839000.0,-15941000.0,-10878000.0,-1540000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3723000.0,787000.0,1554000.0,-1544000.0,2232000.0
,otherWorkingCapital,-8472000.0,194618000.0,209184000.0,272543000.0,256645000.0
,otherNonCashItems,-260000.0,1691000.0,56779000.0,-3839000.0,57527000.0
,netCashProvidedByOperatingActivites,-111898000.0,-134270000.0,-153234000.0,14405000.0,-43679000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-5906000.0,-4289000.0,-24954000.0,-29403000.0,-11381000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-223745000.0,-264399000.0,-132750000.0,-135122000.0,-347762000.0
,salesMaturitiesOfInvestments,221866000.0,189330000.0,214348000.0,242401000.0,288894000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-7785000.0,-79358000.0,56644000.0,77876000.0,-70249000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,170456000.0,118657000.0,103259000.0,34244000.0,0.0
,commonStockRepurchased,-2012000.0,0.0,-260000.0,-40000.0,-39000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,5898000.0,1315000.0,1992000.0,1144000.0,1893000.0
,netCashUsedProvidedByFinancingActivities,174342000.0,119972000.0,104991000.0,35348000.0,1854000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,54659000.0,-93656000.0,8401000.0,127629000.0,-112074000.0
,cashAtEndOfPeriod,181131000.0,126472000.0,220128000.0,211727000.0,84098000.0
,cashAtBeginningOfPeriod,126472000.0,220128000.0,211727000.0,84098000.0,196172000.0
,operatingCashFlow,-111898000.0,-134270000.0,-153234000.0,14405000.0,-43679000.0
,capitalExpenditure,-5906000.0,-4289000.0,-24954000.0,-29403000.0,-11381000.0
,freeCashFlow,-117804000.0,-138559000.0,-178188000.0,-14998000.0,-55060000.0
