date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,347402000.0,136918000.0,171835000.0,185365000.0,524290000.0,97078000.0,110964000.0,125457000.0,79595000.0,45125000.0,68498000.0,58486000.0,31992000.0,90745000.0,53744000.0,62458000.0,41577000.0,55695000.0,93461000.0,131211000.0,133487000.0,138093000.0,125650000.0,71679000.0,39320000.0,23100000.0
,depreciationAndAmortization,239048000.0,253999000.0,228012000.0,226660000.0,218144000.0,216043000.0,196465000.0,183055000.0,158682000.0,143146000.0,136158000.0,116819000.0,112299000.0,109546000.0,103775000.0,110851000.0,115837000.0,111856000.0,108418000.0,124108000.0,122516000.0,115170000.0,94303000.0,49789000.0,24006000.0,12700000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6210000.0,7180000.0,7466000.0,6692000.0,6251000.0,6884000.0,6939000.0,6899000.0,7613000.0,6094000.0,6572000.0,6567000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,222180000.0,-22184000.0,-48819000.0,116305000.0,-216546000.0,191727000.0,5231000.0,-47559000.0,1893954000.0,-384940000.0,-26466000.0,168781000.0,-1343726000.0,-4276000.0,-1576000.0,28608000.0,58014000.0,-32404000.0,38795000.0,-300000.0,34500000.0,52000000.0,-67300000.0,-225100000.0,-32600000.0,3000000.0
,accountsReceivables,-36139000.0,-33099000.0,-21444000.0,-37208000.0,-20844000.0,-21341000.0,-24799000.0,-19173000.0,-14787000.0,-8498000.0,-3290000.0,336000.0,-1876000.0,-9089000.0,-9413000.0,-17759000.0,-6888000.0,-5680000.0,2357000.0,-13787000.0,-12662000.0,-10100000.0,-20900000.0,-18800000.0,-5000000.0,-3300000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8804000.0,-2493000.0,4030000.0,940000.0,-14181000.0,-12839000.0,10338000.0,-2121000.0,-29700000.0,41400000.0,6600000.0,4400000.0,4800000.0
,otherWorkingCapital,271699000.0,49519000.0,71703000.0,120522000.0,4217000.0,220763000.0,29036000.0,23805000.0,71364000.0,-1822590000.0,-1437650000.0,-1411184000.0,-1579965000.0,-236239000.0,-231963000.0,-230387000.0,-258995000.0,-317009000.0,-284605000.0,-323400000.0,-323100000.0,-357600000.0,-409600000.0,-342300000.0,-117200000.0,-84600000.0
,otherNonCashItems,4902000.0,4405000.0,3855000.0,3362000.0,2770000.0,3392000.0,1576000.0,-6712000.0,2403000.0,-476000.0,708000.0,392000.0,3698000.0,-43374000.0,-2957000.0,-8819000.0,21711000.0,34371000.0,31484000.0,-5020000.0,5758000.0,13472000.0,22269000.0,9285000.0,4013000.0,3500000.0
,netCashProvidedByOperatingActivites,358160000.0,365797000.0,358628000.0,352532000.0,305805000.0,288879000.0,266911000.0,256437000.0,193416000.0,195396000.0,190537000.0,189120000.0,157822000.0,161663000.0,145525000.0,154133000.0,172582000.0,153254000.0,201485000.0,247564000.0,256400000.0,232951000.0,263433000.0,130192000.0,71317000.0,43200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184566000.0,-102717000.0,-151482000.0,-231422000.0,-287491000.0,-222030000.0,-167763000.0,-126995000.0,-203359000.0,-130870000.0,-351983000.0,-423245000.0,-511056000.0,-943446000.0,-465066000.0,-181444000.0,-130400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,-33000000.0,0.0,3000000.0,0.0,12000000.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39901000.0,-2875000.0,-952000.0,-12741000.0,0.0,0.0,0.0,0.0,-15889000.0,-12704000.0,0.0,-757966000.0,-701076000.0,-27648000.0,-6666000.0,-1132000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4756000.0,15000000.0,3955000.0,3214000.0,2918000.0,0.0,0.0,1399000.0,0.0,0.0,161389000.0,729945000.0,696400000.0,26300000.0,0.0,0.0,0.0
,otherInvestingActivites,-10575000.0,-5676000.0,-4918000.0,-61026000.0,-23371000.0,-1684000.0,12823000.0,4838000.0,-7492000.0,-16505000.0,684000.0,-2829000.0,14608000.0,-10777000.0,26543000.0,-2243000.0,-348000.0,39506000.0,36956000.0,-110440000.0,7533000.0,675761000.0,-121632000.0,-53970000.0,-305191000.0,-5600000.0
,netCashUsedForInvestingActivites,110682000.0,-607407000.0,-306749000.0,-256222000.0,203890000.0,-654157000.0,-328178000.0,-356603000.0,-238812000.0,-215479000.0,-78155000.0,-61824000.0,-134343000.0,-150704000.0,64734000.0,200925000.0,48188000.0,65511000.0,195587000.0,-139645000.0,286212000.0,160029000.0,-1040079000.0,-524283000.0,-486867000.0,-136000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
