date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,69056000.0,68458000.0,60594000.0,50024000.0,48837000.0,41804000.0,35307000.0,31922000.0,88298000.0,123865000.0,107104000.0,82908000.0,50478000.0,25333000.0,12127000.0
,costOfRevenue,13742000.0,15632000.0,12620000.0,14327000.0,9753000.0,6586000.0,9726000.0,14554000.0,30647000.0,41781000.0,27982000.0,16678000.0,13188000.0,8319000.0,1806000.0
,grossProfit,55314000.0,52826000.0,47974000.0,35697000.0,39084000.0,35218000.0,25581000.0,17368000.0,57651000.0,82084000.0,79122000.0,66230000.0,37290000.0,17014000.0,10321000.0
,grossProfitRatio,0.801002085264133,0.771655613660931,0.791728553982243,0.713597473212858,0.800294858406536,0.842455267438523,0.724530546350582,0.54407618570265,0.652913995786994,0.662689218100351,0.738739916342994,0.798837265402615,0.738737667894925,0.671614100185529,0.851076111156923
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,44185000.0,33873000.0,29978000.0,29659000.0,22229000.0,20673000.0,22755000.0,31606000.0,56785000.0,61049000.0,52405000.0,54725000.0,45554000.0,35644000.0,17257000.0
,GeneralAndAdministrativeExpenses,35049000.0,31502000.0,29291000.0,29008000.0,25419000.0,22315000.0,21937000.0,26908000.0,31379000.0,36942000.0,33841000.0,29871000.0,35709000.0,19713000.0,11880000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-156000.0,-656000.0,-291000.0,-92000.0,-94000.0,-168000.0,-234000.0,0.0,-326000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,79234000.0,31502000.0,29291000.0,29008000.0,25419000.0,22315000.0,21937000.0,26908000.0,31379000.0,97991000.0,86246000.0,84596000.0,81263000.0,55357000.0,29137000.0
,costAndExpenses,92976000.0,81007000.0,71889000.0,72994000.0,57401000.0,49574000.0,54418000.0,73068000.0,118811000.0,139772000.0,114228000.0,101274000.0,94451000.0,63676000.0,30943000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,675000.0,1199000.0,2037000.0,2365000.0,2533000.0,724000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4554000.0,4557000.0,1147000.0,1042000.0,4546000.0,5409000.0,6685000.0,10318000.0,12417000.0,11471000.0,8309000.0,6129000.0,4563000.0,2884000.0,2387000.0
,EBITDA,-19366000.0,-7992000.0,-10148000.0,-21928000.0,-4018000.0,-2361000.0,-12426000.0,-30828000.0,-18096000.0,-4436000.0,1185000.0,-12237000.0,-39410000.0,-35459000.0,-16429000.0
,EBITDARatio,-0.2804390639481,-0.116743112565369,-0.16747532759019,-0.438349592195746,-0.0822736859348445,-0.0564778490096641,-0.351941541337412,-0.965728964350605,-0.204942354300211,-0.0358131837080693,0.0110640125485509,-0.147597336807063,-0.780736162288522,-1.39971578573402,-1.35474560897172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-23920000.0,-12549000.0,-11295000.0,-22970000.0,-8564000.0,-7770000.0,-19111000.0,-41146000.0,-30513000.0,-15907000.0,-7124000.0,-18366000.0,-43973000.0,-38343000.0,-18816000.0
,operatingIncomeRatio,-0.346385542168675,-0.183309474422274,-0.186404594514308,-0.459179593794978,-0.17535884677601,-0.185867381111855,-0.541280765853797,-1.28895432617004,-0.345568416045664,-0.128422072417551,-0.0665147893636092,-0.221522651613837,-0.871131978287571,-1.51355938893933,-1.55157912096974
,totalOtherIncomeExpensesNet,-156000.0,-656000.0,-291000.0,-92000.0,-94000.0,-168000.0,-234000.0,-305000.0,-348000.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-23671000.0,-11918000.0,-10915000.0,-22915000.0,-8598000.0,-7919000.0,-19327000.0,-41390000.0,-30587000.0,-16309000.0,-8157000.0,-20223000.0,-44800000.0,-39385000.0,-18798000.0
,incomeBeforeTaxRatio,-0.342779772937905,-0.174092144088346,-0.180133346535961,-0.45808012154166,-0.176055040235887,-0.189431633336523,-0.547398532868836,-1.29659795752146,-0.346406487123151,-0.131667541274775,-0.0761596205557215,-0.243920972644377,-0.887515353223186,-1.5546915090988,-1.55009482971881
,incomeTaxExpense,339000.0,17000.0,-37000.0,81000.0,-40000.0,-338000.0,-256000.0,-87000.0,270000.0,241000.0,384000.0,66000.0,327000.0,-408000.0,-127000.0
,netIncome,-24010000.0,-11935000.0,-10878000.0,-22996000.0,-8558000.0,-7581000.0,-19071000.0,-41303000.0,-30857000.0,-16550000.0,-8541000.0,-20289000.0,-45127000.0,-38977000.0,-18671000.0
,netIncomeRatio,-0.347688832252085,-0.174340471529989,-0.179522725022279,-0.459699344314729,-0.17523598910662,-0.181346282652378,-0.540147846036197,-1.29387256437567,-0.349464314027498,-0.133613207927986,-0.0797449208246191,-0.24471703575047,-0.893993422877293,-1.53858603402676,-1.53962233033726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
